Element 1: (3, (18, 6), ['.', '%', '%', '%'], [(8, 10), (5, 12), (12, 3)], [False, True, True, True], 98, False, [True, False, False, False], 29, 'West', (17, 6))
Element 2: (3, (17, 6), ['.', '.', '%', ''], [(9, 10), (6, 12), (13, 3)], [False, False, True, False], 96, False, [True, True, False, False], 68, 'South', (17, 5))
Element 3: (3, (17, 5), ['.', '.', '', '%'], [(9, 11), (6, 13), (14, 3)], [False, False, False, True], 94, False, [True, True, False, False], 107, 'South', (17, 4))
Element 4: (3, (17, 4), ['.', '.', '', '.'], [(10, 11), (7, 13), (15, 3)], [False, False, False, False], 92, False, [True, True, False, True], 146, 'East', (18, 4))
Element 5: (3, (18, 4), ['', '%', '%', '%'], [(11, 11), (6, 13), (16, 3)], [False, True, True, True], 90, False, [False, False, False, False], 175, 'West', (17, 4))
Element 6: (3, (17, 4), ['.', 'G', '', ''], [(12, 11), (5, 13), (17, 3)], [False, False, False, False], 88, False, [True, False, False, False], 204, 'North', (17, 5))
Element 7: (3, (17, 5), ['.', '', '', '%'], [(13, 11), (6, 13), (17, 2)], [False, False, False, True], 86, False, [True, False, False, False], 223, 'South', (17, 4))
Element 8: (3, (17, 4), ['.', '', '', ''], [(12, 11), (6, 12), (17, 1)], [False, False, False, False], 84, False, [True, False, False, False], 232, 'West', (16, 4))
Element 9: (3, (16, 4), ['%', '', '.', ''], [(11, 11), (6, 11), (18, 1)], [True, False, False, False], 82, False, [False, False, True, False], 261, 'North', (16, 5))
Element 10: (3, (16, 5), ['.', '', '.', ''], [(11, 12), (7, 11), (17, 1)], [False, False, False, False], 80, False, [True, False, True, False], 290, 'North', (16, 6))
Element 11: (3, (16, 6), ['.', '', '.', ''], [(11, 13), (7, 10), (16, 1)], [False, False, False, False], 78, False, [True, False, True, False], 319, 'North', (16, 7))
Element 12: (3, (16, 7), ['.', '', '%', '%'], [(12, 13), (6, 10), (16, 2)], [False, False, True, True], 76, False, [True, False, False, False], 358, 'West', (15, 7))
Element 13: (3, (15, 7), ['.', '.', '%', ''], [(13, 13), (5, 10), (15, 2)], [False, False, True, False], 74, False, [True, True, False, False], 397, 'South', (15, 6))
Element 14: (3, (15, 6), ['.', '.', '', ''], [(14, 13), (5, 11), (15, 1)], [False, False, False, False], 72, False, [True, True, False, False], 436, 'South', (15, 5))
Element 15: (3, (15, 5), ['.', '%', '', ''], [(14, 12), (5, 10), (14, 1)], [False, True, False, False], 70, False, [True, False, False, False], 465, 'West', (14, 5))
Element 16: (3, (14, 5), ['.', '.', '.', ''], [(15, 12), (4, 10), (13, 1)], [False, False, False, False], 68, False, [True, True, True, False], 504, 'North', (14, 6))
Element 17: (3, (14, 6), ['.', '', '.', ''], [(16, 12), (3, 10), (12, 1)], [False, False, False, False], 66, False, [True, False, True, False], 543, 'North', (14, 7))
Element 18: (3, (14, 7), ['.', '', '%', ''], [(17, 12), (4, 10), (11, 1)], [False, False, True, False], 64, False, [True, False, False, False], 572, 'West', (13, 7))
Element 19: (3, (13, 7), ['.', '.', '.', ''], [(18, 12), (5, 10), (10, 1)], [False, False, False, False], 62, False, [True, True, True, False], 1591, 'North', (13, 8))
Element 20: (3, (13, 8), ['.', '', '.', '%'], [(18, 13), (6, 10), (10, 2)], [False, False, False, True], 60, False, [True, False, True, False], 1620, 'North', (13, 9))
Element 21: (3, (13, 9), ['.', '', '%', '.'], [(17, 13), (7, 10), (11, 2)], [False, False, True, False], 58, False, [True, False, False, True], 1649, 'East', (14, 9))
Element 22: (3, (14, 9), ['', '%', '%', '.'], [(16, 13), (8, 10), (10, 2)], [False, True, True, False], 56, False, [False, False, False, True], 1668, 'East', (15, 9))
Element 23: (3, (15, 9), ['', '%', '.', '.'], [(17, 13), (9, 10), (10, 1)], [False, True, False, False], 54, False, [False, False, True, True], 1677, 'East', (16, 9))
Element 24: (3, (16, 9), ['', '%', '.', '.'], [(18, 13), (9, 11), (9, 1)], [False, True, False, False], 52, False, [False, False, True, True], 1696, 'East', (17, 9))
Element 25: (3, (17, 9), ['', '.', '.', '.'], [(18, 12), (9, 12), (8, 1)], [False, False, False, False], 50, False, [False, True, True, True], 1725, 'East', (18, 9))
Element 26: (3, (18, 9), ['', '.', '.', '%'], [(18, 11), (10, 12), (7, 1)], [False, False, False, True], 48, False, [False, True, True, False], 1764, 'North', (18, 10))
Element 27: (3, (18, 10), ['.', '', '', '%'], [(17, 11), (11, 12), (6, 1)], [False, False, False, True], 46, False, [True, False, False, False], 1793, 'West', (17, 10))
Element 28: (3, (17, 10), ['.', '', '', ''], [(16, 11), (11, 13), (7, 1)], [False, False, False, False], 44, False, [True, False, False, False], 1812, 'West', (16, 10))
Element 29: (3, (16, 10), ['.', '', '', ''], [(15, 11), (12, 13), (8, 1)], [False, False, False, False], 42, False, [True, False, False, False], 1831, 'West', (15, 10))
Element 30: (3, (15, 10), ['%', '', '', ''], [(16, 11), (13, 13), (9, 1)], [True, False, False, False], 40, False, [False, False, False, False], 1840, 'North', (15, 11))
Element 31: (3, (15, 11), ['%', '', '', ''], [(17, 11), (14, 13), (10, 1)], [True, False, False, False], 38, False, [False, False, False, False], 1839, 'East', (16, 11))
Element 32: (3, (16, 11), ['', '', '', ''], [(18, 11), (14, 12), (11, 1)], [False, False, False, False], 36, False, [False, False, False, False], 1838, 'East', (17, 11))
Element 33: (3, (17, 11), ['', '', '', ''], [(18, 12), (15, 12), (11, 2)], [False, False, False, False], 34, False, [False, False, False, False], 1837, 'East', (18, 11))
Element 34: (3, (18, 11), ['', '', '', '%'], [(17, 12), (16, 12), (11, 1)], [False, False, False, True], 32, False, [False, False, False, False], 1836, 'North', (18, 12))
Element 35: (3, (18, 12), ['G', '', '', '%'], [(17, 13), (17, 12), (12, 1)], [False, False, False, True], 30, False, [False, False, False, False], 1835, 'North', (18, 13))
Element 36: (3, (18, 13), ['', 'G', '%', '%'], [(16, 13), (18, 12), (13, 1)], [False, False, True, True], 28, False, [False, False, False, False], 1834, 'West', (17, 13))
Element 37: (3, (17, 13), ['', '', '%', 'G'], [(16, 12), (18, 13), (14, 1)], [False, False, True, False], 26, False, [False, False, False, False], 1833, 'South', (17, 12))
