Element 1: (3, (15, 11), ['%', '', '.', '.'], [(4, 5), (9, 4), (16, 10)], [True, False, False, False], 98, False, [False, False, True, True], 29, 'East', (16, 11))
Element 2: (3, (16, 11), ['', '', '.', '.'], [(3, 5), (10, 4), (17, 10)], [False, False, False, False], 96, False, [False, False, True, True], 58, 'East', (17, 11))
Element 3: (3, (17, 11), ['', '', '.', '.'], [(2, 5), (11, 4), (18, 10)], [False, False, False, False], 94, False, [False, False, True, True], 97, 'East', (18, 11))
Element 4: (3, (18, 11), ['', '', '.', '%'], [(1, 5), (12, 4), (18, 9)], [False, False, False, True], 92, False, [False, False, True, False], 136, 'North', (18, 12))
Element 5: (3, (18, 12), ['.', '', '.', '%'], [(2, 5), (13, 4), (18, 8)], [False, False, False, True], 90, False, [True, False, True, False], 165, 'North', (18, 13))
Element 6: (3, (18, 13), ['.', '', '%', '%'], [(3, 5), (14, 4), (17, 8)], [False, False, True, True], 88, False, [True, False, False, False], 194, 'West', (17, 13))
Element 7: (3, (17, 13), ['.', '.', '%', ''], [(3, 5), (14, 5), (17, 9)], [False, False, True, False], 86, False, [True, True, False, False], 223, 'South', (17, 12))
Element 8: (3, (17, 12), ['.', '', '', ''], [(4, 5), (15, 5), (16, 9)], [False, False, False, False], 84, False, [True, False, False, False], 252, 'West', (16, 12))
Element 9: (3, (16, 12), ['.', '', '.', ''], [(3, 5), (16, 5), (15, 9)], [False, False, False, False], 82, False, [True, False, True, False], 281, 'North', (16, 13))
Element 10: (3, (16, 13), ['%', '', '%', ''], [(2, 5), (17, 5), (14, 9)], [True, False, True, False], 80, False, [False, False, False, False], 310, 'South', (16, 12))
Element 11: (3, (16, 12), ['.', '', '', ''], [(1, 5), (17, 6), (13, 9)], [False, False, False, False], 78, False, [True, False, False, False], 329, 'West', (15, 12))
Element 12: (3, (15, 12), ['.', '', '%', ''], [(2, 5), (18, 6), (13, 8)], [False, False, True, False], 76, False, [True, False, False, False], 358, 'West', (14, 12))
Element 13: (3, (14, 12), ['%', '%', '.', ''], [(3, 5), (17, 6), (13, 7)], [True, True, False, False], 74, False, [False, False, True, False], 377, 'North', (14, 13))
