Element 1: (3, (15, 11), ['%', '', '.', '.'], [(4, 5), (9, 4), (16, 10)], [True, False, False, False], 98, False, [False, False, True, True], 29, 'East', (16, 11))
Element 14: (3, (14, 13), ['.', '', '%', '%'], [(3, 5), (16, 6), (14, 7)], [False, False, True, True], 72, False, [True, False, False, False], 406, 'West', (13, 13))
Element 15: (3, (13, 13), ['.', '%', '%', ''], [(4, 5), (16, 7), (15, 7)], [False, True, True, False], 70, False, [True, False, False, False], 435, 'West', (12, 13))
Element 16: (3, (12, 13), ['.', '%', '%', ''], [(3, 5), (16, 6), (15, 6)], [False, True, True, False], 68, False, [True, False, False, False], 454, 'West', (11, 13))
Element 17: (3, (11, 13), ['%', '.', '%', ''], [(2, 5), (16, 5), (14, 6)], [True, False, True, False], 66, False, [False, True, False, False], 473, 'South', (11, 12))
Element 18: (3, (11, 12), ['.', '.', '', '%'], [(1, 5), (16, 6), (13, 6)], [False, False, False, True], 64, False, [True, True, False, False], 492, 'South', (11, 11))
Element 19: (3, (11, 11), ['.', '%', '', '.'], [(2, 5), (17, 6), (12, 6)], [False, True, False, False], 62, False, [True, False, False, True], 1501, 'East', (12, 11))
Element 20: (3, (12, 11), ['', '%', '%', '.'], [(3, 5), (17, 5), (12, 7)], [False, True, True, False], 60, False, [False, False, False, True], 1520, 'East', (13, 11))
Element 21: (3, (13, 11), ['', '%', '%', '%'], [(3, 5), (17, 4), (12, 8)], [False, True, True, True], 58, False, [False, False, False, False], 1549, 'West', (12, 11))
Element 22: (3, (12, 11), ['', '%', '%', ''], [(4, 5), (18, 4), (12, 9)], [False, True, True, False], 56, False, [False, False, False, False], 1568, 'West', (11, 11))
Element 23: (3, (11, 11), ['.', '%', '', ''], [(3, 5), (17, 4), (11, 9)], [False, True, False, False], 54, False, [True, False, False, False], 1577, 'West', (10, 11))
Element 24: (3, (10, 11), ['.', '%', '.', ''], [(2, 5), (17, 3), (12, 9)], [False, True, False, False], 52, False, [True, False, True, False], 1596, 'North', (10, 12))
Element 25: (3, (10, 12), ['.', '', '%', ''], [(1, 5), (17, 2), (12, 8)], [False, False, True, False], 50, False, [True, False, False, False], 1615, 'West', (9, 12))
Element 26: (3, (9, 12), ['.', '.', '.', ''], [(2, 5), (17, 1), (12, 7)], [False, False, False, False], 48, False, [True, True, True, False], 1634, 'North', (9, 13))
Element 27: (3, (9, 13), ['%', '', '%', '%'], [(3, 5), (18, 1), (11, 7)], [True, False, True, True], 46, False, [False, False, False, False], 1663, 'South', (9, 12))
Element 28: (3, (9, 12), ['.', '.', '', ''], [(3, 5), (17, 1), (11, 6)], [False, False, False, False], 44, False, [True, True, False, False], 1672, 'South', (9, 11))
Element 29: (3, (9, 11), ['%', '.', '', ''], [(4, 5), (16, 1), (10, 6)], [True, False, False, False], 42, False, [False, True, False, False], 1701, 'South', (9, 10))
Element 30: (3, (9, 10), ['.', '%', '', '%'], [(3, 5), (16, 2), (10, 5)], [False, True, False, True], 40, False, [True, False, False, False], 1730, 'West', (8, 10))
Element 31: (3, (8, 10), ['.', '%', '%', ''], [(2, 5), (16, 3), (9, 5)], [False, True, True, False], 38, False, [True, False, False, False], 1759, 'West', (7, 10))
Element 32: (3, (7, 10), ['.', '%', '.', ''], [(1, 5), (16, 4), (9, 6)], [False, True, False, False], 36, False, [True, False, True, False], 1788, 'North', (7, 11))
Element 33: (3, (7, 11), ['.', '', '%', '%'], [(2, 5), (16, 3), (8, 6)], [False, False, True, True], 34, False, [True, False, False, False], 1807, 'West', (6, 11))
Element 34: (3, (6, 11), ['.', '.', '.', ''], [(3, 5), (15, 3), (8, 7)], [False, False, False, False], 32, False, [True, True, True, False], 2826, 'North', (6, 12))
Element 35: (3, (6, 12), ['.', '', '.', '%'], [(3, 5), (15, 2), (8, 8)], [False, False, False, True], 30, False, [True, False, True, False], 2855, 'North', (6, 13))
Element 36: (3, (6, 13), ['.', '', '%', '.'], [(4, 5), (15, 1), (9, 8)], [False, False, True, False], 28, False, [True, False, False, True], 2884, 'East', (7, 13))
Element 37: (3, (7, 13), ['', '%', '%', '%'], [(3, 5), (14, 1), (10, 8)], [False, True, True, True], 26, False, [False, False, False, False], 2913, 'West', (6, 13))
Element 38: (3, (6, 13), ['.', '', '%', ''], [(2, 5), (13, 1), (9, 8)], [False, False, True, False], 24, False, [True, False, False, False], 2922, 'West', (5, 13))
Element 39: (3, (5, 13), ['%', '.', '%', ''], [(1, 5), (12, 1), (8, 8)], [True, False, True, False], 22, False, [False, True, False, False], 2941, 'South', (5, 12))
Element 40: (3, (5, 12), ['.', '.', '', ''], [(2, 5), (11, 1), (8, 7)], [False, False, False, False], 20, False, [True, True, False, False], 2960, 'South', (5, 11))
Element 41: (3, (5, 11), ['%', '.', '', ''], [(3, 5), (10, 1), (7, 7)], [True, False, False, False], 18, False, [False, True, False, False], 3979, 'South', (5, 10))
Element 42: (3, (5, 10), ['.', '%', '', '.'], [(3, 5), (10, 2), (7, 6)], [False, True, False, False], 16, False, [True, False, False, True], 4008, 'East', (6, 10))
Element 43: (3, (6, 10), ['', '%', '', ''], [(4, 5), (11, 2), (7, 5)], [False, True, False, False], 14, False, [False, False, False, False], 4037, 'West', (5, 10))
Element 44: #1#
