Element 1: (2, (11, 6), ['.', '%', '.', 'F'], [(9, 1), (9, 5), (15, 12)], [False, True, False, False], 98, False, [True, False, True, False], 19, 'East', (12, 6))
Element 2: (2, (12, 6), ['', '%', '.', '.'], [(10, 1), (10, 5), (16, 12)], [False, True, False, False], 96, False, [False, False, True, True], 2038, 'East', (13, 6))
Element 3: (2, (13, 6), ['', '.', '.', '.'], [(11, 1), (10, 6), (17, 12)], [False, False, False, False], 94, False, [False, True, True, True], 2077, 'East', (14, 6))
Element 4: (2, (14, 6), ['', '.', '.', '.'], [(12, 1), (9, 6), (18, 12)], [False, False, False, False], 92, False, [False, True, True, True], 2116, 'East', (15, 6))
Element 5: (2, (15, 6), ['', '.', '.', '.'], [(13, 1), (8, 6), (18, 13)], [False, False, False, False], 90, False, [False, True, True, True], 2155, 'East', (16, 6))
Element 6: (2, (16, 6), ['', '.', '.', '.'], [(14, 1), (8, 7), (17, 13)], [False, False, False, False], 88, False, [False, True, True, True], 3184, 'East', (17, 6))
Element 7: (2, (17, 6), ['', '.', '%', '.'], [(15, 1), (8, 8), (16, 13)], [False, False, True, False], 86, False, [False, True, False, True], 3223, 'East', (18, 6))
Element 8: (2, (18, 6), ['', '%', '%', '%'], [(16, 1), (9, 8), (17, 13)], [False, True, True, True], 84, False, [False, False, False, False], 3252, 'West', (17, 6))
Element 9: (2, (17, 6), ['', '.', '%', ''], [(17, 1), (10, 8), (18, 13)], [False, False, True, False], 82, False, [False, True, False, False], 3271, 'South', (17, 5))
Element 10: (2, (17, 5), ['.', '.', '', '%'], [(18, 1), (9, 8), (18, 12)], [False, False, False, True], 80, False, [True, True, False, False], 3290, 'South', (17, 4))
Element 11: (2, (17, 4), ['.', '.', '', '.'], [(17, 1), (8, 8), (18, 11)], [False, False, False, False], 78, False, [True, True, False, True], 3309, 'East', (18, 4))
Element 12: (2, (18, 4), ['', '%', '%', '%'], [(17, 2), (8, 7), (18, 10)], [False, True, True, True], 76, False, [False, False, False, False], 3338, 'West', (17, 4))
Element 13: (2, (17, 4), ['.', 'G', '', ''], [(17, 3), (7, 7), (18, 9)], [False, False, False, False], 74, False, [True, False, False, False], 3367, 'North', (17, 5))
Element 14: (2, (17, 5), ['.', '', '', '%'], [(16, 3), (7, 6), (18, 8)], [False, False, False, True], 72, False, [True, False, False, False], 3396, 'South', (17, 4))
Element 15: (2, (17, 4), ['G', '', '', ''], [(16, 4), (7, 5), (17, 8)], [False, False, False, False], 70, False, [False, False, False, False], 3425, 'South', (17, 3))
Element 16: #1#
