Element 1: (3, (18, 1), ['.', '%', '%', '%'], [(14, 5), (4, 2), (5, 10)], [False, True, True, True], 98, False, [True, False, False, False], 29, 'West', (17, 1))
Element 2: (3, (17, 1), ['.', '%', '.', ''], [(15, 5), (5, 2), (6, 10)], [False, True, False, False], 96, False, [True, False, True, False], 68, 'North', (17, 2))
Element 3: (3, (17, 2), ['.', '', '.', '%'], [(16, 5), (4, 2), (7, 10)], [False, False, False, True], 94, False, [True, False, True, False], 97, 'North', (17, 3))
Element 4: (3, (17, 3), ['.', '', '.', '%'], [(17, 5), (3, 2), (8, 10)], [False, False, False, True], 92, False, [True, False, True, False], 136, 'North', (17, 4))
Element 5: (3, (17, 4), ['.', '', '', '.'], [(17, 6), (3, 1), (9, 10)], [False, False, False, False], 90, False, [True, False, False, True], 175, 'East', (18, 4))
Element 6: (3, (18, 4), ['', '%', '%', '%'], [(18, 6), (2, 1), (9, 11)], [False, True, True, True], 88, False, [False, False, False, False], 214, 'West', (17, 4))
Element 7: (3, (17, 4), ['.', '', '', ''], [(17, 6), (2, 2), (10, 11)], [False, False, False, False], 86, False, [True, False, False, False], 233, 'West', (16, 4))
Element 8: (3, (16, 4), ['%', '.', '', ''], [(16, 6), (1, 2), (11, 11)], [True, False, False, False], 84, False, [False, True, False, False], 272, 'South', (16, 3))
Element 9: (3, (16, 3), ['.', '.', '', ''], [(16, 7), (1, 1), (12, 11)], [False, False, False, False], 82, False, [True, True, False, False], 311, 'South', (16, 2))
Element 10: (3, (16, 2), ['.', '.', '', ''], [(15, 7), (1, 2), (13, 11)], [False, False, False, False], 80, False, [True, True, False, False], 340, 'South', (16, 1))
Element 11: (3, (16, 1), ['.', '%', '', ''], [(15, 6), (2, 2), (12, 11)], [False, True, False, False], 78, False, [True, False, False, False], 359, 'West', (15, 1))
Element 12: (3, (15, 1), ['.', '%', '.', ''], [(14, 6), (2, 1), (11, 11)], [False, True, False, False], 76, False, [True, False, True, False], 378, 'North', (15, 2))
Element 13: (3, (15, 2), ['%', '', '.', ''], [(14, 7), (1, 1), (11, 12)], [True, False, False, False], 74, False, [False, False, True, False], 407, 'North', (15, 3))
Element 14: (3, (15, 3), ['.', '', '%', ''], [(13, 7), (2, 1), (11, 13)], [False, False, True, False], 72, False, [True, False, False, False], 436, 'West', (14, 3))
Element 15: (3, (14, 3), ['.', '%', '', ''], [(13, 8), (3, 1), (12, 13)], [False, True, False, False], 70, False, [True, False, False, False], 465, 'West', (13, 3))
Element 16: (3, (13, 3), ['.', '%', '.', ''], [(13, 9), (3, 2), (13, 13)], [False, True, False, False], 68, False, [True, False, True, False], 494, 'North', (13, 4))
Element 17: (3, (13, 4), ['.', '', '.', ''], [(14, 9), (2, 2), (14, 13)], [False, False, False, False], 66, False, [True, False, True, False], 523, 'North', (13, 5))
Element 18: (3, (13, 5), ['%', '', '.', ''], [(15, 9), (3, 2), (14, 12)], [True, False, False, False], 64, False, [False, False, True, False], 552, 'North', (13, 6))
Element 19: (3, (13, 6), ['F', '', '', ''], [(16, 9), (4, 2), (15, 12)], [False, False, False, False], 62, False, [False, False, False, False], 581, 'West', (12, 6))
Element 20: (3, (12, 6), ['.', '%', '.', ''], [(17, 9), (4, 1), (16, 12)], [False, True, False, False], 60, False, [True, False, True, False], 1600, 'North', (12, 7))
