Element 1: (2, (11, 1), ['F', '%', '.', '.'], [(6, 13), (5, 8), (18, 12)], [False, True, False, False], 98, False, [False, False, True, True], 19, 'West', (10, 1))
Element 2: (2, (10, 1), ['.', '%', '.', ''], [(7, 13), (5, 7), (18, 13)], [False, True, False, False], 96, False, [True, False, True, False], 1048, 'North', (10, 2))
Element 3: (2, (10, 2), ['%', '', '%', '.'], [(6, 13), (6, 7), (17, 13)], [True, False, True, False], 94, False, [False, False, False, True], 1077, 'East', (11, 2))
Element 4: (2, (11, 2), ['', '', '.', '%'], [(6, 12), (7, 7), (17, 12)], [False, False, False, True], 92, False, [False, False, True, False], 1116, 'North', (11, 3))
Element 5: (2, (11, 3), ['%', '', '.', '.'], [(6, 11), (8, 7), (17, 11)], [True, False, False, False], 90, False, [False, False, True, True], 2145, 'East', (12, 3))
Element 6: (2, (12, 3), ['', '%', '.', '.'], [(7, 11), (8, 8), (18, 11)], [False, True, False, False], 88, False, [False, False, True, True], 2184, 'East', (13, 3))
Element 7: (2, (13, 3), ['', '%', '.', '.'], [(7, 10), (9, 8), (18, 10)], [False, True, False, False], 86, False, [False, False, True, True], 2223, 'East', (14, 3))
Element 8: (2, (14, 3), ['', '%', '.', '.'], [(8, 10), (10, 8), (18, 9)], [False, True, False, False], 84, False, [False, False, True, True], 2262, 'East', (15, 3))
Element 9: (2, (15, 3), ['', '.', '%', '.'], [(9, 10), (9, 8), (18, 8)], [False, False, True, False], 82, False, [False, True, False, True], 2291, 'East', (16, 3))
Element 10: (2, (16, 3), ['', '.', '.', '.'], [(9, 11), (8, 8), (17, 8)], [False, False, False, False], 80, False, [False, True, True, True], 2320, 'East', (17, 3))
Element 11: (2, (17, 3), ['', '.', '.', '%'], [(10, 11), (8, 7), (17, 9)], [False, False, False, True], 78, False, [False, True, True, False], 2349, 'North', (17, 4))
Element 12: (2, (17, 4), ['.', '', '.', '.'], [(11, 11), (8, 6), (17, 10)], [False, False, False, False], 76, False, [True, False, True, True], 2388, 'East', (18, 4))
Element 13: (2, (18, 4), ['', '%', '%', '%'], [(12, 11), (9, 6), (16, 10)], [False, True, True, True], 74, False, [False, False, False, False], 2427, 'West', (17, 4))
Element 14: (2, (17, 4), ['.', '', '.', ''], [(13, 11), (10, 6), (16, 11)], [False, False, False, False], 72, False, [True, False, True, False], 2456, 'North', (17, 5))
Element 15: (2, (17, 5), ['.', '', '.', '%'], [(12, 11), (11, 6), (16, 12)], [False, False, False, True], 70, False, [True, False, True, False], 2485, 'North', (17, 6))
Element 16: (2, (17, 6), ['.', '', '%', '.'], [(11, 11), (12, 6), (16, 13)], [False, False, True, False], 68, False, [True, False, False, True], 3504, 'East', (18, 6))
Element 17: (2, (18, 6), ['', '%', '%', '%'], [(11, 12), (13, 6), (16, 12)], [False, True, True, True], 66, False, [False, False, False, False], 3533, 'West', (17, 6))
Element 18: (2, (17, 6), ['.', '', '%', ''], [(11, 13), (14, 6), (15, 12)], [False, False, True, False], 64, False, [True, False, False, False], 3562, 'West', (16, 6))
