Element 1: (3, (16, 12), ['.', '', '.', '.'], [(4, 10), (3, 1), (17, 11)], [False, False, False, False], 98, False, [True, False, True, True], 29, 'East', (17, 12))
Element 32: (3, (17, 6), ['', '.', '%', ''], [(18, 9), (1, 1), (16, 13)], [False, False, True, False], 36, False, [False, True, False, False], 508, 'South', (17, 5))
Element 33: (3, (17, 5), ['.', '.', '', '%'], [(18, 8), (1, 2), (16, 12)], [False, False, False, True], 34, False, [True, True, False, False], 517, 'South', (17, 4))
Element 34: (3, (17, 4), ['.', '.', '', '.'], [(17, 8), (2, 2), (15, 12)], [False, False, False, False], 32, False, [True, True, False, True], 526, 'East', (18, 4))
Element 35: (3, (18, 4), ['', '%', '%', '%'], [(17, 9), (3, 2), (15, 11)], [False, True, True, True], 30, False, [False, False, False, False], 535, 'West', (17, 4))
Element 36: (3, (17, 4), ['.', '.', '', ''], [(17, 10), (4, 2), (15, 10)], [False, False, False, False], 28, False, [True, True, False, False], 534, 'South', (17, 3))
Element 37: (3, (17, 3), ['.', '.', '', '%'], [(17, 11), (4, 1), (15, 9)], [False, False, False, True], 26, False, [True, True, False, False], 543, 'South', (17, 2))
Element 38: (3, (17, 2), ['.', '.', '', '%'], [(16, 11), (3, 1), (14, 9)], [False, False, False, True], 24, False, [True, True, False, False], 552, 'South', (17, 1))
Element 39: (3, (17, 1), ['.', '%', '', '.'], [(16, 10), (3, 2), (13, 9)], [False, True, False, False], 22, False, [True, False, False, True], 561, 'East', (18, 1))
Element 40: (3, (18, 1), ['', '%', '%', '%'], [(16, 9), (3, 1), (12, 9)], [False, True, True, True], 20, False, [False, False, False, False], 580, 'West', (17, 1))
Element 41: (3, (17, 1), ['.', '%', '', ''], [(15, 9), (2, 1), (12, 8)], [False, True, False, False], 18, False, [True, False, False, False], 589, 'West', (16, 1))
Element 42: (3, (16, 1), ['.', '%', '.', ''], [(15, 10), (2, 2), (12, 7)], [False, True, False, False], 16, False, [True, False, True, False], 608, 'North', (16, 2))
Element 43: (3, (16, 2), ['.', '', '.', ''], [(15, 11), (2, 1), (12, 6)], [False, False, False, False], 14, False, [True, False, True, False], 1617, 'North', (16, 3))
Element 44: (3, (16, 3), ['.', '', '.', ''], [(15, 10), (1, 1), (13, 6)], [False, False, False, False], 12, False, [True, False, True, False], 1636, 'North', (16, 4))
Element 45: (3, (16, 4), ['%', '', '.', ''], [(15, 9), (2, 1), (14, 6)], [True, False, False, False], 10, False, [False, False, True, False], 1655, 'North', (16, 5))
Element 46: (3, (16, 5), ['.', '', '', ''], [(14, 9), (2, 1), (15, 6)], [False, False, False, False], 8, False, [True, False, False, False], 1674, 'West', (15, 5))
Element 47: (3, (15, 5), ['.', '%', '', ''], [(13, 9), (3, 1), (16, 6)], [False, True, False, False], 6, False, [True, False, False, False], 1683, 'West', (14, 5))
Element 48: (3, (14, 5), ['.', '.', '', ''], [(13, 8), (4, 1), (17, 6)], [False, False, False, False], 4, False, [True, True, False, False], 1692, 'South', (14, 4))
Element 49: (3, (14, 4), ['.', '.', '', '%'], [(13, 7), (4, 2), (18, 6)], [False, False, False, True], 2, False, [True, True, False, False], 1701, 'South', (14, 3))
Element 50: (3, (14, 3), ['.', '%', '', '.'], [(13, 7), (4, 2), (18, 6)], [False, True, False, False], 0, False, [True, False, False, True], 1710, 'Stop', (14, 3))
Element 51: #0#
