Element 1: (0, (13, 11), ['.', '%', '%', '%'], [(15, 3), (15, 5), (16, 7)], [False, True, True, True], 98, False, [True, False, False, False], 0, 'West', (12, 11))
Element 2: (0, (12, 11), ['.', '%', '%', ''], [(16, 3), (16, 5), (16, 6)], [False, True, True, False], 96, False, [True, False, False, False], 39, 'West', (11, 11))
Element 3: (0, (11, 11), ['.', '%', '.', ''], [(17, 3), (17, 5), (17, 6)], [False, True, False, False], 94, False, [True, False, True, False], 78, 'North', (11, 12))
Element 4: (0, (11, 12), ['.', '', '.', '%'], [(17, 4), (16, 5), (18, 6)], [False, False, False, True], 92, False, [True, False, True, False], 107, 'North', (11, 13))
Element 5: (0, (11, 13), ['%', '', '%', '.'], [(18, 4), (16, 4), (17, 6)], [True, False, True, False], 90, False, [False, False, False, True], 136, 'East', (12, 13))
Element 6: (0, (12, 13), ['', '%', '%', '.'], [(17, 4), (16, 3), (17, 5)], [False, True, True, False], 88, False, [False, False, False, True], 145, 'East', (13, 13))
Element 7: (0, (13, 13), ['', '%', '%', '.'], [(16, 4), (16, 2), (17, 4)], [False, True, True, False], 86, False, [False, False, False, True], 164, 'East', (14, 13))
Element 8: (0, (14, 13), ['', '.', '%', '%'], [(16, 5), (17, 2), (18, 4)], [False, False, True, True], 84, False, [False, True, False, False], 183, 'South', (14, 12))
Element 9: (0, (14, 12), ['%', '%', '', '.'], [(17, 5), (17, 1), (17, 4)], [True, True, False, False], 82, False, [False, False, False, True], 202, 'East', (15, 12))
Element 10: (0, (15, 12), ['', '.', '%', '.'], [(17, 6), (18, 1), (17, 3)], [False, False, True, False], 80, False, [False, True, False, True], 221, 'East', (16, 12))
Element 11: (0, (16, 12), ['', '.', '.', '.'], [(18, 6), (17, 1), (17, 2)], [False, False, False, False], 78, False, [False, True, True, True], 230, 'East', (17, 12))
Element 12: (0, (17, 12), ['', '.', '.', '.'], [(17, 6), (16, 1), (17, 1)], [False, False, False, False], 76, False, [False, True, True, True], 249, 'East', (18, 12))
Element 13: (0, (18, 12), ['', '.', '.', '%'], [(16, 6), (15, 1), (18, 1)], [False, False, False, True], 74, False, [False, True, True, False], 268, 'North', (18, 13))
Element 14: (0, (18, 13), ['.', '', '%', '%'], [(15, 6), (15, 2), (17, 1)], [False, False, True, True], 72, False, [True, False, False, False], 297, 'West', (17, 13))
Element 15: (0, (17, 13), ['.', '', '%', ''], [(15, 7), (15, 3), (16, 1)], [False, False, True, False], 70, False, [True, False, False, False], 316, 'West', (16, 13))
