Element 1: (1, (1, 9), ['%', '%', '%', '.'], [(10, 6), (5, 11), (15, 9)], [True, True, True, False], 98, False, [False, False, False, True], 9, 'East', (2, 9))
Element 2: (1, (2, 9), ['', '.', '%', '%'], [(11, 6), (6, 11), (16, 9)], [False, False, True, True], 96, False, [False, True, False, False], 48, 'South', (2, 8))
Element 3: (1, (2, 8), ['%', '%', '', '.'], [(12, 6), (7, 11), (17, 9)], [True, True, False, False], 94, False, [False, False, False, True], 1077, 'East', (3, 8))
Element 4: (1, (3, 8), ['', '%', '%', '.'], [(13, 6), (7, 10), (18, 9)], [False, True, True, False], 92, False, [False, False, False, True], 1116, 'East', (4, 8))
Element 5: (1, (4, 8), ['', '.', '%', '.'], [(14, 6), (8, 10), (18, 10)], [False, False, True, False], 90, False, [False, True, False, True], 1155, 'East', (5, 8))
Element 6: (1, (5, 8), ['', '.', '%', '%'], [(15, 6), (9, 10), (18, 11)], [False, False, True, True], 88, False, [False, True, False, False], 1194, 'South', (5, 7))
Element 7: (1, (5, 7), ['.', '%', '', '.'], [(16, 6), (9, 11), (18, 12)], [False, True, False, False], 86, False, [True, False, False, True], 1233, 'East', (6, 7))
Element 8: (1, (6, 7), ['', '.', '%', '.'], [(17, 6), (10, 11), (18, 13)], [False, False, True, False], 84, False, [False, True, False, True], 1272, 'East', (7, 7))
Element 9: (1, (7, 7), ['', '.', '%', 'F'], [(18, 6), (11, 11), (17, 13)], [False, False, True, False], 82, False, [False, True, False, False], 1311, 'East', (8, 7))
Element 10: (1, (8, 7), ['', '.', '.', '%'], [(17, 6), (12, 11), (17, 12)], [False, False, False, True], 80, False, [False, True, True, False], 2330, 'North', (8, 8))
Element 11: (1, (8, 8), ['%', '', '%', '.'], [(17, 5), (13, 11), (17, 11)], [True, False, True, False], 78, False, [False, False, False, True], 2369, 'East', (9, 8))
Element 12: (1, (9, 8), ['', '%', '%', '.'], [(17, 4), (12, 11), (17, 10)], [False, True, True, False], 76, False, [False, False, False, True], 2398, 'East', (10, 8))
Element 13: (1, (10, 8), ['', '%', '%', '%'], [(18, 4), (11, 11), (16, 10)], [False, True, True, True], 74, False, [False, False, False, False], 2427, 'West', (9, 8))
Element 14: (1, (9, 8), ['', '%', '%', ''], [(17, 4), (11, 12), (16, 11)], [False, True, True, False], 72, False, [False, False, False, False], 2446, 'West', (8, 8))
Element 15: (1, (8, 8), ['%', '', '%', ''], [(17, 3), (11, 13), (16, 12)], [True, False, True, False], 70, False, [False, False, False, False], 2475, 'South', (8, 7))
Element 16: (1, (8, 7), ['', '.', '', '%'], [(17, 2), (12, 13), (16, 13)], [False, False, False, True], 68, False, [False, True, False, False], 2504, 'South', (8, 6))
Element 17: (1, (8, 6), ['.', '.', '', ''], [(17, 1), (13, 13), (16, 12)], [False, False, False, False], 66, False, [True, True, False, False], 2533, 'South', (8, 5))
Element 18: (1, (8, 5), ['.', '.', '', '.'], [(18, 1), (14, 13), (15, 12)], [False, False, False, False], 64, False, [True, True, False, True], 2572, 'East', (9, 5))
Element 19: (1, (9, 5), ['', '.', '', '.'], [(17, 1), (14, 12), (15, 11)], [False, False, False, False], 62, False, [False, True, False, True], 2601, 'East', (10, 5))
Element 20: (1, (10, 5), ['', '.', '', '%'], [(16, 1), (15, 12), (15, 10)], [False, False, False, True], 60, False, [False, True, False, False], 2630, 'South', (10, 4))
Element 21: (1, (10, 4), ['.', '%', '', '.'], [(16, 2), (16, 12), (15, 11)], [False, True, False, False], 58, False, [True, False, False, True], 2649, 'East', (11, 4))
Element 22: (1, (11, 4), ['', '.', '%', '.'], [(16, 3), (17, 12), (15, 12)], [False, False, True, False], 56, False, [False, True, False, True], 2668, 'East', (12, 4))
Element 23: (1, (12, 4), ['', '.', '%', '.'], [(16, 4), (18, 12), (16, 12)], [False, False, True, False], 54, False, [False, True, False, True], 2687, 'East', (13, 4))
Element 24: (1, (13, 4), ['', '.', '.', '.'], [(16, 5), (18, 13), (16, 11)], [False, False, False, False], 52, False, [False, True, True, True], 2706, 'East', (14, 4))
Element 25: (1, (14, 4), ['', '.', '.', '%'], [(15, 5), (17, 13), (15, 11)], [False, False, False, True], 50, False, [False, True, True, False], 2725, 'North', (14, 5))
