Element 1: (2, (2, 11), ['.', '%', '%', '%'], [(8, 7), (2, 1), (12, 11)], [False, True, True, True], 98, False, [True, False, False, False], 1009, 'West', (1, 11))
Element 2: (2, (1, 11), ['%', '%', '%', ''], [(8, 8), (3, 1), (13, 11)], [True, True, True, False], 96, False, [False, False, False, False], 1048, 'East', (2, 11))
Element 3: (2, (2, 11), ['', '%', '%', '%'], [(9, 8), (4, 1), (12, 11)], [False, True, True, True], 94, False, [False, False, False, False], 1067, 'Stop', (2, 11))
Element 4: (2, (2, 11), ['', '%', '%', '%'], [(10, 8), (4, 2), (11, 11)], [False, True, True, True], 92, False, [False, False, False, False], 1096, 'West', (1, 11))
Element 5: (2, (1, 11), ['%', '%', '%', ''], [(9, 8), (5, 2), (11, 12)], [True, True, True, False], 90, False, [False, False, False, False], 1115, 'East', (2, 11))
Element 6: (2, (2, 11), ['', '%', '%', '%'], [(8, 8), (4, 2), (11, 13)], [False, True, True, True], 88, False, [False, False, False, False], 1124, 'Stop', (2, 11))
Element 7: (2, (2, 11), ['', '%', '%', '%'], [(8, 7), (3, 2), (12, 13)], [False, True, True, True], 86, False, [False, False, False, False], 1143, 'West', (1, 11))
Element 8: (2, (1, 11), ['%', '%', '%', ''], [(7, 7), (2, 2), (13, 13)], [True, True, True, False], 84, False, [False, False, False, False], 1172, 'East', (2, 11))
Element 9: (2, (2, 11), ['', '%', '%', '%'], [(7, 6), (1, 2), (14, 13)], [False, True, True, True], 82, False, [False, False, False, False], 1201, 'Stop', (2, 11))
Element 10: (2, (2, 11), ['', '%', '%', '%'], [(7, 5), (2, 2), (14, 12)], [False, True, True, True], 80, False, [False, False, False, False], 1220, 'West', (1, 11))
Element 11: (2, (1, 11), ['%', '%', '%', ''], [(6, 5), (3, 2), (15, 12)], [True, True, True, False], 78, False, [False, False, False, False], 2229, 'East', (2, 11))
Element 12: (2, (2, 11), ['', '%', '%', '%'], [(6, 6), (4, 2), (16, 12)], [False, True, True, True], 76, False, [False, False, False, False], 2248, 'Stop', (2, 11))
Element 13: (2, (2, 11), ['', '%', '%', '%'], [(6, 7), (4, 1), (17, 12)], [False, True, True, True], 74, False, [False, False, False, False], 2267, 'West', (1, 11))
Element 14: (2, (1, 11), ['%', '%', '%', ''], [(5, 7), (3, 1), (18, 12)], [True, True, True, False], 72, False, [False, False, False, False], 2286, 'East', (2, 11))
Element 15: (2, (2, 11), ['', '%', '%', '%'], [(5, 8), (3, 2), (18, 13)], [False, True, True, True], 70, False, [False, False, False, False], 2305, 'Stop', (2, 11))
Element 16: (2, (2, 11), ['', '%', '%', '%'], [(4, 8), (3, 1), (17, 13)], [False, True, True, True], 68, False, [False, False, False, False], 2324, 'West', (1, 11))
Element 17: (2, (1, 11), ['%', '%', '%', ''], [(4, 7), (2, 1), (16, 13)], [True, True, True, False], 66, False, [False, False, False, False], 2343, 'East', (2, 11))
Element 18: (2, (2, 11), ['', '%', '%', '%'], [(4, 8), (2, 2), (17, 13)], [False, True, True, True], 64, False, [False, False, False, False], 2342, 'Stop', (2, 11))
Element 19: (2, (2, 11), ['', '%', '%', '%'], [(3, 8), (2, 1), (18, 13)], [False, True, True, True], 62, False, [False, False, False, False], 2351, 'West', (1, 11))
Element 20: (2, (1, 11), ['%', '%', '%', ''], [(2, 8), (1, 1), (18, 12)], [True, True, True, False], 60, False, [False, False, False, False], 2360, 'East', (2, 11))
Element 21: (2, (2, 11), ['', '%', '%', '%'], [(2, 9), (1, 2), (18, 11)], [False, True, True, True], 58, False, [False, False, False, False], 2379, 'Stop', (2, 11))
Element 22: (2, (2, 11), ['', '%', '%', '%'], [(1, 9), (1, 1), (18, 10)], [False, True, True, True], 56, False, [False, False, False, False], 2398, 'West', (1, 11))
Element 23: (2, (1, 11), ['%', '%', '%', ''], [(2, 9), (1, 1), (18, 9)], [True, True, True, False], 54, False, [False, False, False, False], 2407, 'East', (2, 11))
Element 24: (2, (2, 11), ['', '%', '%', '%'], [(2, 8), (2, 1), (18, 8)], [False, True, True, True], 52, False, [False, False, False, False], 2416, 'Stop', (2, 11))
Element 25: (2, (2, 11), ['', '%', '%', '%'], [(3, 8), (3, 1), (17, 8)], [False, True, True, True], 50, False, [False, False, False, False], 2425, 'West', (1, 11))
Element 26: (2, (1, 11), ['%', '%', '%', ''], [(4, 8), (4, 1), (17, 9)], [True, True, True, False], 48, False, [False, False, False, False], 2434, 'East', (2, 11))
Element 27: (2, (2, 11), ['', '%', '%', '%'], [(5, 8), (4, 2), (17, 10)], [False, True, True, True], 46, False, [False, False, False, False], 2443, 'Stop', (2, 11))
Element 28: (2, (2, 11), ['', '%', '%', '%'], [(5, 7), (5, 2), (17, 11)], [False, True, True, True], 44, False, [False, False, False, False], 2452, 'West', (1, 11))
Element 29: (2, (1, 11), ['%', '%', '%', ''], [(4, 7), (4, 2), (16, 11)], [True, True, True, False], 42, False, [False, False, False, False], 2461, 'East', (2, 11))
Element 30: (2, (2, 11), ['', '%', '%', '%'], [(5, 7), (3, 2), (16, 10)], [False, True, True, True], 40, False, [False, False, False, False], 2470, 'Stop', (2, 11))
Element 31: (2, (2, 11), ['', '%', '%', '%'], [(6, 7), (2, 2), (16, 9)], [False, True, True, True], 38, False, [False, False, False, False], 2479, 'West', (1, 11))
Element 32: (2, (1, 11), ['%', '%', '%', ''], [(6, 6), (1, 2), (15, 9)], [True, True, True, False], 36, False, [False, False, False, False], 2488, 'East', (2, 11))
Element 33: (2, (2, 11), ['', '%', '%', '%'], [(6, 5), (2, 2), (15, 10)], [False, True, True, True], 34, False, [False, False, False, False], 2497, 'Stop', (2, 11))
Element 34: (2, (2, 11), ['', '%', '%', '%'], [(6, 4), (3, 2), (15, 11)], [False, True, True, True], 32, False, [False, False, False, False], 2516, 'West', (1, 11))
Element 35: (2, (1, 11), ['%', '%', '%', ''], [(7, 4), (4, 2), (15, 10)], [True, True, True, False], 30, False, [False, False, False, False], 2525, 'East', (2, 11))
Element 36: (2, (2, 11), ['', '%', '%', '%'], [(8, 4), (4, 1), (15, 9)], [False, True, True, True], 28, False, [False, False, False, False], 2534, 'Stop', (2, 11))
Element 37: (2, (2, 11), ['', '%', '%', '%'], [(9, 4), (3, 1), (14, 9)], [False, True, True, True], 26, False, [False, False, False, False], 2553, 'West', (1, 11))
Element 38: (2, (1, 11), ['%', '%', '%', ''], [(10, 4), (3, 2), (13, 9)], [True, True, True, False], 24, False, [False, False, False, False], 2572, 'East', (2, 11))
Element 39: (2, (2, 11), ['', '%', '%', '%'], [(11, 4), (3, 1), (13, 8)], [False, True, True, True], 22, False, [False, False, False, False], 2591, 'Stop', (2, 11))
Element 40: (2, (2, 11), ['', '%', '%', '%'], [(12, 4), (2, 1), (13, 7)], [False, True, True, True], 20, False, [False, False, False, False], 2610, 'West', (1, 11))
Element 41: (2, (1, 11), ['%', '%', '%', ''], [(13, 4), (2, 2), (14, 7)], [True, True, True, False], 18, False, [False, False, False, False], 2629, 'East', (2, 11))
Element 42: (2, (2, 11), ['', '%', '%', '%'], [(14, 4), (2, 1), (15, 7)], [False, True, True, True], 16, False, [False, False, False, False], 2648, 'Stop', (2, 11))
