Element 1: (3, (15, 11), ['%', '', '.', '.'], [(16, 10), (4, 10), (8, 7)], [True, False, False, False], 98, False, [False, False, True, True], 1019, 'East', (16, 11))
Element 13: (3, (14, 12), ['%', '%', '.', ''], [(13, 7), (11, 11), (17, 6)], [True, True, False, False], 74, False, [False, False, True, False], 2437, 'North', (14, 13))
Element 14: (3, (14, 13), ['.', '', '%', '%'], [(14, 7), (11, 12), (17, 5)], [False, False, True, True], 72, False, [True, False, False, False], 2476, 'West', (13, 13))
Element 15: (3, (13, 13), ['.', '%', '%', ''], [(15, 7), (11, 13), (17, 4)], [False, True, True, False], 70, False, [True, False, False, False], 2515, 'West', (12, 13))
Element 16: (3, (12, 13), ['', '%', '%', ''], [(16, 7), (11, 12), (18, 4)], [False, True, True, False], 68, False, [False, False, False, False], 2544, 'West', (11, 13))
Element 17: (3, (11, 13), ['%', '', '%', ''], [(16, 6), (10, 12), (17, 4)], [True, False, True, False], 66, False, [False, False, False, False], 2553, 'South', (11, 12))
Element 18: (3, (11, 12), ['', '', '', '%'], [(16, 5), (9, 12), (17, 3)], [False, False, False, True], 64, False, [False, False, False, False], 2582, 'South', (11, 11))
Element 19: (3, (11, 11), ['', '%', '', ''], [(16, 4), (9, 13), (17, 2)], [False, True, False, False], 62, False, [False, False, False, False], 2611, 'East', (12, 11))
Element 20: (3, (12, 11), ['', '%', '%', ''], [(16, 3), (9, 12), (17, 1)], [False, True, True, False], 60, False, [False, False, False, False], 2630, 'East', (13, 11))
Element 21: (3, (13, 11), ['', '%', '%', '%'], [(16, 2), (8, 12), (18, 1)], [False, True, True, True], 58, False, [False, False, False, False], 2659, 'West', (12, 11))
Element 22: (3, (12, 11), ['', '%', '%', ''], [(16, 1), (9, 12), (17, 1)], [False, True, True, False], 56, False, [False, False, False, False], 2668, 'West', (11, 11))
Element 23: (3, (11, 11), ['', '%', '', ''], [(15, 1), (10, 12), (16, 1)], [False, True, False, False], 54, False, [False, False, False, False], 2677, 'West', (10, 11))
Element 24: (3, (10, 11), ['', '%', '', ''], [(15, 2), (11, 12), (16, 2)], [False, True, False, False], 52, False, [False, False, False, False], 2686, 'North', (10, 12))
Element 25: (3, (10, 12), ['', '', '%', ''], [(15, 3), (11, 11), (16, 3)], [False, False, True, False], 50, False, [False, False, False, False], 2695, 'West', (9, 12))
Element 26: (3, (9, 12), ['', '', '', ''], [(14, 3), (10, 11), (16, 4)], [False, False, False, False], 48, False, [False, False, False, False], 2704, 'North', (9, 13))
Element 27: (3, (9, 13), ['%', '', '%', '%'], [(14, 4), (10, 12), (16, 5)], [True, False, True, True], 46, False, [False, False, False, False], 2713, 'South', (9, 12))
Element 28: (3, (9, 12), ['', '', '', ''], [(14, 5), (10, 11), (15, 5)], [False, False, False, False], 44, False, [False, False, False, False], 2732, 'South', (9, 11))
Element 29: (3, (9, 11), ['%', '', '', ''], [(13, 5), (10, 12), (14, 5)], [True, False, False, False], 42, False, [False, False, False, False], 2741, 'South', (9, 10))
Element 30: (3, (9, 10), ['', '%', '', '%'], [(13, 4), (9, 12), (14, 4)], [False, True, False, True], 40, False, [False, False, False, False], 2750, 'West', (8, 10))
Element 31: (3, (8, 10), ['', '%', '%', ''], [(13, 3), (9, 11), (14, 3)], [False, True, True, False], 38, False, [False, False, False, False], 2759, 'West', (7, 10))
Element 32: (3, (7, 10), ['', '%', '.', ''], [(12, 3), (9, 10), (15, 3)], [False, True, False, False], 36, False, [False, False, True, False], 2768, 'North', (7, 11))
Element 33: (3, (7, 11), ['.', '', '%', '%'], [(12, 4), (8, 10), (15, 2)], [False, False, True, True], 34, False, [True, False, False, False], 2787, 'West', (6, 11))
Element 34: (3, (6, 11), ['.', '', '.', ''], [(11, 4), (7, 10), (15, 1)], [False, False, False, False], 32, False, [True, False, True, False], 2806, 'North', (6, 12))
Element 35: (3, (6, 12), ['.', '', '.', '%'], [(11, 3), (7, 11), (14, 1)], [False, False, False, True], 30, False, [True, False, True, False], 2835, 'North', (6, 13))
Element 36: (3, (6, 13), ['.', '', '%', '.'], [(11, 2), (6, 11), (13, 1)], [False, False, True, False], 28, False, [True, False, False, True], 2864, 'East', (7, 13))
Element 37: (3, (7, 13), ['', '%', '%', '%'], [(11, 1), (5, 11), (12, 1)], [False, True, True, True], 26, False, [False, False, False, False], 2903, 'West', (6, 13))
Element 38: (3, (6, 13), ['.', '', '%', ''], [(10, 1), (5, 12), (11, 1)], [False, False, True, False], 24, False, [True, False, False, False], 3912, 'West', (5, 13))
Element 39: (3, (5, 13), ['%', '', '%', ''], [(10, 2), (4, 12), (11, 2)], [True, False, True, False], 22, False, [False, False, False, False], 3941, 'South', (5, 12))
Element 40: (3, (5, 12), ['', '', '', ''], [(10, 1), (3, 12), (11, 3)], [False, False, False, False], 20, False, [False, False, False, False], 3950, 'South', (5, 11))
Element 41: (3, (5, 11), ['%', '', '', ''], [(9, 1), (3, 13), (12, 3)], [True, False, False, False], 18, False, [False, False, False, False], 3969, 'South', (5, 10))
Element 42: (3, (5, 10), ['', '%', '', ''], [(8, 1), (2, 13), (13, 3)], [False, True, False, False], 16, False, [False, False, False, False], 3988, 'East', (6, 10))
Element 43: (3, (6, 10), ['', '%', '', ''], [(7, 1), (1, 13), (13, 4)], [False, True, False, False], 14, False, [False, False, False, False], 4007, 'West', (5, 10))
Element 44: (3, (5, 10), ['', '%', '', ''], [(6, 1), (2, 13), (13, 5)], [False, True, False, False], 12, False, [False, False, False, False], 4016, 'West', (4, 10))
Element 45: (3, (4, 10), ['', '%', '%', ''], [(7, 1), (3, 13), (13, 4)], [False, True, True, False], 10, False, [False, False, False, False], 4015, 'West', (3, 10))
Element 46: (3, (3, 10), ['%', '%', '%', ''], [(8, 1), (3, 12), (12, 4)], [True, True, True, False], 8, False, [False, False, False, False], 4014, 'East', (4, 10))
Element 47: (3, (4, 10), ['', '%', '%', ''], [(9, 1), (4, 12), (11, 4)], [False, True, True, False], 6, False, [False, False, False, False], 4013, 'East', (5, 10))
Element 48: (3, (5, 10), ['', '%', '', ''], [(10, 1), (5, 12), (10, 4)], [False, True, False, False], 4, False, [False, False, False, False], 4022, 'North', (5, 11))
Element 49: (3, (5, 11), ['%', '', '', ''], [(11, 1), (6, 12), (10, 5)], [True, False, False, False], 2, False, [False, False, False, False], 4031, 'North', (5, 12))
Element 50: (3, (5, 12), ['', '', '', 'G'], [(11, 1), (6, 12), (10, 5)], [False, False, False, False], 0, False, [False, False, False, False], 4030, 'Stop', (5, 12))
Element 51: #0#
