Element 1: (3, (13, 6), ['F', '.', '.', '.'], [(9, 12), (4, 8), (13, 4)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'West', (12, 6))
Element 2: (3, (12, 6), ['.', '%', '.', ''], [(10, 12), (5, 8), (14, 4)], [False, True, False, False], 96, False, [True, False, True, False], 1058, 'North', (12, 7))
Element 3: (3, (12, 7), ['.', '', '.', '.'], [(11, 12), (5, 7), (14, 5)], [False, False, False, False], 94, False, [True, False, True, True], 1097, 'East', (13, 7))
Element 4: (3, (13, 7), ['', '', '.', '.'], [(11, 13), (6, 7), (15, 5)], [False, False, False, False], 92, False, [False, False, True, True], 1136, 'East', (14, 7))
Element 5: (3, (14, 7), ['', '.', '%', '.'], [(12, 13), (7, 7), (16, 5)], [False, False, True, False], 90, False, [False, True, False, True], 1175, 'East', (15, 7))
Element 6: (3, (15, 7), ['', '.', '%', '.'], [(13, 13), (8, 7), (17, 5)], [False, False, True, False], 88, False, [False, True, False, True], 2204, 'East', (16, 7))
Element 7: (3, (16, 7), ['', '.', '%', '%'], [(14, 13), (8, 8), (17, 6)], [False, False, True, True], 86, False, [False, True, False, False], 2243, 'South', (16, 6))
Element 8: (3, (16, 6), ['.', '', '', ''], [(14, 12), (9, 8), (18, 6)], [False, False, False, False], 84, False, [True, False, False, False], 2282, 'West', (15, 6))
Element 9: (3, (15, 6), ['.', '', '', ''], [(15, 12), (10, 8), (17, 6)], [False, False, False, False], 82, False, [True, False, False, False], 2311, 'West', (14, 6))
Element 10: (3, (14, 6), ['', '', '', ''], [(16, 12), (9, 8), (17, 5)], [False, False, False, False], 80, False, [False, False, False, False], 2330, 'South', (14, 5))
Element 11: (3, (14, 5), ['.', '', '', ''], [(17, 12), (8, 8), (17, 4)], [False, False, False, False], 78, False, [True, False, False, False], 2349, 'West', (13, 5))
Element 12: (3, (13, 5), ['%', '', '', ''], [(18, 12), (8, 7), (18, 4)], [True, False, False, False], 76, False, [False, False, False, False], 2378, 'South', (13, 4))
Element 13: (3, (13, 4), ['', '.', '', ''], [(18, 13), (8, 6), (17, 4)], [False, False, False, False], 74, False, [False, True, False, False], 2397, 'South', (13, 3))
Element 14: (3, (13, 3), ['.', '%', '', '.'], [(17, 13), (9, 6), (17, 3)], [False, True, False, False], 72, False, [True, False, False, True], 2436, 'East', (14, 3))
Element 15: (3, (14, 3), ['', '%', '', '.'], [(16, 13), (10, 6), (17, 2)], [False, True, False, False], 70, False, [False, False, False, True], 2475, 'East', (15, 3))
Element 16: (3, (15, 3), ['', '.', '%', '.'], [(17, 13), (11, 6), (17, 1)], [False, False, True, False], 68, False, [False, True, False, True], 2504, 'East', (16, 3))
Element 17: (3, (16, 3), ['', '.', '.', ''], [(18, 13), (11, 7), (18, 1)], [False, False, False, False], 66, False, [False, True, True, False], 2533, 'North', (16, 4))
Element 18: (3, (16, 4), ['%', '', '', ''], [(18, 12), (12, 7), (17, 1)], [True, False, False, False], 64, False, [False, False, False, False], 2542, 'East', (17, 4))
Element 19: (3, (17, 4), ['', '', '', ''], [(18, 11), (12, 8), (16, 1)], [False, False, False, False], 62, False, [False, False, False, False], 2571, 'East', (18, 4))
Element 20: (3, (18, 4), ['', '%', '%', '%'], [(18, 10), (13, 8), (16, 2)], [False, True, True, True], 60, False, [False, False, False, False], 2600, 'West', (17, 4))
Element 21: (3, (17, 4), ['', '', '', ''], [(18, 9), (13, 9), (15, 2)], [False, False, False, False], 58, False, [False, False, False, False], 2629, 'North', (17, 5))
Element 22: (3, (17, 5), ['', '', '', '%'], [(18, 8), (14, 9), (15, 1)], [False, False, False, True], 56, False, [False, False, False, False], 2658, 'North', (17, 6))
Element 23: (3, (17, 6), ['', '', '%', ''], [(17, 8), (15, 9), (14, 1)], [False, False, True, False], 54, False, [False, False, False, False], 2687, 'East', (18, 6))
Element 24: (3, (18, 6), ['', '%', '%', '%'], [(17, 9), (16, 9), (13, 1)], [False, True, True, True], 52, False, [False, False, False, False], 2716, 'West', (17, 6))
Element 25: (3, (17, 6), ['', '', '%', ''], [(17, 10), (16, 10), (12, 1)], [False, False, True, False], 50, False, [False, False, False, False], 2745, 'South', (17, 5))
Element 26: (3, (17, 5), ['', '', '', '%'], [(17, 11), (16, 11), (11, 1)], [False, False, False, True], 48, False, [False, False, False, False], 2774, 'West', (16, 5))
