Element 1: (3, (13, 6), ['F', '.', '.', '.'], [(9, 12), (4, 8), (13, 4)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'West', (12, 6))
Element 27: (3, (16, 5), ['', '', '', ''], [(17, 10), (15, 11), (10, 1)], [False, False, False, False], 46, False, [False, False, False, False], 3783, 'West', (15, 5))
Element 28: (3, (15, 5), ['', '%', '', ''], [(17, 9), (15, 10), (10, 2)], [False, True, False, False], 44, False, [False, False, False, False], 3802, 'East', (16, 5))
Element 29: (3, (16, 5), ['', '', '', ''], [(17, 8), (15, 11), (11, 2)], [False, False, False, False], 42, False, [False, False, False, False], 3811, 'East', (17, 5))
Element 30: (3, (17, 5), ['', '', '', '%'], [(18, 8), (15, 12), (11, 3)], [False, False, False, True], 40, False, [False, False, False, False], 3820, 'South', (17, 4))
Element 31: (3, (17, 4), ['', '', '', ''], [(18, 9), (16, 12), (12, 3)], [False, False, False, False], 38, False, [False, False, False, False], 3829, 'South', (17, 3))
Element 32: (3, (17, 3), ['', '', '', '%'], [(17, 9), (17, 12), (13, 3)], [False, False, False, True], 36, False, [False, False, False, False], 3828, 'South', (17, 2))
Element 33: (3, (17, 2), ['', '', '', '%'], [(18, 9), (18, 12), (14, 3)], [False, False, False, True], 34, False, [False, False, False, False], 3827, 'South', (17, 1))
Element 34: (3, (17, 1), ['', '%', '', ''], [(18, 10), (18, 13), (15, 3)], [False, True, False, False], 32, False, [False, False, False, False], 3826, 'East', (18, 1))
Element 35: (3, (18, 1), ['', '%', '%', '%'], [(17, 10), (17, 13), (16, 3)], [False, True, True, True], 30, False, [False, False, False, False], 3825, 'West', (17, 1))
Element 36: (3, (17, 1), ['', '%', '', ''], [(18, 10), (16, 13), (16, 4)], [False, True, False, False], 28, False, [False, False, False, False], 3824, 'West', (16, 1))
Element 37: (3, (16, 1), ['', '%', '', ''], [(18, 11), (17, 13), (16, 3)], [False, True, False, False], 26, False, [False, False, False, False], 3823, 'North', (16, 2))
Element 38: (3, (16, 2), ['', '', '', ''], [(17, 11), (18, 13), (15, 3)], [False, False, False, False], 24, False, [False, False, False, False], 3822, 'West', (15, 2))
Element 39: (3, (15, 2), ['%', '', '', ''], [(18, 11), (18, 12), (14, 3)], [True, False, False, False], 22, False, [False, False, False, False], 3821, 'South', (15, 1))
Element 40: (3, (15, 1), ['', '%', '', ''], [(17, 11), (18, 11), (13, 3)], [False, True, False, False], 20, False, [False, False, False, False], 3820, 'West', (14, 1))
Element 41: (3, (14, 1), ['', '%', '%', ''], [(17, 12), (18, 10), (12, 3)], [False, True, True, False], 18, False, [False, False, False, False], 3819, 'West', (13, 1))
Element 42: (3, (13, 1), ['', '%', '%', ''], [(17, 13), (18, 9), (11, 3)], [False, True, True, False], 16, False, [False, False, False, False], 3818, 'West', (12, 1))
Element 43: (3, (12, 1), ['', '%', '%', ''], [(17, 12), (18, 8), (11, 4)], [False, True, True, False], 14, False, [False, False, False, False], 3827, 'West', (11, 1))
Element 44: (3, (11, 1), ['', '%', '', ''], [(17, 11), (17, 8), (10, 4)], [False, True, False, False], 12, False, [False, False, False, False], 3836, 'North', (11, 2))
Element 45: (3, (11, 2), ['', '', '', '%'], [(17, 12), (17, 9), (10, 5)], [False, False, False, True], 10, False, [False, False, False, False], 3845, 'North', (11, 3))
Element 46: (3, (11, 3), ['%', '', '', ''], [(16, 12), (17, 10), (9, 5)], [True, False, False, False], 8, False, [False, False, False, False], 3854, 'East', (12, 3))
Element 47: (3, (12, 3), ['', '%', '', ''], [(16, 13), (17, 11), (9, 4)], [False, True, False, False], 6, False, [False, False, False, False], 3863, 'North', (12, 4))
Element 48: (3, (12, 4), ['', '', '%', ''], [(16, 12), (17, 10), (9, 3)], [False, False, True, False], 4, False, [False, False, False, False], 3872, 'West', (11, 4))
Element 49: (3, (11, 4), ['', '', '%', ''], [(16, 11), (17, 9), (8, 3)], [False, False, True, False], 2, False, [False, False, False, False], 3881, 'West', (10, 4))
Element 50: (3, (10, 4), ['', '%', '', ''], [(16, 11), (17, 9), (8, 3)], [False, True, False, False], 0, False, [False, False, False, False], 3880, 'Stop', (10, 4))
Element 51: #0#
