Element 1: (1, (3, 1), ['.', '%', '.', '.'], [(3, 12), (7, 11), (10, 4)], [False, True, False, False], 98, False, [True, False, True, True], 9, 'East', (4, 1))
Element 2: (1, (4, 1), ['', '%', '.', '%'], [(4, 12), (7, 10), (11, 4)], [False, True, False, True], 96, False, [False, False, True, False], 48, 'North', (4, 2))
Element 3: (1, (4, 2), ['.', '', '%', '.'], [(5, 12), (8, 10), (12, 4)], [False, False, True, False], 94, False, [True, False, False, True], 87, 'East', (5, 2))
Element 4: (1, (5, 2), ['', '%', '%', '%'], [(6, 12), (9, 10), (13, 4)], [False, True, True, True], 92, False, [False, False, False, False], 126, 'West', (4, 2))
Element 5: (1, (4, 2), ['.', '', '%', ''], [(6, 13), (9, 11), (14, 4)], [False, False, True, False], 90, False, [True, False, False, False], 155, 'West', (3, 2))
Element 6: (1, (3, 2), ['.', '', '%', ''], [(7, 13), (10, 11), (14, 5)], [False, False, True, False], 88, False, [True, False, False, False], 194, 'West', (2, 2))
Element 7: (1, (2, 2), ['.', '.', '%', ''], [(6, 13), (11, 11), (15, 5)], [False, False, True, False], 86, False, [True, True, False, False], 223, 'South', (2, 1))
Element 8: (1, (2, 1), ['.', '%', '', ''], [(5, 13), (12, 11), (16, 5)], [False, True, False, False], 84, False, [True, False, False, False], 262, 'West', (1, 1))
Element 9: (1, (1, 1), ['%', '%', '.', ''], [(6, 13), (13, 11), (17, 5)], [True, True, False, False], 82, False, [False, False, True, False], 291, 'North', (1, 2))
Element 10: (1, (1, 2), ['%', '', '%', ''], [(6, 12), (12, 11), (17, 6)], [True, False, True, False], 80, False, [False, False, False, False], 310, 'South', (1, 1))
Element 11: (1, (1, 1), ['%', '%', '', ''], [(6, 11), (11, 11), (18, 6)], [True, True, False, False], 78, False, [False, False, False, False], 329, 'East', (2, 1))
Element 12: (1, (2, 1), ['', '%', '', ''], [(6, 10), (11, 12), (17, 6)], [False, True, False, False], 76, False, [False, False, False, False], 348, 'North', (2, 2))
Element 13: (1, (2, 2), ['', '', '%', ''], [(5, 10), (11, 13), (16, 6)], [False, False, True, False], 74, False, [False, False, False, False], 377, 'West', (1, 2))
Element 14: (1, (1, 2), ['%', '', '%', ''], [(5, 11), (12, 13), (16, 7)], [True, False, True, False], 72, False, [False, False, False, False], 406, 'East', (2, 2))
Element 15: (1, (2, 2), ['', '', '%', ''], [(5, 10), (13, 13), (15, 7)], [False, False, True, False], 70, False, [False, False, False, False], 425, 'East', (3, 2))
Element 16: (1, (3, 2), ['', '', '%', ''], [(4, 10), (14, 13), (15, 6)], [False, False, True, False], 68, False, [False, False, False, False], 454, 'East', (4, 2))
Element 17: (1, (4, 2), ['', '', '%', ''], [(3, 10), (14, 12), (14, 6)], [False, False, True, False], 66, False, [False, False, False, False], 483, 'South', (4, 1))
Element 18: (1, (4, 1), ['', '%', '', '%'], [(4, 10), (15, 12), (14, 7)], [False, True, False, True], 64, False, [False, False, False, False], 502, 'West', (3, 1))
Element 19: (1, (3, 1), ['', '%', '', ''], [(5, 10), (16, 12), (13, 7)], [False, True, False, False], 62, False, [False, False, False, False], 521, 'North', (3, 2))
Element 20: (1, (3, 2), ['', '', '%', ''], [(6, 10), (17, 12), (13, 8)], [False, False, True, False], 60, False, [False, False, False, False], 540, 'South', (3, 1))
Element 21: (1, (3, 1), ['', '%', '', ''], [(7, 10), (18, 12), (13, 9)], [False, True, False, False], 58, False, [False, False, False, False], 559, 'West', (2, 1))
Element 22: (1, (2, 1), ['', '%', '', ''], [(8, 10), (18, 13), (14, 9)], [False, True, False, False], 56, False, [False, False, False, False], 578, 'East', (3, 1))
Element 23: (1, (3, 1), ['', '%', '', ''], [(9, 10), (17, 13), (15, 9)], [False, True, False, False], 54, False, [False, False, False, False], 597, 'Stop', (3, 1))
Element 24: (1, (3, 1), ['', '%', '', ''], [(9, 11), (16, 13), (16, 9)], [False, True, False, False], 52, False, [False, False, False, False], 616, 'East', (4, 1))
Element 25: (1, (4, 1), ['', '%', '', '%'], [(9, 12), (17, 13), (17, 9)], [False, True, False, True], 50, False, [False, False, False, False], 635, 'North', (4, 2))
Element 26: (1, (4, 2), ['', '', '%', ''], [(10, 12), (18, 13), (18, 9)], [False, False, True, False], 48, False, [False, False, False, False], 654, 'East', (5, 2))
Element 27: (1, (5, 2), ['', '%', '%', '%'], [(11, 12), (18, 12), (18, 10)], [False, True, True, True], 46, False, [False, False, False, False], 663, 'West', (4, 2))
Element 28: (1, (4, 2), ['', '', '%', ''], [(11, 13), (18, 11), (17, 10)], [False, False, True, False], 44, False, [False, False, False, False], 682, 'West', (3, 2))
Element 29: (1, (3, 2), ['', '', '%', ''], [(12, 13), (17, 11), (16, 10)], [False, False, True, False], 42, False, [False, False, False, False], 701, 'West', (2, 2))
Element 30: (1, (2, 2), ['', '', '%', ''], [(13, 13), (16, 11), (15, 10)], [False, False, True, False], 40, False, [False, False, False, False], 720, 'South', (2, 1))
Element 31: (1, (2, 1), ['', '%', '', ''], [(14, 13), (15, 11), (16, 10)], [False, True, False, False], 38, False, [False, False, False, False], 729, 'West', (1, 1))
Element 32: (1, (1, 1), ['%', '%', '', ''], [(14, 12), (15, 10), (17, 10)], [True, True, False, False], 36, False, [False, False, False, False], 728, 'North', (1, 2))
Element 33: (1, (1, 2), ['%', '', '%', ''], [(15, 12), (16, 10), (18, 10)], [True, False, True, False], 34, False, [False, False, False, False], 727, 'South', (1, 1))
Element 34: (1, (1, 1), ['%', '%', '', ''], [(16, 12), (17, 10), (18, 9)], [True, True, False, False], 32, False, [False, False, False, False], 726, 'East', (2, 1))
Element 35: (1, (2, 1), ['', '%', '', ''], [(17, 12), (18, 10), (18, 8)], [False, True, False, False], 30, False, [False, False, False, False], 735, 'North', (2, 2))
Element 36: (1, (2, 2), ['', '', '%', ''], [(18, 12), (18, 9), (17, 8)], [False, False, True, False], 28, False, [False, False, False, False], 744, 'West', (1, 2))
Element 37: (1, (1, 2), ['%', '', '%', ''], [(18, 13), (18, 8), (17, 9)], [True, False, True, False], 26, False, [False, False, False, False], 743, 'East', (2, 2))
Element 38: (1, (2, 2), ['', '', '%', ''], [(17, 13), (17, 8), (18, 9)], [False, False, True, False], 24, False, [False, False, False, False], 742, 'East', (3, 2))
