Element 1: (2, (7, 4), ['.', 'G', '.', '.'], [(17, 3), (7, 3), (7, 7)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'East', (8, 4))
Element 2: (2, (8, 4), ['', 'G', '.', '.'], [(17, 4), (8, 3), (8, 7)], [False, False, False, False], 96, False, [False, False, True, True], 1048, 'East', (9, 4))
Element 3: (2, (9, 4), ['', 'G', '.', '.'], [(18, 4), (9, 3), (8, 8)], [False, False, False, False], 94, False, [False, False, True, True], 1087, 'East', (10, 4))
Element 4: (2, (10, 4), ['G', '%', '.', '.'], [(17, 4), (9, 4), (9, 8)], [False, True, False, False], 92, False, [False, False, True, True], 1106, 'East', (11, 4))
Element 5: (2, (11, 4), ['', '.', '%', '.'], [(17, 5), (9, 5), (10, 8)], [False, False, True, False], 90, False, [False, True, False, True], 1145, 'East', (12, 4))
Element 6: (2, (12, 4), ['', '.', '%', '.'], [(17, 6), (10, 5), (9, 8)], [False, False, True, False], 88, False, [False, True, False, True], 1174, 'East', (13, 4))
Element 7: (2, (13, 4), ['', '.', '.', '.'], [(18, 6), (10, 6), (8, 8)], [False, False, False, False], 86, False, [False, True, True, True], 1203, 'East', (14, 4))
Element 8: (2, (14, 4), ['', '.', '.', '%'], [(17, 6), (11, 6), (8, 7)], [False, False, False, True], 84, False, [False, True, True, False], 1222, 'North', (14, 5))
Element 9: (2, (14, 5), ['.', '', '.', '.'], [(16, 6), (12, 6), (8, 6)], [False, False, False, False], 82, False, [True, False, True, True], 2251, 'East', (15, 5))
Element 10: (2, (15, 5), ['', '%', '.', '.'], [(16, 7), (13, 6), (9, 6)], [False, True, False, False], 80, False, [False, False, True, True], 2290, 'East', (16, 5))
Element 11: (2, (16, 5), ['', '.', '', ''], [(15, 7), (14, 6), (10, 6)], [False, False, False, False], 78, False, [False, True, False, False], 2319, 'South', (16, 4))
Element 12: (2, (16, 4), ['%', '', '', ''], [(15, 6), (14, 7), (11, 6)], [True, False, False, False], 76, False, [False, False, False, False], 2348, 'East', (17, 4))
Element 13: (2, (17, 4), ['', '', '', ''], [(15, 5), (13, 7), (11, 7)], [False, False, False, False], 74, False, [False, False, False, False], 2367, 'East', (18, 4))
Element 14: (2, (18, 4), ['', '%', '%', '%'], [(16, 5), (13, 8), (12, 7)], [False, True, True, True], 72, False, [False, False, False, False], 2386, 'West', (17, 4))
Element 15: (2, (17, 4), ['G', '', '', ''], [(16, 4), (13, 9), (12, 8)], [False, False, False, False], 70, False, [False, False, False, False], 2405, 'North', (17, 5))
Element 16: (2, (17, 5), ['G', '', '', '%'], [(16, 5), (14, 9), (12, 9)], [False, False, False, True], 68, False, [False, False, False, False], 2424, 'North', (17, 6))
Element 17: (2, (17, 6), ['', '', '%', ''], [(15, 5), (15, 9), (11, 9)], [False, False, True, False], 66, False, [False, False, False, False], 2443, 'East', (18, 6))
Element 18: (2, (18, 6), ['', '%', '%', '%'], [(14, 5), (16, 9), (12, 9)], [False, True, True, True], 64, False, [False, False, False, False], 2452, 'West', (17, 6))
Element 19: (2, (17, 6), ['', '', '%', ''], [(13, 5), (17, 9), (13, 9)], [False, False, True, False], 62, False, [False, False, False, False], 2471, 'West', (16, 6))
Element 20: (2, (16, 6), ['', '', '', ''], [(13, 6), (18, 9), (14, 9)], [False, False, False, False], 60, False, [False, False, False, False], 2480, 'North', (16, 7))
Element 21: (2, (16, 7), ['', '', '%', '%'], [(14, 6), (18, 10), (15, 9)], [False, False, True, True], 58, False, [False, False, False, False], 2489, 'West', (15, 7))
Element 22: (2, (15, 7), ['G', '', '%', ''], [(14, 7), (18, 11), (15, 10)], [False, False, True, False], 56, False, [False, False, False, False], 2508, 'South', (15, 6))
Element 23: (2, (15, 6), ['', '', '', ''], [(13, 7), (18, 12), (16, 10)], [False, False, False, False], 54, False, [False, False, False, False], 2527, 'West', (14, 6))
Element 24: (2, (14, 6), ['', '', '', ''], [(13, 8), (18, 13), (17, 10)], [False, False, False, False], 52, False, [False, False, False, False], 2546, 'North', (14, 7))
Element 25: (2, (14, 7), ['', '', '%', ''], [(13, 9), (17, 13), (17, 11)], [False, False, True, False], 50, False, [False, False, False, False], 2565, 'West', (13, 7))
Element 26: (2, (13, 7), ['', '', '', ''], [(14, 9), (16, 13), (17, 12)], [False, False, False, False], 48, False, [False, False, False, False], 2584, 'North', (13, 8))
Element 27: (2, (13, 8), ['', '', '', '%'], [(15, 9), (17, 13), (16, 12)], [False, False, False, True], 46, False, [False, False, False, False], 2593, 'North', (13, 9))
Element 28: (2, (13, 9), ['', '', '%', ''], [(16, 9), (18, 13), (16, 11)], [False, False, True, False], 44, False, [False, False, False, False], 2602, 'East', (14, 9))
Element 29: (2, (14, 9), ['', '%', '%', ''], [(17, 9), (18, 12), (15, 11)], [False, True, True, False], 42, False, [False, False, False, False], 2611, 'East', (15, 9))
Element 30: (2, (15, 9), ['', '%', '', ''], [(17, 8), (17, 12), (15, 12)], [False, True, False, False], 40, False, [False, False, False, False], 2630, 'East', (16, 9))
Element 31: (2, (16, 9), ['', '%', '', ''], [(18, 8), (17, 11), (14, 12)], [False, True, False, False], 38, False, [False, False, False, False], 2649, 'East', (17, 9))
Element 32: (2, (17, 9), ['', '', 'G', 'G'], [(18, 9), (17, 10), (14, 13)], [False, False, False, False], 36, False, [False, False, False, False], 2658, 'South', (17, 8))
Element 33: (2, (17, 8), ['%', '%', '', ''], [(18, 10), (16, 10), (13, 13)], [True, True, False, False], 34, False, [False, False, False, False], 2667, 'East', (18, 8))
Element 34: (2, (18, 8), ['', '%', '', '%'], [(18, 11), (16, 11), (12, 13)], [False, True, False, True], 32, False, [False, False, False, False], 2676, 'North', (18, 9))
Element 35: (2, (18, 9), ['', '', '', '%'], [(18, 12), (16, 12), (11, 13)], [False, False, False, True], 30, False, [False, False, False, False], 2685, 'North', (18, 10))
Element 36: (2, (18, 10), ['', '', '', '%'], [(18, 13), (15, 12), (11, 12)], [False, False, False, True], 28, False, [False, False, False, False], 2694, 'North', (18, 11))
Element 37: (2, (18, 11), ['', '', '', '%'], [(17, 13), (15, 11), (11, 11)], [False, False, False, True], 26, False, [False, False, False, False], 2703, 'North', (18, 12))
Element 38: (2, (18, 12), ['G', '', '', '%'], [(17, 12), (15, 10), (12, 11)], [False, False, False, True], 24, False, [False, False, False, False], 2712, 'North', (18, 13))
Element 39: (2, (18, 13), ['', '', '%', '%'], [(17, 11), (15, 11), (13, 11)], [False, False, True, True], 22, False, [False, False, False, False], 2721, 'West', (17, 13))
Element 40: (2, (17, 13), ['', '', '%', ''], [(17, 10), (15, 12), (12, 11)], [False, False, True, False], 20, False, [False, False, False, False], 2720, 'South', (17, 12))
Element 41: (2, (17, 12), ['', '', '', ''], [(16, 10), (14, 12), (11, 11)], [False, False, False, False], 18, False, [False, False, False, False], 2719, 'South', (17, 11))
Element 42: (2, (17, 11), ['G', '', '', ''], [(16, 11), (14, 13), (10, 11)], [False, False, False, False], 16, False, [False, False, False, False], 2728, 'South', (17, 10))
Element 43: (2, (17, 10), ['', '', '', ''], [(16, 12), (13, 13), (10, 12)], [False, False, False, False], 14, False, [False, False, False, False], 2737, 'West', (16, 10))
Element 44: (2, (16, 10), ['', '', '', ''], [(16, 13), (12, 13), (9, 12)], [False, False, False, False], 12, False, [False, False, False, False], 2746, 'North', (16, 11))
Element 45: (2, (16, 11), ['', '', 'G', ''], [(16, 12), (11, 13), (9, 13)], [False, False, False, False], 10, False, [False, False, False, False], 2755, 'West', (15, 11))
Element 46: (2, (15, 11), ['%', '', 'G', ''], [(15, 12), (11, 12), (9, 12)], [True, False, False, False], 8, False, [False, False, False, False], 2754, 'South', (15, 10))
Element 47: (2, (15, 10), ['%', '', 'G', ''], [(15, 11), (11, 11), (9, 11)], [True, False, False, False], 6, False, [False, False, False, False], 2763, 'South', (15, 9))
Element 48: (2, (15, 9), ['', '%', 'G', ''], [(15, 10), (12, 11), (9, 10)], [False, True, False, False], 4, False, [False, False, False, False], 2772, 'North', (15, 10))
Element 49: (2, (15, 10), ['%', '', 'G', ''], [(15, 11), (13, 11), (8, 10)], [True, False, False, False], 2, False, [False, False, False, False], 2781, 'East', (16, 10))
Element 50: (2, (16, 10), ['', '', '', ''], [(15, 11), (13, 11), (7, 10)], [False, False, False, False], 0, False, [False, False, False, False], 2790, 'Stop', (16, 10))
Element 51: #0#
