Element 1: (0, (3, 8), ['.', '%', '%', '.'], [(5, 8), (9, 5), (18, 12)], [False, True, True, False], 98, False, [True, False, False, True], 0, 'East', (4, 8))
Element 2: (0, (4, 8), ['', '.', '%', ''], [(5, 7), (10, 5), (18, 13)], [False, False, True, False], 96, False, [False, True, False, False], 39, 'South', (4, 7))
Element 3: (0, (4, 7), ['%', '%', '', ''], [(6, 7), (10, 6), (17, 13)], [True, True, False, False], 94, False, [False, False, False, False], 78, 'East', (5, 7))
Element 4: (0, (5, 7), ['', '%', '', ''], [(7, 7), (11, 6), (17, 12)], [False, True, False, False], 92, False, [False, False, False, False], 107, 'East', (6, 7))
Element 5: (0, (6, 7), ['', '.', '%', ''], [(8, 7), (12, 6), (17, 11)], [False, False, True, False], 90, False, [False, True, False, False], 2116, 'South', (6, 6))
Element 6: (0, (6, 6), ['%', 'F', '', '.'], [(8, 8), (13, 6), (18, 11)], [True, False, False, False], 88, False, [False, False, False, True], 2155, 'South', (6, 5))
Element 7: (0, (6, 5), ['%', '.', '', '.'], [(9, 8), (14, 6), (18, 10)], [True, False, False, False], 86, False, [False, True, False, True], 3184, 'East', (7, 5))
Element 8: (0, (7, 5), ['', '.', '.', '.'], [(10, 8), (15, 6), (18, 9)], [False, False, False, False], 84, False, [False, True, True, True], 3223, 'East', (8, 5))
Element 9: (0, (8, 5), ['', '.', '.', ''], [(9, 8), (16, 6), (18, 8)], [False, False, False, False], 82, False, [False, True, True, False], 3252, 'North', (8, 6))
Element 10: (0, (8, 6), ['.', '', '', '.'], [(8, 8), (17, 6), (17, 8)], [False, False, False, False], 80, False, [True, False, False, True], 3281, 'East', (9, 6))
Element 11: (0, (9, 6), ['', '', '%', ''], [(8, 7), (18, 6), (17, 9)], [False, False, True, False], 78, False, [False, False, False, False], 3310, 'East', (10, 6))
Element 12: (0, (10, 6), ['', '', '%', ''], [(8, 6), (17, 6), (17, 10)], [False, False, True, False], 76, False, [False, False, False, False], 3319, 'East', (11, 6))
Element 13: (0, (11, 6), ['', '%', '.', ''], [(7, 6), (17, 5), (16, 10)], [False, True, False, False], 74, False, [False, False, True, False], 3348, 'North', (11, 7))
Element 14: (0, (11, 7), ['%', '', '%', '.'], [(7, 5), (17, 4), (16, 11)], [True, False, True, False], 72, False, [False, False, False, True], 3377, 'East', (12, 7))
Element 15: (0, (12, 7), ['', '', '.', '.'], [(7, 4), (18, 4), (16, 12)], [False, False, False, False], 70, False, [False, False, True, True], 3416, 'East', (13, 7))
Element 16: (0, (13, 7), ['', '', '.', '.'], [(8, 4), (17, 4), (16, 13)], [False, False, False, False], 68, False, [False, False, True, True], 3445, 'East', (14, 7))
Element 17: (0, (14, 7), ['', '', '%', '.'], [(9, 4), (17, 3), (16, 12)], [False, False, True, False], 66, False, [False, False, False, True], 3474, 'East', (15, 7))
Element 18: (0, (15, 7), ['', '', '%', '.'], [(10, 4), (17, 2), (15, 12)], [False, False, True, False], 64, False, [False, False, False, True], 3513, 'East', (16, 7))
Element 19: (0, (16, 7), ['', '', '%', '%'], [(11, 4), (17, 1), (15, 11)], [False, False, True, True], 62, False, [False, False, False, False], 3552, 'South', (16, 6))
Element 20: (0, (16, 6), ['', '.', '', ''], [(12, 4), (18, 1), (15, 10)], [False, False, False, False], 60, False, [False, True, False, False], 3581, 'South', (16, 5))
Element 21: (0, (16, 5), ['.', '.', '', ''], [(13, 4), (17, 1), (15, 9)], [False, False, False, False], 58, False, [True, True, False, False], 3610, 'South', (16, 4))
Element 22: (0, (16, 4), ['%', '.', '', ''], [(14, 4), (16, 1), (16, 9)], [True, False, False, False], 56, False, [False, True, False, False], 3649, 'South', (16, 3))
Element 23: (0, (16, 3), ['.', 'G', '', ''], [(14, 5), (16, 2), (15, 9)], [False, False, False, False], 54, False, [True, False, False, False], 3678, 'West', (15, 3))
Element 24: (0, (15, 3), ['.', 'G', '%', ''], [(15, 5), (15, 2), (14, 9)], [False, False, True, False], 52, False, [True, False, False, False], 3717, 'West', (14, 3))
Element 25: (0, (14, 3), ['.', '%', '', ''], [(16, 5), (15, 1), (13, 9)], [False, True, False, False], 50, False, [True, False, False, False], 3746, 'West', (13, 3))
Element 26: (0, (13, 3), ['.', '%', '', ''], [(17, 5), (14, 1), (13, 8)], [False, True, False, False], 48, False, [True, False, False, False], 3775, 'West', (12, 3))
Element 27: (0, (12, 3), ['.', '%', '', ''], [(17, 6), (13, 1), (12, 8)], [False, True, False, False], 46, False, [True, False, False, False], 3804, 'West', (11, 3))
Element 28: (0, (11, 3), ['%', '.', '', ''], [(18, 6), (12, 1), (12, 9)], [True, False, False, False], 44, False, [False, True, False, False], 3833, 'South', (11, 2))
Element 29: (0, (11, 2), ['.', 'G', '', '%'], [(17, 6), (11, 1), (11, 9)], [False, False, False, True], 42, False, [True, False, False, False], 3862, 'West', (10, 2))
Element 30: #1#
