Element 1: (2, (13, 1), ['.', '%', '%', '.'], [(7, 1), (4, 5), (18, 11)], [False, True, True, False], 98, False, [True, False, False, True], 19, 'East', (14, 1))
Element 2: (2, (14, 1), ['', '%', '%', '.'], [(8, 1), (3, 5), (18, 12)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (15, 1))
Element 3: (2, (15, 1), ['', '%', '.', '.'], [(9, 1), (2, 5), (18, 13)], [False, True, False, False], 94, False, [False, False, True, True], 87, 'East', (16, 1))
Element 4: (2, (16, 1), ['', '%', '.', '.'], [(10, 1), (1, 5), (17, 13)], [False, True, False, False], 92, False, [False, False, True, True], 1116, 'East', (17, 1))
Element 5: (2, (17, 1), ['', '%', '.', '.'], [(11, 1), (2, 5), (17, 12)], [False, True, False, False], 90, False, [False, False, True, True], 1145, 'East', (18, 1))
Element 6: (2, (18, 1), ['', '%', '%', '%'], [(12, 1), (3, 5), (17, 11)], [False, True, True, True], 88, False, [False, False, False, False], 1174, 'West', (17, 1))
Element 7: (2, (17, 1), ['', '%', '.', ''], [(13, 1), (3, 5), (17, 10)], [False, True, False, False], 86, False, [False, False, True, False], 1183, 'North', (17, 2))
Element 8: (2, (17, 2), ['.', '', '.', '%'], [(14, 1), (4, 5), (18, 10)], [False, False, False, True], 84, False, [True, False, True, False], 1202, 'North', (17, 3))
Element 9: (2, (17, 3), ['.', '', '.', '%'], [(15, 1), (3, 5), (18, 9)], [False, False, False, True], 82, False, [True, False, True, False], 1221, 'North', (17, 4))
Element 10: (2, (17, 4), ['.', '', '.', '.'], [(15, 2), (2, 5), (18, 8)], [False, False, False, False], 80, False, [True, False, True, True], 1250, 'East', (18, 4))
Element 11: (2, (18, 4), ['', '%', '%', '%'], [(16, 2), (1, 5), (17, 8)], [False, True, True, True], 78, False, [False, False, False, False], 1279, 'West', (17, 4))
Element 12: (2, (17, 4), ['.', '', '.', ''], [(16, 3), (2, 5), (17, 9)], [False, False, False, False], 76, False, [True, False, True, False], 1298, 'North', (17, 5))
Element 13: (2, (17, 5), ['.', '', '.', '%'], [(16, 4), (3, 5), (16, 9)], [False, False, False, True], 74, False, [True, False, True, False], 1327, 'North', (17, 6))
Element 14: (2, (17, 6), ['.', '', '%', '.'], [(16, 5), (3, 5), (16, 10)], [False, False, True, False], 72, False, [True, False, False, True], 1356, 'East', (18, 6))
Element 15: (2, (18, 6), ['', '%', '%', '%'], [(16, 6), (4, 5), (16, 11)], [False, True, True, True], 70, False, [False, False, False, False], 1385, 'West', (17, 6))
Element 16: (2, (17, 6), ['', '', '%', ''], [(16, 7), (3, 5), (16, 12)], [False, False, True, False], 68, False, [False, False, False, False], 1404, 'West', (16, 6))
