Element 1: (1, (9, 13), ['%', '.', '%', '%'], [(16, 2), (13, 4), (13, 7)], [True, False, True, True], 98, False, [False, True, False, False], 9, 'South', (9, 12))
Element 2: (1, (9, 12), ['.', '.', '', '.'], [(17, 2), (14, 4), (14, 7)], [False, False, False, False], 96, False, [True, True, False, True], 48, 'East', (10, 12))
Element 3: (1, (10, 12), ['', '.', '%', '.'], [(17, 3), (14, 5), (15, 7)], [False, False, True, False], 94, False, [False, True, False, True], 87, 'East', (11, 12))
Element 4: (1, (11, 12), ['', '.', '.', '%'], [(17, 4), (15, 5), (16, 7)], [False, False, False, True], 92, False, [False, True, True, False], 126, 'North', (11, 13))
Element 5: (1, (11, 13), ['%', '', '%', '.'], [(18, 4), (16, 5), (16, 6)], [True, False, True, False], 90, False, [False, False, False, True], 165, 'East', (12, 13))
Element 6: (1, (12, 13), ['', '%', '%', '.'], [(17, 4), (17, 5), (17, 6)], [False, True, True, False], 88, False, [False, False, False, True], 194, 'East', (13, 13))
Element 7: (1, (13, 13), ['', '%', '%', '.'], [(17, 5), (16, 5), (18, 6)], [False, True, True, False], 86, False, [False, False, False, True], 213, 'East', (14, 13))
Element 8: (1, (14, 13), ['', '.', '%', '%'], [(16, 5), (16, 4), (17, 6)], [False, False, True, True], 84, False, [False, True, False, False], 232, 'South', (14, 12))
Element 9: (1, (14, 12), ['%', '%', '', '.'], [(16, 6), (16, 3), (17, 5)], [True, True, False, False], 82, False, [False, False, False, True], 251, 'East', (15, 12))
Element 10: (1, (15, 12), ['', '.', '%', '.'], [(15, 6), (15, 3), (17, 4)], [False, False, True, False], 80, False, [False, True, False, True], 280, 'East', (16, 12))
Element 11: (1, (16, 12), ['', '.', '.', '.'], [(14, 6), (14, 3), (18, 4)], [False, False, False, False], 78, False, [False, True, True, True], 309, 'East', (17, 12))
Element 12: (1, (17, 12), ['', '.', '.', '.'], [(13, 6), (13, 3), (17, 4)], [False, False, False, False], 76, False, [False, True, True, True], 338, 'East', (18, 12))
Element 13: (1, (18, 12), ['', '.', '.', '%'], [(12, 6), (12, 3), (17, 3)], [False, False, False, True], 74, False, [False, True, True, False], 1357, 'North', (18, 13))
Element 14: (1, (18, 13), ['.', '', '%', '%'], [(12, 7), (12, 4), (17, 2)], [False, False, True, True], 72, False, [True, False, False, False], 1386, 'West', (17, 13))
Element 15: (1, (17, 13), ['.', '', '%', ''], [(12, 8), (11, 4), (17, 1)], [False, False, True, False], 70, False, [True, False, False, False], 1425, 'West', (16, 13))
Element 16: (1, (16, 13), ['%', '', '%', ''], [(13, 8), (11, 3), (18, 1)], [True, False, True, False], 68, False, [False, False, False, False], 1464, 'East', (17, 13))
Element 17: (1, (17, 13), ['', '', '%', ''], [(13, 9), (11, 2), (17, 1)], [False, False, True, False], 66, False, [False, False, False, False], 1483, 'East', (18, 13))
Element 18: (1, (18, 13), ['', '', '%', '%'], [(14, 9), (11, 1), (16, 1)], [False, False, True, True], 64, False, [False, False, False, False], 1512, 'South', (18, 12))
Element 19: (1, (18, 12), ['', '.', '', '%'], [(15, 9), (10, 1), (15, 1)], [False, False, False, True], 62, False, [False, True, False, False], 2531, 'South', (18, 11))
Element 20: (1, (18, 11), ['.', '.', '', '%'], [(16, 9), (10, 2), (14, 1)], [False, False, False, True], 60, False, [True, True, False, False], 2570, 'South', (18, 10))
Element 21: (1, (18, 10), ['.', '.', '', '%'], [(17, 9), (10, 1), (13, 1)], [False, False, False, True], 58, False, [True, True, False, False], 2599, 'South', (18, 9))
Element 22: (1, (18, 9), ['', '.', '', '%'], [(17, 10), (9, 1), (12, 1)], [False, False, False, True], 56, False, [False, True, False, False], 2638, 'South', (18, 8))
Element 23: (1, (18, 8), ['.', '%', '', '%'], [(17, 11), (8, 1), (11, 1)], [False, True, False, True], 54, False, [True, False, False, False], 2667, 'West', (17, 8))
Element 24: (1, (17, 8), ['%', '%', '', ''], [(16, 11), (7, 1), (11, 2)], [True, True, False, False], 52, False, [False, False, False, False], 2696, 'North', (17, 9))
Element 25: (1, (17, 9), ['', '', '', ''], [(16, 10), (6, 1), (11, 3)], [False, False, False, False], 50, False, [False, False, False, False], 2715, 'North', (17, 10))
Element 26: (1, (17, 10), ['', '', '', ''], [(15, 10), (7, 1), (12, 3)], [False, False, False, False], 48, False, [False, False, False, False], 2724, 'North', (17, 11))
Element 27: (1, (17, 11), ['', '', '', ''], [(15, 11), (8, 1), (13, 3)], [False, False, False, False], 46, False, [False, False, False, False], 2733, 'West', (16, 11))
Element 28: (1, (16, 11), ['', '', '', ''], [(15, 12), (9, 1), (14, 3)], [False, False, False, False], 44, False, [False, False, False, False], 2732, 'South', (16, 10))
Element 29: (1, (16, 10), ['', '', '', ''], [(16, 12), (10, 1), (15, 3)], [False, False, False, False], 42, False, [False, False, False, False], 2731, 'South', (16, 9))
Element 30: (1, (16, 9), ['', '%', '', ''], [(17, 12), (11, 1), (16, 3)], [False, True, False, False], 40, False, [False, False, False, False], 2730, 'West', (15, 9))
Element 31: (1, (15, 9), ['', '%', '', ''], [(18, 12), (12, 1), (16, 4)], [False, True, False, False], 38, False, [False, False, False, False], 2729, 'North', (15, 10))
Element 32: (1, (15, 10), ['%', '', '', ''], [(18, 13), (13, 1), (16, 5)], [True, False, False, False], 36, False, [False, False, False, False], 2728, 'North', (15, 11))
Element 33: (1, (15, 11), ['%', '', '', ''], [(17, 13), (14, 1), (15, 5)], [True, False, False, False], 34, False, [False, False, False, False], 2727, 'South', (15, 10))
Element 34: (1, (15, 10), ['%', '', '', ''], [(16, 13), (15, 1), (15, 6)], [True, False, False, False], 32, False, [False, False, False, False], 2726, 'South', (15, 9))
Element 35: (1, (15, 9), ['', '%', '', ''], [(17, 13), (16, 1), (14, 6)], [False, True, False, False], 30, False, [False, False, False, False], 2725, 'West', (14, 9))
Element 36: (1, (14, 9), ['', '%', '%', ''], [(18, 13), (17, 1), (14, 5)], [False, True, True, False], 28, False, [False, False, False, False], 2724, 'West', (13, 9))
Element 37: (1, (13, 9), ['.', '', '%', ''], [(18, 12), (18, 1), (13, 5)], [False, False, True, False], 26, False, [True, False, False, False], 2733, 'West', (12, 9))
Element 38: (1, (12, 9), ['.', '', '%', ''], [(18, 11), (17, 1), (13, 6)], [False, False, True, False], 24, False, [True, False, False, False], 2742, 'West', (11, 9))
Element 39: (1, (11, 9), ['%', '%', '%', ''], [(18, 10), (17, 2), (12, 6)], [True, True, True, False], 22, False, [False, False, False, False], 2751, 'East', (12, 9))
Element 40: (1, (12, 9), ['', '', '%', ''], [(18, 9), (17, 3), (11, 6)], [False, False, True, False], 20, False, [False, False, False, False], 2760, 'South', (12, 8))
Element 41: (1, (12, 8), ['%', '', '', ''], [(18, 8), (17, 4), (11, 7)], [True, False, False, False], 18, False, [False, False, False, False], 2769, 'East', (13, 8))
Element 42: (1, (13, 8), ['', '', '', '%'], [(17, 8), (18, 4), (12, 7)], [False, False, False, True], 16, False, [False, False, False, False], 2768, 'South', (13, 7))
Element 43: (1, (13, 7), ['', '', '', ''], [(18, 8), (17, 4), (12, 8)], [False, False, False, False], 14, False, [False, False, False, False], 2767, 'East', (14, 7))
Element 44: (1, (14, 7), ['', '', '%', ''], [(18, 9), (17, 3), (13, 8)], [False, False, True, False], 12, False, [False, False, False, False], 2766, 'East', (15, 7))
Element 45: (1, (15, 7), ['', '', '%', ''], [(18, 10), (17, 2), (13, 9)], [False, False, True, False], 10, False, [False, False, False, False], 2765, 'East', (16, 7))
Element 46: (1, (16, 7), ['', '', '%', '%'], [(18, 11), (16, 2), (14, 9)], [False, False, True, True], 8, False, [False, False, False, False], 2764, 'South', (16, 6))
Element 47: (1, (16, 6), ['', '', '', ''], [(18, 12), (15, 2), (15, 9)], [False, False, False, False], 6, False, [False, False, False, False], 2763, 'East', (17, 6))
