Element 1: (2, (13, 6), ['F', '.', '.', '.'], [(6, 7), (11, 4), (14, 1)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'West', (12, 6))
Element 2: (2, (12, 6), ['.', '%', '.', ''], [(7, 7), (12, 4), (15, 1)], [False, True, False, False], 96, False, [True, False, True, False], 1048, 'North', (12, 7))
Element 3: (2, (12, 7), ['.', '', '.', '.'], [(8, 7), (13, 4), (16, 1)], [False, False, False, False], 94, False, [True, False, True, True], 2077, 'East', (13, 7))
Element 4: (2, (13, 7), ['', '', '.', '.'], [(8, 8), (14, 4), (17, 1)], [False, False, False, False], 92, False, [False, False, True, True], 2116, 'East', (14, 7))
Element 5: (2, (14, 7), ['', '.', '%', '.'], [(9, 8), (14, 5), (18, 1)], [False, False, True, False], 90, False, [False, True, False, True], 2155, 'East', (15, 7))
Element 6: (2, (15, 7), ['', '.', '%', '.'], [(10, 8), (15, 5), (17, 1)], [False, False, True, False], 88, False, [False, True, False, True], 2184, 'East', (16, 7))
Element 7: (2, (16, 7), ['', '.', '%', '%'], [(9, 8), (16, 5), (17, 2)], [False, False, True, True], 86, False, [False, True, False, False], 2213, 'South', (16, 6))
Element 8: (2, (16, 6), ['.', '', '', '.'], [(8, 8), (17, 5), (17, 3)], [False, False, False, False], 84, False, [True, False, False, True], 2242, 'East', (17, 6))
Element 9: (2, (17, 6), ['', '', '%', '.'], [(8, 7), (16, 5), (17, 4)], [False, False, True, False], 82, False, [False, False, False, True], 2261, 'East', (18, 6))
Element 10: (2, (18, 6), ['', '%', '%', '%'], [(8, 6), (16, 4), (18, 4)], [False, True, True, True], 80, False, [False, False, False, False], 2300, 'West', (17, 6))
Element 11: (2, (17, 6), ['', '', '%', ''], [(9, 6), (16, 3), (17, 4)], [False, False, True, False], 78, False, [False, False, False, False], 2319, 'South', (17, 5))
Element 12: (2, (17, 5), ['', '', '', '%'], [(10, 6), (16, 2), (16, 4)], [False, False, False, True], 76, False, [False, False, False, False], 2338, 'South', (17, 4))
Element 13: (2, (17, 4), ['', '', '', ''], [(11, 6), (15, 2), (16, 5)], [False, False, False, False], 74, False, [False, False, False, False], 2357, 'East', (18, 4))
Element 14: (2, (18, 4), ['', '%', '%', '%'], [(11, 7), (15, 3), (17, 5)], [False, True, True, True], 72, False, [False, False, False, False], 2376, 'West', (17, 4))
Element 15: (2, (17, 4), ['', '', '', ''], [(12, 7), (14, 3), (17, 6)], [False, False, False, False], 70, False, [False, False, False, False], 2385, 'South', (17, 3))
Element 16: (2, (17, 3), ['', '', '', '%'], [(12, 8), (13, 3), (18, 6)], [False, False, False, True], 68, False, [False, False, False, False], 2404, 'South', (17, 2))
Element 17: (2, (17, 2), ['', '', '', '%'], [(13, 8), (12, 3), (17, 6)], [False, False, False, True], 66, False, [False, False, False, False], 2423, 'South', (17, 1))
Element 18: (2, (17, 1), ['', '%', '', ''], [(13, 9), (11, 3), (16, 6)], [False, True, False, False], 64, False, [False, False, False, False], 2442, 'East', (18, 1))
Element 19: (2, (18, 1), ['', '%', '%', '%'], [(14, 9), (11, 2), (15, 6)], [False, True, True, True], 62, False, [False, False, False, False], 2471, 'West', (17, 1))
