Element 1: (2, (13, 6), ['F', '.', '.', '.'], [(6, 7), (11, 4), (14, 1)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'West', (12, 6))
Element 20: (2, (17, 1), ['', '%', '', ''], [(15, 9), (11, 1), (14, 6)], [False, True, False, False], 60, False, [False, False, False, False], 2500, 'West', (16, 1))
Element 21: (2, (16, 1), ['', '%', '', ''], [(16, 9), (10, 1), (14, 7)], [False, True, False, False], 58, False, [False, False, False, False], 3509, 'North', (16, 2))
Element 22: (2, (16, 2), ['', '', '', ''], [(17, 9), (10, 2), (15, 7)], [False, False, False, False], 56, False, [False, False, False, False], 3528, 'North', (16, 3))
Element 23: (2, (16, 3), ['', '', '', ''], [(18, 9), (10, 1), (16, 7)], [False, False, False, False], 54, False, [False, False, False, False], 3537, 'North', (16, 4))
Element 24: (2, (16, 4), ['%', '', '', ''], [(18, 10), (9, 1), (15, 7)], [True, False, False, False], 52, False, [False, False, False, False], 3556, 'North', (16, 5))
Element 25: (2, (16, 5), ['', '', '', ''], [(18, 11), (8, 1), (14, 7)], [False, False, False, False], 50, False, [False, False, False, False], 3575, 'West', (15, 5))
Element 26: (2, (15, 5), ['', '%', '', ''], [(18, 12), (7, 1), (13, 7)], [False, True, False, False], 48, False, [False, False, False, False], 3594, 'North', (15, 6))
Element 27: (2, (15, 6), ['', '', '', ''], [(18, 13), (6, 1), (13, 8)], [False, False, False, False], 46, False, [False, False, False, False], 3613, 'West', (14, 6))
Element 28: (2, (14, 6), ['', '', '', ''], [(17, 13), (7, 1), (13, 9)], [False, False, False, False], 44, False, [False, False, False, False], 3622, 'South', (14, 5))
Element 29: (2, (14, 5), ['.', '', '', ''], [(17, 12), (8, 1), (12, 9)], [False, False, False, False], 42, False, [True, False, False, False], 3641, 'West', (13, 5))
Element 30: (2, (13, 5), ['%', '', '', ''], [(17, 11), (9, 1), (11, 9)], [True, False, False, False], 40, False, [False, False, False, False], 3670, 'South', (13, 4))
Element 31: (2, (13, 4), ['', '', '', ''], [(17, 10), (10, 1), (12, 9)], [False, False, False, False], 38, False, [False, False, False, False], 3679, 'East', (14, 4))
Element 32: (2, (14, 4), ['', '', '', '%'], [(16, 10), (11, 1), (12, 8)], [False, False, False, True], 36, False, [False, False, False, False], 3688, 'South', (14, 3))
Element 33: (2, (14, 3), ['', '%', '', ''], [(16, 11), (12, 1), (12, 7)], [False, True, False, False], 34, False, [False, False, False, False], 3707, 'East', (15, 3))
Element 34: (2, (15, 3), ['', '', '%', ''], [(16, 12), (13, 1), (12, 6)], [False, False, True, False], 32, False, [False, False, False, False], 3726, 'South', (15, 2))
Element 35: (2, (15, 2), ['%', '', '', ''], [(16, 13), (14, 1), (13, 6)], [True, False, False, False], 30, False, [False, False, False, False], 3735, 'South', (15, 1))
Element 36: (2, (15, 1), ['', '%', '', ''], [(16, 12), (13, 1), (13, 5)], [False, True, False, False], 28, False, [False, False, False, False], 3734, 'West', (14, 1))
Element 37: (2, (14, 1), ['', '%', '%', ''], [(15, 12), (12, 1), (14, 5)], [False, True, True, False], 26, False, [False, False, False, False], 3743, 'West', (13, 1))
Element 38: (2, (13, 1), ['', '%', '%', ''], [(15, 11), (11, 1), (15, 5)], [False, True, True, False], 24, False, [False, False, False, False], 3752, 'West', (12, 1))
Element 39: (2, (12, 1), ['', '%', '%', ''], [(15, 10), (11, 2), (14, 5)], [False, True, True, False], 22, False, [False, False, False, False], 3761, 'West', (11, 1))
Element 40: (2, (11, 1), ['', '%', '', ''], [(15, 11), (10, 2), (14, 4)], [False, True, False, False], 20, False, [False, False, False, False], 3760, 'North', (11, 2))
Element 41: (2, (11, 2), ['', '', '', '%'], [(15, 12), (10, 1), (14, 3)], [False, False, False, True], 18, False, [False, False, False, False], 3759, 'North', (11, 3))
Element 42: (2, (11, 3), ['%', '', '', ''], [(14, 12), (9, 1), (15, 3)], [True, False, False, False], 16, False, [False, False, False, False], 3768, 'East', (12, 3))
Element 43: (2, (12, 3), ['', '%', '', ''], [(14, 13), (8, 1), (16, 3)], [False, True, False, False], 14, False, [False, False, False, False], 3777, 'East', (13, 3))
Element 44: (2, (13, 3), ['', '%', '', ''], [(13, 13), (7, 1), (16, 2)], [False, True, False, False], 12, False, [False, False, False, False], 3786, 'West', (12, 3))
Element 45: (2, (12, 3), ['', '%', '', ''], [(12, 13), (7, 1), (15, 2)], [False, True, False, False], 10, False, [False, False, False, False], 3795, 'North', (12, 4))
Element 46: (2, (12, 4), ['', '', '%', ''], [(11, 13), (7, 1), (16, 2)], [False, False, True, False], 8, False, [False, False, False, False], 3804, 'West', (11, 4))
Element 47: (2, (11, 4), ['', '', '%', ''], [(11, 12), (7, 1), (16, 3)], [False, False, True, False], 6, False, [False, False, False, False], 3813, 'West', (10, 4))
Element 48: (2, (10, 4), ['.', '%', '.', ''], [(11, 11), (8, 1), (15, 3)], [False, True, False, False], 4, False, [True, False, True, False], 3822, 'North', (10, 5))
Element 49: (2, (10, 5), ['.', '', '', '%'], [(12, 11), (7, 1), (15, 2)], [False, False, False, True], 2, False, [True, False, False, False], 3841, 'West', (9, 5))
Element 50: (2, (9, 5), ['.', '.', '', ''], [(12, 11), (7, 1), (15, 3)], [False, False, False, False], 0, False, [True, True, False, False], 3850, 'Stop', (9, 5))
Element 51: #0#
