Element 1: (1, (7, 5), ['F', '.', '.', '.'], [(8, 7), (10, 6), (16, 13)], [False, False, False, False], 98, False, [False, True, True, True], 999, 'West', (6, 5))
Element 2: (1, (6, 5), ['%', '.', '.', ''], [(8, 8), (11, 6), (17, 13)], [True, False, False, False], 96, False, [False, True, True, False], 2028, 'North', (6, 6))
Element 3: (1, (6, 6), ['%', '', '.', '.'], [(9, 8), (12, 6), (18, 13)], [True, False, False, False], 94, False, [False, False, True, True], 3057, 'East', (7, 6))
Element 4: (1, (7, 6), ['', '', '', '.'], [(10, 8), (13, 6), (18, 12)], [False, False, False, False], 92, False, [False, False, False, True], 3096, 'East', (8, 6))
Element 5: (1, (8, 6), ['', '.', '', '.'], [(9, 8), (14, 6), (18, 11)], [False, False, False, False], 90, False, [False, True, False, True], 3125, 'East', (9, 6))
Element 6: (1, (9, 6), ['', '.', '%', ''], [(8, 8), (15, 6), (18, 10)], [False, False, True, False], 88, False, [False, True, False, False], 3154, 'South', (9, 5))
Element 7: (1, (9, 5), ['.', '.', '', '.'], [(8, 7), (16, 6), (18, 9)], [False, False, False, False], 86, False, [True, True, False, True], 3183, 'East', (10, 5))
Element 8: (1, (10, 5), ['', '.', '', '%'], [(8, 6), (17, 6), (18, 8)], [False, False, False, True], 84, False, [False, True, False, False], 3212, 'South', (10, 4))
Element 9: (1, (10, 4), ['.', '%', '', '.'], [(8, 5), (18, 6), (17, 8)], [False, True, False, False], 82, False, [True, False, False, True], 3251, 'East', (11, 4))
Element 10: (1, (11, 4), ['', '.', '%', '.'], [(8, 4), (17, 6), (17, 9)], [False, False, True, False], 80, False, [False, True, False, True], 3280, 'East', (12, 4))
Element 11: (1, (12, 4), ['', '.', '%', '.'], [(9, 4), (17, 5), (17, 10)], [False, False, True, False], 78, False, [False, True, False, True], 3319, 'East', (13, 4))
Element 12: (1, (13, 4), ['', '.', '.', '.'], [(9, 3), (17, 4), (17, 11)], [False, False, False, False], 76, False, [False, True, True, True], 3358, 'East', (14, 4))
Element 13: (1, (14, 4), ['', '.', '.', '%'], [(8, 3), (18, 4), (17, 12)], [False, False, False, True], 74, False, [False, True, True, False], 3397, 'North', (14, 5))
Element 14: (1, (14, 5), ['.', '', '', '.'], [(7, 3), (17, 4), (16, 12)], [False, False, False, False], 72, False, [True, False, False, True], 3426, 'East', (15, 5))
Element 15: (1, (15, 5), ['', '%', '', '.'], [(7, 4), (17, 3), (16, 11)], [False, True, False, False], 70, False, [False, False, False, True], 3465, 'East', (16, 5))
Element 16: (1, (16, 5), ['', '.', '', ''], [(6, 4), (17, 2), (16, 10)], [False, False, False, False], 68, False, [False, True, False, False], 3504, 'South', (16, 4))
Element 17: (1, (16, 4), ['%', '.', '', ''], [(6, 3), (17, 1), (16, 9)], [True, False, False, False], 66, False, [False, True, False, False], 3543, 'South', (16, 3))
Element 18: (1, (16, 3), ['.', '.', '', ''], [(6, 4), (18, 1), (15, 9)], [False, False, False, False], 64, False, [True, True, False, False], 3572, 'South', (16, 2))
Element 19: (1, (16, 2), ['.', '.', '', ''], [(6, 5), (17, 1), (15, 10)], [False, False, False, False], 62, False, [True, True, False, False], 3591, 'South', (16, 1))
Element 20: (1, (16, 1), ['.', '%', '', ''], [(7, 5), (17, 2), (15, 11)], [False, True, False, False], 60, False, [True, False, False, False], 3610, 'West', (15, 1))
Element 21: (1, (15, 1), ['.', '%', '.', ''], [(7, 6), (17, 1), (15, 12)], [False, True, False, False], 58, False, [True, False, True, False], 3629, 'North', (15, 2))
Element 22: (1, (15, 2), ['%', '', '.', ''], [(6, 6), (17, 2), (14, 12)], [True, False, False, False], 56, False, [False, False, True, False], 3648, 'North', (15, 3))
Element 23: (1, (15, 3), ['.', '', '%', ''], [(6, 7), (16, 2), (14, 13)], [False, False, True, False], 54, False, [True, False, False, False], 3677, 'West', (14, 3))
Element 24: (1, (14, 3), ['.', '%', '', ''], [(5, 7), (16, 3), (13, 13)], [False, True, False, False], 52, False, [True, False, False, False], 3706, 'West', (13, 3))
Element 25: (1, (13, 3), ['.', '%', '', ''], [(5, 8), (16, 4), (12, 13)], [False, True, False, False], 50, False, [True, False, False, False], 3735, 'West', (12, 3))
Element 26: (1, (12, 3), ['.', '%', '', ''], [(4, 8), (16, 5), (11, 13)], [False, True, False, False], 48, False, [True, False, False, False], 3764, 'West', (11, 3))
Element 27: (1, (11, 3), ['%', '.', '', ''], [(4, 7), (15, 5), (11, 12)], [True, False, False, False], 46, False, [False, True, False, False], 3793, 'South', (11, 2))
Element 28: (1, (11, 2), ['.', '.', '', '%'], [(4, 8), (14, 5), (11, 11)], [False, False, False, True], 44, False, [True, True, False, False], 3812, 'South', (11, 1))
Element 29: (1, (11, 1), ['F', '%', '', '.'], [(3, 8), (13, 5), (12, 11)], [False, True, False, False], 42, False, [False, False, False, True], 3851, 'West', (10, 1))
Element 30: #1#
