Element 1: (2, (6, 4), ['%', '.', 'F', '.'], [(12, 7), (3, 2), (9, 8)], [True, False, False, False], 98, False, [False, True, False, True], 19, 'North', (6, 5))
Element 2: (2, (6, 5), ['%', '', '.', '.'], [(12, 6), (4, 2), (10, 8)], [True, False, False, False], 96, False, [False, False, True, True], 2038, 'East', (7, 5))
Element 3: (2, (7, 5), ['', '.', '.', '.'], [(13, 6), (5, 2), (9, 8)], [False, False, False, False], 94, False, [False, True, True, True], 2067, 'East', (8, 5))
Element 4: (2, (8, 5), ['', '.', '.', '.'], [(14, 6), (4, 2), (8, 8)], [False, False, False, False], 92, False, [False, True, True, True], 2096, 'East', (9, 5))
Element 5: (2, (9, 5), ['', '.', '.', '.'], [(15, 6), (4, 1), (8, 7)], [False, False, False, False], 90, False, [False, True, True, True], 3125, 'East', (10, 5))
Element 6: (2, (10, 5), ['', '.', '.', '%'], [(16, 6), (3, 1), (8, 6)], [False, False, False, True], 88, False, [False, True, True, False], 3164, 'North', (10, 6))
Element 7: (2, (10, 6), ['G', '', '%', '.'], [(17, 6), (2, 1), (9, 6)], [False, False, True, False], 86, False, [False, False, False, True], 3203, 'East', (11, 6))
Element 8: (2, (11, 6), ['G', '%', '', ''], [(18, 6), (1, 1), (10, 6)], [False, True, False, False], 84, False, [False, False, False, False], 3232, 'East', (12, 6))
Element 9: (2, (12, 6), ['G', '%', '', ''], [(17, 6), (1, 2), (11, 6)], [False, True, False, False], 82, False, [False, False, False, False], 3241, 'East', (13, 6))
Element 10: (2, (13, 6), ['G', '.', '.', ''], [(17, 5), (1, 1), (12, 6)], [False, False, False, False], 80, False, [False, True, True, False], 3250, 'North', (13, 7))
Element 11: (2, (13, 7), ['', 'G', '.', '.'], [(17, 4), (2, 1), (13, 6)], [False, False, False, False], 78, False, [False, False, True, True], 3269, 'East', (14, 7))
Element 12: (2, (14, 7), ['', '', '%', '.'], [(18, 4), (3, 1), (13, 5)], [False, False, True, False], 76, False, [False, False, False, True], 3298, 'East', (15, 7))
Element 13: (2, (15, 7), ['', '', '%', '.'], [(17, 4), (4, 1), (14, 5)], [False, False, True, False], 74, False, [False, False, False, True], 3317, 'East', (16, 7))
Element 14: (2, (16, 7), ['', '', '%', '%'], [(17, 3), (4, 2), (15, 5)], [False, False, True, True], 72, False, [False, False, False, False], 3346, 'South', (16, 6))
Element 15: (2, (16, 6), ['', 'G', '', ''], [(17, 2), (3, 2), (16, 5)], [False, False, False, False], 70, False, [False, False, False, False], 3365, 'East', (17, 6))
Element 16: (2, (17, 6), ['', '', '%', ''], [(17, 1), (3, 1), (16, 4)], [False, False, True, False], 68, False, [False, False, False, False], 3384, 'East', (18, 6))
Element 17: (2, (18, 6), ['', '%', '%', '%'], [(18, 1), (3, 2), (16, 3)], [False, True, True, True], 66, False, [False, False, False, False], 3403, 'West', (17, 6))
Element 18: (2, (17, 6), ['', '', '%', ''], [(17, 1), (2, 2), (16, 2)], [False, False, True, False], 64, False, [False, False, False, False], 3412, 'South', (17, 5))
Element 19: (2, (17, 5), ['', '', '', '%'], [(17, 2), (2, 1), (16, 1)], [False, False, False, True], 62, False, [False, False, False, False], 3421, 'South', (17, 4))
Element 20: (2, (17, 4), ['', '', '', ''], [(17, 1), (2, 2), (15, 1)], [False, False, False, False], 60, False, [False, False, False, False], 3430, 'East', (18, 4))
Element 21: (2, (18, 4), ['', '%', '%', '%'], [(17, 2), (1, 2), (15, 2)], [False, True, True, True], 58, False, [False, False, False, False], 3439, 'West', (17, 4))
Element 22: (2, (17, 4), ['', '', '', ''], [(16, 2), (2, 2), (15, 3)], [False, False, False, False], 56, False, [False, False, False, False], 3448, 'South', (17, 3))
Element 23: (2, (17, 3), ['G', '', '', '%'], [(16, 3), (2, 2), (14, 3)], [False, False, False, True], 54, False, [False, False, False, False], 3457, 'South', (17, 2))
Element 24: (2, (17, 2), ['', '', '', '%'], [(16, 4), (3, 2), (14, 4)], [False, False, False, True], 52, False, [False, False, False, False], 3466, 'South', (17, 1))
Element 25: (2, (17, 1), ['', '%', '', ''], [(16, 5), (4, 2), (13, 4)], [False, True, False, False], 50, False, [False, False, False, False], 3475, 'East', (18, 1))
Element 26: (2, (18, 1), ['', '%', '%', '%'], [(15, 5), (5, 2), (13, 3)], [False, True, True, True], 48, False, [False, False, False, False], 3484, 'West', (17, 1))
Element 27: (2, (17, 1), ['', '%', '', ''], [(14, 5), (4, 2), (12, 3)], [False, True, False, False], 46, False, [False, False, False, False], 3493, 'West', (16, 1))
Element 28: (2, (16, 1), ['', '%', '', ''], [(14, 4), (4, 1), (12, 4)], [False, True, False, False], 44, False, [False, False, False, False], 3502, 'North', (16, 2))
Element 29: (2, (16, 2), ['', '', '', ''], [(14, 3), (3, 1), (11, 4)], [False, False, False, False], 42, False, [False, False, False, False], 3511, 'North', (16, 3))
Element 30: (2, (16, 3), ['G', '', '', ''], [(15, 3), (2, 1), (11, 3)], [False, False, False, False], 40, False, [False, False, False, False], 3520, 'North', (16, 4))
Element 31: (2, (16, 4), ['%', '', '', ''], [(15, 2), (1, 1), (11, 2)], [True, False, False, False], 38, False, [False, False, False, False], 3529, 'North', (16, 5))
Element 32: (2, (16, 5), ['', '', '', ''], [(15, 1), (1, 2), (11, 1)], [False, False, False, False], 36, False, [False, False, False, False], 3538, 'West', (15, 5))
Element 33: #1#
