Element 1: (2, (12, 7), ['.', 'G', '.', '.'], [(12, 6), (12, 3), (13, 13)], [False, False, False, False], 98, False, [True, False, True, True], 1009, 'East', (13, 7))
Element 2: (2, (13, 7), ['', '', '.', '.'], [(11, 6), (13, 3), (14, 13)], [False, False, False, False], 96, False, [False, False, True, True], 1048, 'East', (14, 7))
Element 3: (2, (14, 7), ['', '.', '%', '.'], [(11, 7), (14, 3), (14, 12)], [False, False, True, False], 94, False, [False, True, False, True], 1087, 'East', (15, 7))
Element 4: (2, (15, 7), ['', '.', '%', '.'], [(12, 7), (15, 3), (15, 12)], [False, False, True, False], 92, False, [False, True, False, True], 1116, 'East', (16, 7))
Element 5: (2, (16, 7), ['', '.', '%', '%'], [(12, 8), (16, 3), (16, 12)], [False, False, True, True], 90, False, [False, True, False, False], 1155, 'South', (16, 6))
Element 6: (2, (16, 6), ['.', '.', '', '.'], [(13, 8), (17, 3), (17, 12)], [False, False, False, False], 88, False, [True, True, False, True], 1194, 'East', (17, 6))
Element 7: (2, (17, 6), ['', '.', '%', '.'], [(13, 9), (17, 4), (18, 12)], [False, False, True, False], 86, False, [False, True, False, True], 1233, 'East', (18, 6))
Element 8: (2, (18, 6), ['', '%', '%', '%'], [(14, 9), (18, 4), (18, 13)], [False, True, True, True], 84, False, [False, False, False, False], 1272, 'West', (17, 6))
Element 9: (2, (17, 6), ['', '.', '%', ''], [(15, 9), (17, 4), (17, 13)], [False, False, True, False], 82, False, [False, True, False, False], 1291, 'South', (17, 5))
Element 10: (2, (17, 5), ['.', '', '', '%'], [(16, 9), (17, 3), (16, 13)], [False, False, False, True], 80, False, [True, False, False, False], 1320, 'West', (16, 5))
Element 11: (2, (16, 5), ['.', '.', '', ''], [(17, 9), (17, 4), (17, 13)], [False, False, False, False], 78, False, [True, True, False, False], 1339, 'South', (16, 4))
Element 12: (2, (16, 4), ['%', '', '', ''], [(18, 9), (17, 3), (18, 13)], [True, False, False, False], 76, False, [False, False, False, False], 1358, 'East', (17, 4))
Element 13: (2, (17, 4), ['', '', '', ''], [(18, 10), (16, 3), (18, 12)], [False, False, False, False], 74, False, [False, False, False, False], 1367, 'East', (18, 4))
Element 14: (2, (18, 4), ['', '%', '%', '%'], [(17, 10), (17, 3), (18, 11)], [False, True, True, True], 72, False, [False, False, False, False], 1386, 'West', (17, 4))
Element 15: (2, (17, 4), ['', '', '', ''], [(16, 10), (17, 2), (17, 11)], [False, False, False, False], 70, False, [False, False, False, False], 1415, 'South', (17, 3))
Element 16: (2, (17, 3), ['', '', '', '%'], [(15, 10), (17, 1), (16, 11)], [False, False, False, True], 68, False, [False, False, False, False], 1444, 'South', (17, 2))
Element 17: (2, (17, 2), ['.', '', '', '%'], [(16, 10), (18, 1), (15, 11)], [False, False, False, True], 66, False, [True, False, False, False], 1463, 'West', (16, 2))
Element 18: (2, (16, 2), ['.', '.', '', ''], [(17, 10), (17, 1), (15, 10)], [False, False, False, False], 64, False, [True, True, False, False], 1472, 'South', (16, 1))
Element 19: (2, (16, 1), ['.', '%', '', ''], [(18, 10), (17, 2), (16, 10)], [False, True, False, False], 62, False, [True, False, False, False], 1481, 'West', (15, 1))
Element 20: (2, (15, 1), ['.', '%', '.', ''], [(18, 9), (17, 1), (17, 10)], [False, True, False, False], 60, False, [True, False, True, False], 1490, 'North', (15, 2))
Element 21: (2, (15, 2), ['%', '', '', ''], [(18, 8), (17, 2), (18, 10)], [True, False, False, False], 58, False, [False, False, False, False], 1509, 'North', (15, 3))
Element 22: (2, (15, 3), ['', '', '%', ''], [(17, 8), (16, 2), (18, 9)], [False, False, True, False], 56, False, [False, False, False, False], 1518, 'East', (16, 3))
Element 23: (2, (16, 3), ['', '', '', ''], [(17, 9), (16, 1), (18, 8)], [False, False, False, False], 54, False, [False, False, False, False], 1517, 'West', (15, 3))
Element 24: (2, (15, 3), ['', '', '%', ''], [(18, 9), (15, 1), (17, 8)], [False, False, True, False], 52, False, [False, False, False, False], 1516, 'West', (14, 3))
Element 25: (2, (14, 3), ['', '%', '.', ''], [(18, 8), (14, 1), (17, 9)], [False, True, False, False], 50, False, [False, False, True, False], 1525, 'North', (14, 4))
Element 26: (2, (14, 4), ['.', '', '.', '%'], [(18, 9), (13, 1), (16, 9)], [False, False, False, True], 48, False, [True, False, True, False], 1544, 'North', (14, 5))
Element 27: (2, (14, 5), ['.', '', '.', '.'], [(17, 9), (12, 1), (15, 9)], [False, False, False, False], 46, False, [True, False, True, True], 1563, 'East', (15, 5))
Element 28: (2, (15, 5), ['', '%', '.', ''], [(17, 8), (11, 1), (14, 9)], [False, True, False, False], 44, False, [False, False, True, False], 1582, 'North', (15, 6))
Element 29: (2, (15, 6), ['.', '', '', ''], [(17, 9), (10, 1), (13, 9)], [False, False, False, False], 42, False, [True, False, False, False], 2591, 'West', (14, 6))
Element 30: (2, (14, 6), ['', '', '', ''], [(16, 9), (10, 2), (12, 9)], [False, False, False, False], 40, False, [False, False, False, False], 2620, 'West', (13, 6))
Element 31: (2, (13, 6), ['', '.', '', ''], [(16, 10), (11, 2), (11, 9)], [False, False, False, False], 38, False, [False, True, False, False], 2639, 'South', (13, 5))
Element 32: (2, (13, 5), ['%', '.', '', ''], [(16, 9), (10, 2), (12, 9)], [True, False, False, False], 36, False, [False, True, False, False], 2648, 'South', (13, 4))
Element 33: (2, (13, 4), ['.', '', '', ''], [(15, 9), (10, 1), (12, 8)], [False, False, False, False], 34, False, [True, False, False, False], 2657, 'West', (12, 4))
Element 34: (2, (12, 4), ['.', '', '%', ''], [(15, 10), (9, 1), (13, 8)], [False, False, True, False], 32, False, [True, False, False, False], 2676, 'West', (11, 4))
Element 35: (2, (11, 4), ['.', '', '%', ''], [(15, 9), (8, 1), (13, 7)], [False, False, True, False], 30, False, [True, False, False, False], 2695, 'West', (10, 4))
Element 36: (2, (10, 4), ['.', '%', '.', ''], [(14, 9), (7, 1), (14, 7)], [False, True, False, False], 28, False, [True, False, True, False], 2714, 'North', (10, 5))
Element 37: (2, (10, 5), ['.', '', '.', '%'], [(13, 9), (6, 1), (15, 7)], [False, False, False, True], 26, False, [True, False, True, False], 2733, 'North', (10, 6))
Element 38: (2, (10, 6), ['.', '', '%', ''], [(12, 9), (7, 1), (16, 7)], [False, False, True, False], 24, False, [True, False, False, False], 2742, 'West', (9, 6))
Element 39: (2, (9, 6), ['.', '.', '%', ''], [(11, 9), (8, 1), (16, 6)], [False, False, True, False], 22, False, [True, True, False, False], 2751, 'South', (9, 5))
Element 40: (2, (9, 5), ['.', '.', '', ''], [(12, 9), (9, 1), (17, 6)], [False, False, False, False], 20, False, [True, True, False, False], 2760, 'South', (9, 4))
Element 41: (2, (9, 4), ['.', '.', '', ''], [(13, 9), (10, 1), (18, 6)], [False, False, False, False], 18, False, [True, True, False, False], 2769, 'South', (9, 3))
Element 42: (2, (9, 3), ['.', '%', '', '%'], [(13, 8), (11, 1), (17, 6)], [False, True, False, True], 16, False, [True, False, False, False], 2778, 'West', (8, 3))
Element 43: (2, (8, 3), ['.', '%', '.', ''], [(13, 7), (11, 2), (17, 5)], [False, True, False, False], 14, False, [True, False, True, False], 2787, 'North', (8, 4))
Element 44: (2, (8, 4), ['.', '', '.', ''], [(14, 7), (11, 1), (17, 4)], [False, False, False, False], 12, False, [True, False, True, False], 2796, 'North', (8, 5))
Element 45: (2, (8, 5), ['.', '', '.', ''], [(15, 7), (12, 1), (18, 4)], [False, False, False, False], 10, False, [True, False, True, False], 2805, 'North', (8, 6))
Element 46: (2, (8, 6), ['.', '', 'F', ''], [(16, 7), (13, 1), (17, 4)], [False, False, False, False], 8, False, [True, False, False, False], 2814, 'North', (8, 7))
Element 47: (2, (8, 7), ['.', '', '.', '%'], [(16, 6), (14, 1), (17, 3)], [False, False, False, True], 6, False, [True, False, True, False], 3813, 'North', (8, 8))
Element 48: (2, (8, 8), ['%', '', '%', '.'], [(17, 6), (15, 1), (17, 2)], [True, False, True, False], 4, False, [False, False, False, True], 3822, 'East', (9, 8))
Element 49: (2, (9, 8), ['', '%', '%', '.'], [(18, 6), (15, 2), (17, 1)], [False, True, True, False], 2, False, [False, False, False, True], 3831, 'East', (10, 8))
Element 50: (2, (10, 8), ['', '%', '%', '%'], [(18, 6), (15, 2), (18, 1)], [False, True, True, True], 0, False, [False, False, False, False], 3840, 'Stop', (10, 8))
Element 51: #0#
