Element 1: (3, (16, 2), ['.', '.', 'G', '.'], [(8, 6), (3, 5), (16, 3)], [False, False, False, False], 98, False, [True, True, False, True], 29, 'East', (17, 2))
Element 2: (3, (17, 2), ['', '.', 'G', '%'], [(8, 7), (2, 5), (17, 3)], [False, False, False, True], 96, False, [False, True, False, False], 1058, 'South', (17, 1))
Element 3: (3, (17, 1), ['.', '%', '', '.'], [(8, 8), (1, 5), (17, 4)], [False, True, False, False], 94, False, [True, False, False, True], 1097, 'East', (18, 1))
Element 4: (3, (18, 1), ['', '%', '%', '%'], [(9, 8), (2, 5), (18, 4)], [False, True, True, True], 92, False, [False, False, False, False], 1126, 'West', (17, 1))
Element 5: (3, (17, 1), ['.', '%', '', ''], [(10, 8), (3, 5), (17, 4)], [False, True, False, False], 90, False, [True, False, False, False], 1135, 'West', (16, 1))
Element 6: (3, (16, 1), ['.', '%', '', ''], [(9, 8), (4, 5), (17, 5)], [False, True, False, False], 88, False, [True, False, False, False], 1154, 'West', (15, 1))
Element 7: (3, (15, 1), ['.', '%', '.', ''], [(8, 8), (4, 5), (17, 6)], [False, True, False, False], 86, False, [True, False, True, False], 1173, 'North', (15, 2))
Element 8: (3, (15, 2), ['%', '', '', ''], [(8, 7), (3, 5), (18, 6)], [True, False, False, False], 84, False, [False, False, False, False], 1192, 'North', (15, 3))
Element 9: (3, (15, 3), ['.', '', '%', ''], [(7, 7), (2, 5), (17, 6)], [False, False, True, False], 82, False, [True, False, False, False], 1201, 'West', (14, 3))
Element 10: (3, (14, 3), ['.', '%', '.', ''], [(6, 7), (1, 5), (16, 6)], [False, True, False, False], 80, False, [True, False, True, False], 1230, 'North', (14, 4))
Element 11: (3, (14, 4), ['.', '', '.', '%'], [(6, 6), (2, 5), (16, 7)], [False, False, False, True], 78, False, [True, False, True, False], 1259, 'North', (14, 5))
Element 12: (3, (14, 5), ['.', '', '.', '.'], [(6, 5), (3, 5), (15, 7)], [False, False, False, False], 76, False, [True, False, True, True], 2278, 'East', (15, 5))
Element 13: (3, (15, 5), ['', '%', 'G', '.'], [(7, 5), (4, 5), (15, 6)], [False, True, False, False], 74, False, [False, False, False, True], 2307, 'East', (16, 5))
Element 14: (3, (16, 5), ['', '.', '', ''], [(8, 5), (4, 5), (14, 6)], [False, False, False, False], 72, False, [False, True, False, False], 2336, 'South', (16, 4))
Element 15: (3, (16, 4), ['%', '', '', ''], [(9, 5), (3, 5), (14, 7)], [True, False, False, False], 70, False, [False, False, False, False], 2365, 'East', (17, 4))
Element 16: (3, (17, 4), ['', '', '', ''], [(10, 5), (2, 5), (13, 7)], [False, False, False, False], 68, False, [False, False, False, False], 2384, 'East', (18, 4))
Element 17: (3, (18, 4), ['', '%', '%', '%'], [(10, 6), (1, 5), (13, 8)], [False, True, True, True], 66, False, [False, False, False, False], 2403, 'West', (17, 4))
Element 18: (3, (17, 4), ['', '', '', ''], [(11, 6), (2, 5), (13, 9)], [False, False, False, False], 64, False, [False, False, False, False], 2422, 'North', (17, 5))
Element 19: (3, (17, 5), ['', '', '', '%'], [(12, 6), (3, 5), (14, 9)], [False, False, False, True], 62, False, [False, False, False, False], 3431, 'North', (17, 6))
Element 20: (3, (17, 6), ['', '', '%', ''], [(13, 6), (4, 5), (15, 9)], [False, False, True, False], 60, False, [False, False, False, False], 3450, 'East', (18, 6))
Element 21: (3, (18, 6), ['', '%', '%', '%'], [(13, 5), (4, 5), (16, 9)], [False, True, True, True], 58, False, [False, False, False, False], 3469, 'West', (17, 6))
Element 22: (3, (17, 6), ['', '', '%', ''], [(13, 4), (3, 5), (17, 9)], [False, False, True, False], 56, False, [False, False, False, False], 3488, 'West', (16, 6))
Element 23: (3, (16, 6), ['', '', '', ''], [(13, 3), (2, 5), (18, 9)], [False, False, False, False], 54, False, [False, False, False, False], 3507, 'North', (16, 7))
Element 24: (3, (16, 7), ['', '', '%', '%'], [(12, 3), (1, 5), (18, 10)], [False, False, True, True], 52, False, [False, False, False, False], 3526, 'West', (15, 7))
Element 25: (3, (15, 7), ['', '', '%', ''], [(12, 4), (2, 5), (18, 11)], [False, False, True, False], 50, False, [False, False, False, False], 3545, 'South', (15, 6))
Element 26: (3, (15, 6), ['', '', '', ''], [(11, 4), (3, 5), (18, 12)], [False, False, False, False], 48, False, [False, False, False, False], 3564, 'West', (14, 6))
Element 27: (3, (14, 6), ['', '', '', ''], [(11, 3), (4, 5), (18, 13)], [False, False, False, False], 46, False, [False, False, False, False], 3583, 'North', (14, 7))
Element 28: (3, (14, 7), ['', '', '%', ''], [(11, 2), (4, 5), (17, 13)], [False, False, True, False], 44, False, [False, False, False, False], 3602, 'West', (13, 7))
Element 29: (3, (13, 7), ['.', '', '', ''], [(11, 1), (3, 5), (17, 12)], [False, False, False, False], 42, False, [True, False, False, False], 3621, 'West', (12, 7))
Element 30: #1#
