Element 1: (0, (13, 7), ['.', 'G', '.', '.'], [(6, 3), (13, 6), (14, 1)], [False, False, False, False], 98, False, [True, False, True, True], 0, 'East', (14, 7))
Element 2: (0, (14, 7), ['', '.', '%', '.'], [(7, 3), (12, 6), (15, 1)], [False, False, True, False], 96, False, [False, True, False, True], 1029, 'East', (15, 7))
Element 3: (0, (15, 7), ['', '.', '%', '.'], [(8, 3), (12, 7), (16, 1)], [False, False, True, False], 94, False, [False, True, False, True], 1068, 'East', (16, 7))
Element 4: (0, (16, 7), ['', '.', '%', '%'], [(9, 3), (12, 8), (17, 1)], [False, False, True, True], 92, False, [False, True, False, False], 1107, 'South', (16, 6))
Element 5: (0, (16, 6), ['.', '.', '', '.'], [(9, 4), (13, 8), (18, 1)], [False, False, False, False], 90, False, [True, True, False, True], 1146, 'East', (17, 6))
Element 6: (0, (17, 6), ['', '.', '%', '.'], [(10, 4), (13, 9), (17, 1)], [False, False, True, False], 88, False, [False, True, False, True], 1175, 'East', (18, 6))
Element 7: (0, (18, 6), ['', '%', '%', '%'], [(11, 4), (14, 9), (17, 2)], [False, True, True, True], 86, False, [False, False, False, False], 1214, 'West', (17, 6))
Element 8: (0, (17, 6), ['', '.', '%', ''], [(12, 4), (15, 9), (17, 3)], [False, False, True, False], 84, False, [False, True, False, False], 1243, 'South', (17, 5))
Element 9: (0, (17, 5), ['.', 'G', '', '%'], [(13, 4), (16, 9), (17, 4)], [False, False, False, True], 82, False, [True, False, False, False], 1282, 'West', (16, 5))
Element 10: (0, (16, 5), ['.', '.', '', ''], [(14, 4), (17, 9), (18, 4)], [False, False, False, False], 80, False, [True, True, False, False], 1321, 'South', (16, 4))
Element 11: (0, (16, 4), ['%', '.', '', 'G'], [(14, 5), (18, 9), (17, 4)], [True, False, False, False], 78, False, [False, True, False, False], 1350, 'South', (16, 3))
Element 12: (0, (16, 3), ['.', '.', 'G', ''], [(15, 5), (18, 10), (16, 4)], [False, False, False, False], 76, False, [True, True, False, False], 1379, 'South', (16, 2))
Element 13: (0, (16, 2), ['.', '', '', ''], [(15, 6), (18, 11), (16, 5)], [False, False, False, False], 74, False, [True, False, False, False], 1408, 'West', (15, 2))
Element 14: (0, (15, 2), ['%', '', '.', ''], [(14, 6), (18, 12), (17, 5)], [True, False, False, False], 72, False, [False, False, True, False], 1437, 'North', (15, 3))
Element 15: (0, (15, 3), ['.', '', '%', ''], [(14, 7), (18, 13), (17, 6)], [False, False, True, False], 70, False, [True, False, False, False], 1456, 'West', (14, 3))
Element 16: (0, (14, 3), ['.', '%', '', ''], [(15, 7), (17, 13), (18, 6)], [False, True, False, False], 68, False, [True, False, False, False], 1475, 'West', (13, 3))
Element 17: (0, (13, 3), ['.', '%', '', ''], [(16, 7), (17, 12), (17, 6)], [False, True, False, False], 66, False, [True, False, False, False], 1494, 'West', (12, 3))
Element 18: (0, (12, 3), ['.', '%', '', ''], [(16, 6), (17, 11), (17, 5)], [False, True, False, False], 64, False, [True, False, False, False], 1513, 'West', (11, 3))
Element 19: (0, (11, 3), ['%', '.', '', ''], [(17, 6), (17, 10), (16, 5)], [True, False, False, False], 62, False, [False, True, False, False], 1532, 'South', (11, 2))
Element 20: (0, (11, 2), ['.', '.', '', '%'], [(18, 6), (16, 10), (17, 5)], [False, False, False, True], 60, False, [True, True, False, False], 1551, 'South', (11, 1))
Element 21: (0, (11, 1), ['F', '%', '', '.'], [(17, 6), (16, 11), (16, 5)], [False, True, False, False], 58, False, [False, False, False, True], 1570, 'West', (10, 1))
Element 22: (0, (10, 1), ['.', '%', '.', ''], [(17, 5), (16, 12), (16, 6)], [False, True, False, False], 56, False, [True, False, True, False], 2579, 'North', (10, 2))
Element 23: (0, (10, 2), ['%', '', '%', ''], [(17, 4), (16, 13), (16, 7)], [True, False, True, False], 54, False, [False, False, False, False], 2598, 'South', (10, 1))
Element 24: (0, (10, 1), ['.', '%', '', ''], [(18, 4), (16, 12), (15, 7)], [False, True, False, False], 52, False, [True, False, False, False], 2597, 'West', (9, 1))
Element 25: (0, (9, 1), ['.', '%', '%', ''], [(17, 4), (15, 12), (15, 6)], [False, True, True, False], 50, False, [True, False, False, False], 2616, 'West', (8, 1))
Element 26: (0, (8, 1), ['.', '%', '%', ''], [(17, 3), (15, 11), (15, 5)], [False, True, True, False], 48, False, [True, False, False, False], 2635, 'West', (7, 1))
Element 27: (0, (7, 1), ['.', '%', '%', ''], [(17, 2), (15, 10), (14, 5)], [False, True, True, False], 46, False, [True, False, False, False], 2654, 'West', (6, 1))
Element 28: (0, (6, 1), ['%', '%', '%', ''], [(17, 1), (15, 11), (13, 5)], [True, True, True, False], 44, False, [False, False, False, False], 2673, 'East', (7, 1))
Element 29: (0, (7, 1), ['', '%', '%', ''], [(18, 1), (15, 12), (13, 6)], [False, True, True, False], 42, False, [False, False, False, False], 2672, 'East', (8, 1))
Element 30: (0, (8, 1), ['', '%', '%', ''], [(17, 1), (14, 12), (14, 6)], [False, True, True, False], 40, False, [False, False, False, False], 2681, 'East', (9, 1))
Element 31: (0, (9, 1), ['', '%', '%', ''], [(16, 1), (14, 13), (14, 7)], [False, True, True, False], 38, False, [False, False, False, False], 2690, 'East', (10, 1))
Element 32: (0, (10, 1), ['', '%', '', ''], [(16, 2), (13, 13), (13, 7)], [False, True, False, False], 36, False, [False, False, False, False], 2699, 'East', (11, 1))
