Element 1: (1, (1, 9), ['%', '%', '%', '.'], [(7, 10), (2, 1), (12, 8)], [True, True, True, False], 98, False, [False, False, False, True], 9, 'East', (2, 9))
Element 2: (1, (2, 9), ['', '.', '%', '%'], [(8, 10), (3, 1), (13, 8)], [False, False, True, True], 96, False, [False, True, False, False], 48, 'South', (2, 8))
Element 3: (1, (2, 8), ['%', '%', '', '.'], [(9, 10), (4, 1), (13, 9)], [True, True, False, False], 94, False, [False, False, False, True], 87, 'East', (3, 8))
Element 4: (1, (3, 8), ['', '%', '%', '.'], [(9, 11), (4, 2), (14, 9)], [False, True, True, False], 92, False, [False, False, False, True], 126, 'East', (4, 8))
Element 5: (1, (4, 8), ['', '.', '%', '.'], [(10, 11), (5, 2), (15, 9)], [False, False, True, False], 90, False, [False, True, False, True], 165, 'East', (5, 8))
Element 6: (1, (5, 8), ['', '.', '%', '%'], [(11, 11), (4, 2), (16, 9)], [False, False, True, True], 88, False, [False, True, False, False], 194, 'South', (5, 7))
Element 7: (1, (5, 7), ['.', '%', '', '.'], [(12, 11), (3, 2), (17, 9)], [False, True, False, False], 86, False, [True, False, False, True], 233, 'East', (6, 7))
Element 8: (1, (6, 7), ['', '.', '%', '.'], [(13, 11), (2, 2), (18, 9)], [False, False, True, False], 84, False, [False, True, False, True], 272, 'East', (7, 7))
Element 9: (1, (7, 7), ['', '.', '%', 'F'], [(12, 11), (1, 2), (18, 10)], [False, False, True, False], 82, False, [False, True, False, False], 301, 'East', (8, 7))
Element 10: (1, (8, 7), ['', '.', '.', '%'], [(11, 11), (1, 1), (18, 11)], [False, False, False, True], 80, False, [False, True, True, False], 1320, 'North', (8, 8))
Element 11: (1, (8, 8), ['%', '', '%', '.'], [(11, 12), (1, 2), (18, 12)], [True, False, True, False], 78, False, [False, False, False, True], 1349, 'East', (9, 8))
Element 12: (1, (9, 8), ['', '%', '%', '.'], [(11, 13), (2, 2), (18, 13)], [False, True, True, False], 76, False, [False, False, False, True], 1378, 'East', (10, 8))
Element 13: (1, (10, 8), ['', '%', '%', '%'], [(12, 13), (3, 2), (17, 13)], [False, True, True, True], 74, False, [False, False, False, False], 1407, 'West', (9, 8))
Element 14: (1, (9, 8), ['', '%', '%', ''], [(13, 13), (4, 2), (17, 12)], [False, True, True, False], 72, False, [False, False, False, False], 1426, 'West', (8, 8))
Element 15: (1, (8, 8), ['%', '', '%', ''], [(14, 13), (4, 1), (17, 11)], [True, False, True, False], 70, False, [False, False, False, False], 1445, 'South', (8, 7))
Element 16: (1, (8, 7), ['', '.', '', '%'], [(14, 12), (3, 1), (17, 10)], [False, False, False, True], 68, False, [False, True, False, False], 1464, 'South', (8, 6))
Element 17: (1, (8, 6), ['.', '.', '', '.'], [(15, 12), (3, 2), (16, 10)], [False, False, False, False], 66, False, [True, True, False, True], 1493, 'East', (9, 6))
Element 18: (1, (9, 6), ['', '.', '%', '.'], [(16, 12), (3, 1), (16, 11)], [False, False, True, False], 64, False, [False, True, False, True], 1522, 'East', (10, 6))
Element 19: (1, (10, 6), ['', '.', '%', '.'], [(16, 13), (2, 1), (15, 11)], [False, False, True, False], 62, False, [False, True, False, True], 1551, 'East', (11, 6))
Element 20: (1, (11, 6), ['', '%', '.', 'F'], [(17, 13), (2, 2), (15, 10)], [False, True, False, False], 60, False, [False, False, True, False], 1570, 'East', (12, 6))
Element 21: (1, (12, 6), ['', '%', '.', '.'], [(18, 13), (2, 1), (15, 11)], [False, True, False, False], 58, False, [False, False, True, True], 2569, 'East', (13, 6))
Element 22: (1, (13, 6), ['', '.', '.', '.'], [(18, 12), (1, 1), (15, 12)], [False, False, False, False], 56, False, [False, True, True, True], 2578, 'East', (14, 6))
Element 23: (1, (14, 6), ['', '.', '.', '.'], [(18, 11), (2, 1), (16, 12)], [False, False, False, False], 54, False, [False, True, True, True], 2587, 'East', (15, 6))
Element 24: (1, (15, 6), ['', '.', '.', '.'], [(18, 10), (2, 1), (16, 13)], [False, False, False, False], 52, False, [False, True, True, True], 2596, 'East', (16, 6))
Element 25: (1, (16, 6), ['', '.', '.', '.'], [(18, 9), (3, 1), (16, 12)], [False, False, False, False], 50, False, [False, True, True, True], 2605, 'East', (17, 6))
