Element 1: (2, (9, 4), ['.', '.', 'G', '.'], [(18, 12), (6, 10), (9, 5)], [False, False, False, False], 98, False, [True, True, False, True], 19, 'East', (10, 4))
Element 2: (2, (10, 4), ['', '%', 'G', '.'], [(18, 13), (7, 10), (10, 5)], [False, True, False, False], 96, False, [False, False, False, True], 58, 'East', (11, 4))
Element 3: (2, (11, 4), ['', '.', '%', '.'], [(17, 13), (8, 10), (10, 6)], [False, False, True, False], 94, False, [False, True, False, True], 97, 'East', (12, 4))
Element 4: (2, (12, 4), ['', '.', '%', '.'], [(16, 13), (9, 10), (11, 6)], [False, False, True, False], 92, False, [False, True, False, True], 136, 'East', (13, 4))
Element 5: (2, (13, 4), ['', '.', '.', '.'], [(16, 12), (9, 11), (12, 6)], [False, False, False, False], 90, False, [False, True, True, True], 1165, 'East', (14, 4))
Element 6: (2, (14, 4), ['', '.', '.', '%'], [(16, 11), (10, 11), (13, 6)], [False, False, False, True], 88, False, [False, True, True, False], 1204, 'North', (14, 5))
Element 7: (2, (14, 5), ['.', '', 'G', '.'], [(17, 11), (11, 11), (14, 6)], [False, False, False, False], 86, False, [True, False, False, True], 1243, 'East', (15, 5))
Element 8: (2, (15, 5), ['', '%', 'G', '.'], [(18, 11), (12, 11), (15, 6)], [False, True, False, False], 84, False, [False, False, False, True], 1282, 'East', (16, 5))
Element 9: (2, (16, 5), ['', '.', 'G', '.'], [(18, 10), (13, 11), (16, 6)], [False, False, False, False], 82, False, [False, True, False, True], 1321, 'East', (17, 5))
Element 10: (2, (17, 5), ['', '.', 'G', '%'], [(18, 9), (12, 11), (17, 6)], [False, False, False, True], 80, False, [False, True, False, False], 1350, 'South', (17, 4))
Element 11: (2, (17, 4), ['.', '.', '', '.'], [(18, 8), (11, 11), (18, 6)], [False, False, False, False], 78, False, [True, True, False, True], 1379, 'East', (18, 4))
Element 12: (2, (18, 4), ['', '%', '%', '%'], [(17, 8), (11, 12), (17, 6)], [False, True, True, True], 76, False, [False, False, False, False], 1408, 'West', (17, 4))
Element 13: (2, (17, 4), ['.', '.', 'G', ''], [(17, 9), (11, 13), (17, 5)], [False, False, False, False], 74, False, [True, True, False, False], 1427, 'South', (17, 3))
Element 14: (2, (17, 3), ['.', '.', 'G', '%'], [(17, 10), (12, 13), (17, 4)], [False, False, False, True], 72, False, [True, True, False, False], 1456, 'South', (17, 2))
Element 15: (2, (17, 2), ['.', '.', '', '%'], [(16, 10), (13, 13), (16, 4)], [False, False, False, True], 70, False, [True, True, False, False], 1495, 'South', (17, 1))
Element 16: (2, (17, 1), ['.', '%', '', '.'], [(16, 9), (14, 13), (16, 3)], [False, True, False, False], 68, False, [True, False, False, True], 1534, 'East', (18, 1))
Element 17: (2, (18, 1), ['', '%', '%', '%'], [(15, 9), (14, 12), (16, 2)], [False, True, True, True], 66, False, [False, False, False, False], 1573, 'West', (17, 1))
Element 18: (2, (17, 1), ['G', '%', '', ''], [(15, 10), (15, 12), (16, 1)], [False, True, False, False], 64, False, [False, False, False, False], 1602, 'North', (17, 2))
Element 19: (2, (17, 2), ['', '', '', '%'], [(15, 11), (16, 12), (15, 1)], [False, False, False, True], 62, False, [False, False, False, False], 1621, 'South', (17, 1))
Element 20: (2, (17, 1), ['', '%', '', ''], [(15, 12), (17, 12), (15, 2)], [False, True, False, False], 60, False, [False, False, False, False], 1630, 'North', (17, 2))
Element 21: (2, (17, 2), ['', '', '', '%'], [(14, 12), (18, 12), (15, 3)], [False, False, False, True], 58, False, [False, False, False, False], 1639, 'West', (16, 2))
Element 22: (2, (16, 2), ['', '', '', ''], [(14, 13), (18, 13), (14, 3)], [False, False, False, False], 56, False, [False, False, False, False], 1648, 'North', (16, 3))
Element 23: (2, (16, 3), ['', '', '', ''], [(13, 13), (17, 13), (13, 3)], [False, False, False, False], 54, False, [False, False, False, False], 1657, 'North', (16, 4))
Element 24: (2, (16, 4), ['%', '', '', ''], [(12, 13), (16, 13), (12, 3)], [True, False, False, False], 52, False, [False, False, False, False], 1666, 'South', (16, 3))
Element 25: (2, (16, 3), ['', '', '', ''], [(11, 13), (17, 13), (11, 3)], [False, False, False, False], 50, False, [False, False, False, False], 1675, 'West', (15, 3))
Element 26: (2, (15, 3), ['', '', '%', ''], [(11, 12), (18, 13), (11, 2)], [False, False, True, False], 48, False, [False, False, False, False], 1684, 'South', (15, 2))
Element 27: (2, (15, 2), ['%', '', '', ''], [(10, 12), (18, 12), (11, 1)], [True, False, False, False], 46, False, [False, False, False, False], 1703, 'South', (15, 1))
Element 28: (2, (15, 1), ['.', '%', '', ''], [(9, 12), (18, 11), (10, 1)], [False, True, False, False], 44, False, [True, False, False, False], 2712, 'West', (14, 1))
Element 29: (2, (14, 1), ['.', '%', '%', ''], [(9, 13), (18, 10), (10, 2)], [False, True, True, False], 42, False, [True, False, False, False], 2741, 'West', (13, 1))
Element 30: (2, (13, 1), ['.', '%', '%', ''], [(9, 12), (18, 9), (10, 1)], [False, True, True, False], 40, False, [True, False, False, False], 2750, 'West', (12, 1))
Element 31: (2, (12, 1), ['', '%', '%', ''], [(8, 12), (18, 8), (9, 1)], [False, True, True, False], 38, False, [False, False, False, False], 2779, 'West', (11, 1))
Element 32: (2, (11, 1), ['', '%', '', ''], [(9, 12), (17, 8), (8, 1)], [False, True, False, False], 36, False, [False, False, False, False], 2788, 'North', (11, 2))
Element 33: (2, (11, 2), ['', '', '', '%'], [(9, 11), (17, 9), (7, 1)], [False, False, False, True], 34, False, [False, False, False, False], 2797, 'North', (11, 3))
Element 34: (2, (11, 3), ['%', '', '', ''], [(10, 11), (17, 10), (6, 1)], [True, False, False, False], 32, False, [False, False, False, False], 2806, 'East', (12, 3))
Element 35: (2, (12, 3), ['', '%', '', ''], [(11, 11), (17, 11), (7, 1)], [False, True, False, False], 30, False, [False, False, False, False], 2805, 'East', (13, 3))
Element 36: (2, (13, 3), ['', '%', '', ''], [(12, 11), (16, 11), (8, 1)], [False, True, False, False], 28, False, [False, False, False, False], 2804, 'East', (14, 3))
Element 37: (2, (14, 3), ['', '%', '', ''], [(13, 11), (16, 10), (9, 1)], [False, True, False, False], 26, False, [False, False, False, False], 2803, 'West', (13, 3))
Element 38: (2, (13, 3), ['', '%', '', ''], [(12, 11), (16, 9), (10, 1)], [False, True, False, False], 24, False, [False, False, False, False], 2802, 'West', (12, 3))
Element 39: (2, (12, 3), ['', '%', '', ''], [(11, 11), (15, 9), (11, 1)], [False, True, False, False], 22, False, [False, False, False, False], 2801, 'West', (11, 3))
Element 40: (2, (11, 3), ['%', '', '', ''], [(10, 11), (14, 9), (12, 1)], [True, False, False, False], 20, False, [False, False, False, False], 2810, 'South', (11, 2))
Element 41: (2, (11, 2), ['', '', '', '%'], [(9, 11), (13, 9), (13, 1)], [False, False, False, True], 18, False, [False, False, False, False], 2819, 'West', (10, 2))
Element 42: (2, (10, 2), ['%', '', '%', ''], [(9, 10), (13, 8), (14, 1)], [True, False, True, False], 16, False, [False, False, False, False], 2828, 'South', (10, 1))
Element 43: (2, (10, 1), ['', '%', '', ''], [(8, 10), (13, 7), (13, 1)], [False, True, False, False], 14, False, [False, False, False, False], 2837, 'West', (9, 1))
Element 44: (2, (9, 1), ['', '%', '%', ''], [(7, 10), (14, 7), (12, 1)], [False, True, True, False], 12, False, [False, False, False, False], 2846, 'West', (8, 1))
Element 45: (2, (8, 1), ['', '%', '%', ''], [(7, 11), (15, 7), (11, 1)], [False, True, True, False], 10, False, [False, False, False, False], 2865, 'West', (7, 1))
Element 46: (2, (7, 1), ['', '%', '%', ''], [(6, 11), (16, 7), (11, 2)], [False, True, True, False], 8, False, [False, False, False, False], 2884, 'West', (6, 1))
Element 47: (2, (6, 1), ['%', '%', '%', ''], [(6, 12), (16, 6), (10, 2)], [True, True, True, False], 6, False, [False, False, False, False], 2893, 'East', (7, 1))
Element 48: (2, (7, 1), ['', '%', '%', ''], [(6, 13), (17, 6), (11, 2)], [False, True, True, False], 4, False, [False, False, False, False], 2902, 'East', (8, 1))
Element 49: (2, (8, 1), ['', '%', '%', ''], [(7, 13), (18, 6), (11, 3)], [False, True, True, False], 2, False, [False, False, False, False], 2911, 'East', (9, 1))
Element 50: (2, (9, 1), ['', '%', '%', ''], [(7, 13), (18, 6), (11, 4)], [False, True, True, False], 0, False, [False, False, False, False], 2910, 'Stop', (9, 1))
Element 51: #0#
