Element 1: (1, (1, 5), ['%', '%', '%', '.'], [(13, 1), (9, 8), (15, 2)], [True, True, True, False], 98, False, [False, False, False, True], 9, 'East', (2, 5))
Element 2: (1, (2, 5), ['', '%', '%', '.'], [(14, 1), (10, 8), (16, 2)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (3, 5))
Element 3: (1, (3, 5), ['', '%', '%', '.'], [(15, 1), (9, 8), (17, 2)], [False, True, True, False], 94, False, [False, False, False, True], 77, 'East', (4, 5))
Element 4: (1, (4, 5), ['', '%', '%', '%'], [(16, 1), (8, 8), (17, 3)], [False, True, True, True], 92, False, [False, False, False, False], 116, 'West', (3, 5))
Element 5: (1, (3, 5), ['', '%', '%', ''], [(17, 1), (8, 7), (17, 4)], [False, True, True, False], 90, False, [False, False, False, False], 1135, 'West', (2, 5))
Element 6: (1, (2, 5), ['', '%', '%', ''], [(18, 1), (8, 6), (18, 4)], [False, True, True, False], 88, False, [False, False, False, False], 1164, 'West', (1, 5))
Element 7: (1, (1, 5), ['%', '%', '%', ''], [(17, 1), (9, 6), (17, 4)], [True, True, True, False], 86, False, [False, False, False, False], 1173, 'Stop', (1, 5))
Element 8: (1, (1, 5), ['%', '%', '%', ''], [(17, 2), (10, 6), (17, 5)], [True, True, True, False], 84, False, [False, False, False, False], 1192, 'East', (2, 5))
Element 9: (1, (2, 5), ['', '%', '%', ''], [(17, 3), (11, 6), (17, 6)], [False, True, True, False], 82, False, [False, False, False, False], 1211, 'East', (3, 5))
Element 10: (1, (3, 5), ['', '%', '%', ''], [(16, 3), (12, 6), (18, 6)], [False, True, True, False], 80, False, [False, False, False, False], 2230, 'East', (4, 5))
Element 11: (1, (4, 5), ['', '%', '%', '%'], [(16, 4), (13, 6), (17, 6)], [False, True, True, True], 78, False, [False, False, False, False], 2249, 'West', (3, 5))
Element 12: (1, (3, 5), ['', '%', '%', ''], [(16, 5), (14, 6), (16, 6)], [False, True, True, False], 76, False, [False, False, False, False], 2278, 'West', (2, 5))
Element 13: (1, (2, 5), ['', '%', '%', ''], [(15, 5), (15, 6), (16, 7)], [False, True, True, False], 74, False, [False, False, False, False], 2307, 'West', (1, 5))
Element 14: (1, (1, 5), ['%', '%', '%', ''], [(14, 5), (15, 7), (16, 6)], [True, True, True, False], 72, False, [False, False, False, False], 2326, 'Stop', (1, 5))
Element 15: (1, (1, 5), ['%', '%', '%', ''], [(14, 4), (14, 7), (17, 6)], [True, True, True, False], 70, False, [False, False, False, False], 2345, 'East', (2, 5))
Element 16: (1, (2, 5), ['', '%', '%', ''], [(14, 3), (13, 7), (17, 5)], [False, True, True, False], 68, False, [False, False, False, False], 2364, 'East', (3, 5))
Element 17: (1, (3, 5), ['', '%', '%', ''], [(15, 3), (13, 8), (16, 5)], [False, True, True, False], 66, False, [False, False, False, False], 2383, 'East', (4, 5))
Element 18: (1, (4, 5), ['', '%', '%', '%'], [(15, 2), (13, 9), (16, 4)], [False, True, True, True], 64, False, [False, False, False, False], 2392, 'West', (3, 5))
Element 19: (1, (3, 5), ['', '%', '%', ''], [(16, 2), (14, 9), (16, 3)], [False, True, True, False], 62, False, [False, False, False, False], 2401, 'West', (2, 5))
Element 20: (1, (2, 5), ['', '%', '%', ''], [(15, 2), (15, 9), (15, 3)], [False, True, True, False], 60, False, [False, False, False, False], 2410, 'West', (1, 5))
Element 21: (1, (1, 5), ['%', '%', '%', ''], [(15, 3), (16, 9), (14, 3)], [True, True, True, False], 58, False, [False, False, False, False], 2419, 'Stop', (1, 5))
Element 22: (1, (1, 5), ['%', '%', '%', ''], [(14, 3), (17, 9), (13, 3)], [True, True, True, False], 56, False, [False, False, False, False], 2438, 'East', (2, 5))
Element 23: (1, (2, 5), ['', '%', '%', ''], [(13, 3), (18, 9), (13, 4)], [False, True, True, False], 54, False, [False, False, False, False], 2457, 'East', (3, 5))
Element 24: (1, (3, 5), ['', '%', '%', ''], [(12, 3), (18, 10), (13, 5)], [False, True, True, False], 52, False, [False, False, False, False], 2486, 'East', (4, 5))
Element 25: (1, (4, 5), ['', '%', '%', '%'], [(12, 4), (18, 11), (14, 5)], [False, True, True, True], 50, False, [False, False, False, False], 2505, 'West', (3, 5))
Element 26: (1, (3, 5), ['', '%', '%', ''], [(11, 4), (18, 12), (15, 5)], [False, True, True, False], 48, False, [False, False, False, False], 2524, 'West', (2, 5))
Element 27: (1, (2, 5), ['', '%', '%', ''], [(11, 3), (18, 13), (15, 6)], [False, True, True, False], 46, False, [False, False, False, False], 2543, 'West', (1, 5))
Element 28: (1, (1, 5), ['%', '%', '%', ''], [(11, 2), (17, 13), (15, 7)], [True, True, True, False], 44, False, [False, False, False, False], 2562, 'Stop', (1, 5))
Element 29: (1, (1, 5), ['%', '%', '%', ''], [(11, 1), (17, 12), (14, 7)], [True, True, True, False], 42, False, [False, False, False, False], 2581, 'East', (2, 5))
Element 30: (1, (2, 5), ['', '%', '%', ''], [(10, 1), (17, 11), (14, 6)], [False, True, True, False], 40, False, [False, False, False, False], 3590, 'East', (3, 5))
Element 31: (1, (3, 5), ['', '%', '%', ''], [(10, 2), (17, 10), (13, 6)], [False, True, True, False], 38, False, [False, False, False, False], 3609, 'East', (4, 5))
Element 32: (1, (4, 5), ['', '%', '%', '%'], [(10, 1), (16, 10), (13, 7)], [False, True, True, True], 36, False, [False, False, False, False], 3618, 'West', (3, 5))
Element 33: (1, (3, 5), ['', '%', '%', ''], [(9, 1), (16, 11), (12, 7)], [False, True, True, False], 34, False, [False, False, False, False], 3647, 'West', (2, 5))
Element 34: (1, (2, 5), ['', '%', '%', ''], [(8, 1), (16, 12), (12, 8)], [False, True, True, False], 32, False, [False, False, False, False], 3676, 'West', (1, 5))
Element 35: (1, (1, 5), ['%', '%', '%', ''], [(7, 1), (16, 13), (12, 9)], [True, True, True, False], 30, False, [False, False, False, False], 3705, 'Stop', (1, 5))
Element 36: (1, (1, 5), ['%', '%', '%', ''], [(6, 1), (16, 12), (11, 9)], [True, True, True, False], 28, False, [False, False, False, False], 3724, 'East', (2, 5))
Element 37: (1, (2, 5), ['', '%', '%', ''], [(7, 1), (15, 12), (12, 9)], [False, True, True, False], 26, False, [False, False, False, False], 3733, 'East', (3, 5))
Element 38: (1, (3, 5), ['', '%', '%', ''], [(8, 1), (15, 11), (13, 9)], [False, True, True, False], 24, False, [False, False, False, False], 3742, 'East', (4, 5))
Element 39: (1, (4, 5), ['', '%', '%', '%'], [(9, 1), (15, 10), (14, 9)], [False, True, True, True], 22, False, [False, False, False, False], 3751, 'West', (3, 5))
Element 40: (1, (3, 5), ['', '%', '%', ''], [(10, 1), (15, 11), (15, 9)], [False, True, True, False], 20, False, [False, False, False, False], 3750, 'West', (2, 5))
Element 41: (1, (2, 5), ['', '%', '%', ''], [(11, 1), (15, 12), (16, 9)], [False, True, True, False], 18, False, [False, False, False, False], 3749, 'West', (1, 5))
Element 42: (1, (1, 5), ['%', '%', '%', ''], [(11, 2), (14, 12), (17, 9)], [True, True, True, False], 16, False, [False, False, False, False], 3758, 'Stop', (1, 5))
Element 43: (1, (1, 5), ['%', '%', '%', ''], [(10, 2), (14, 13), (17, 8)], [True, True, True, False], 14, False, [False, False, False, False], 3777, 'East', (2, 5))
Element 44: (1, (2, 5), ['', '%', '%', ''], [(11, 2), (13, 13), (18, 8)], [False, True, True, False], 12, False, [False, False, False, False], 3796, 'East', (3, 5))
Element 45: (1, (3, 5), ['', '%', '%', ''], [(11, 3), (12, 13), (18, 9)], [False, True, True, False], 10, False, [False, False, False, False], 3805, 'East', (4, 5))
Element 46: (1, (4, 5), ['', '%', '%', '%'], [(11, 4), (11, 13), (18, 10)], [False, True, True, True], 8, False, [False, False, False, False], 3814, 'West', (3, 5))
Element 47: (1, (3, 5), ['', '%', '%', ''], [(10, 4), (11, 12), (18, 11)], [False, True, True, False], 6, False, [False, False, False, False], 3833, 'West', (2, 5))
Element 48: (1, (2, 5), ['', '%', '%', ''], [(10, 5), (11, 11), (18, 12)], [False, True, True, False], 4, False, [False, False, False, False], 3852, 'West', (1, 5))
Element 49: (1, (1, 5), ['%', '%', '%', ''], [(9, 5), (12, 11), (18, 13)], [True, True, True, False], 2, False, [False, False, False, False], 3871, 'Stop', (1, 5))
Element 50: (1, (1, 5), ['%', '%', '%', ''], [(9, 5), (13, 11), (17, 13)], [True, True, True, False], 0, False, [False, False, False, False], 3880, 'Stop', (1, 5))
Element 51: #0#
