Element 1: (2, (11, 6), ['.', '%', '.', 'F'], [(18, 10), (6, 10), (16, 4)], [False, True, False, False], 98, False, [True, False, True, False], 19, 'East', (12, 6))
Element 2: (2, (12, 6), ['', '%', '.', '.'], [(18, 11), (7, 10), (17, 4)], [False, True, False, False], 96, False, [False, False, True, True], 1048, 'East', (13, 6))
Element 3: (2, (13, 6), ['', '.', '.', '.'], [(18, 12), (8, 10), (18, 4)], [False, False, False, False], 94, False, [False, True, True, True], 1087, 'East', (14, 6))
Element 4: (2, (14, 6), ['', '.', '.', '.'], [(18, 13), (9, 10), (17, 4)], [False, False, False, False], 92, False, [False, True, True, True], 1116, 'East', (15, 6))
Element 5: (2, (15, 6), ['', '.', '.', '.'], [(17, 13), (9, 11), (17, 5)], [False, False, False, False], 90, False, [False, True, True, True], 1155, 'East', (16, 6))
Element 6: (2, (16, 6), ['', '.', '.', 'G'], [(17, 12), (10, 11), (17, 6)], [False, False, False, False], 88, False, [False, True, True, False], 1194, 'North', (16, 7))
Element 7: (2, (16, 7), ['.', '', '%', '%'], [(17, 11), (11, 11), (18, 6)], [False, False, True, True], 86, False, [True, False, False, False], 1233, 'West', (15, 7))
Element 8: (2, (15, 7), ['.', '', '%', ''], [(17, 10), (12, 11), (17, 6)], [False, False, True, False], 84, False, [True, False, False, False], 1262, 'West', (14, 7))
Element 9: (2, (14, 7), ['.', '', '%', ''], [(17, 9), (13, 11), (16, 6)], [False, False, True, False], 82, False, [True, False, False, False], 1291, 'West', (13, 7))
Element 10: (2, (13, 7), ['.', '', '.', ''], [(17, 8), (12, 11), (16, 5)], [False, False, False, False], 80, False, [True, False, True, False], 1320, 'North', (13, 8))
Element 11: (2, (13, 8), ['.', '', '.', '%'], [(18, 8), (11, 11), (15, 5)], [False, False, False, True], 78, False, [True, False, True, False], 1349, 'North', (13, 9))
Element 12: (2, (13, 9), ['.', '', '%', '.'], [(17, 8), (11, 12), (14, 5)], [False, False, True, False], 76, False, [True, False, False, True], 1378, 'East', (14, 9))
Element 13: (2, (14, 9), ['', '%', '%', '.'], [(17, 9), (11, 13), (14, 4)], [False, True, True, False], 74, False, [False, False, False, True], 1407, 'East', (15, 9))
Element 14: (2, (15, 9), ['', '%', '.', 'G'], [(16, 9), (12, 13), (14, 3)], [False, True, False, False], 72, False, [False, False, True, False], 1446, 'North', (15, 10))
Element 15: (2, (15, 10), ['%', '', '.', 'G'], [(16, 10), (13, 13), (15, 3)], [True, False, False, False], 70, False, [False, False, True, False], 1485, 'North', (15, 11))
Element 16: (2, (15, 11), ['%', '', '.', 'G'], [(16, 11), (14, 13), (16, 3)], [True, False, False, False], 68, False, [False, False, True, False], 1524, 'North', (15, 12))
Element 17: (2, (15, 12), ['G', '', '%', 'G'], [(16, 12), (14, 12), (17, 3)], [False, False, True, False], 66, False, [False, False, False, False], 1563, 'South', (15, 11))
Element 18: (2, (15, 11), ['%', '', 'G', ''], [(16, 13), (15, 12), (17, 2)], [True, False, False, False], 64, False, [False, False, False, False], 1582, 'South', (15, 10))
Element 19: (2, (15, 10), ['%', '', 'G', ''], [(16, 12), (15, 11), (17, 1)], [True, False, False, False], 62, False, [False, False, False, False], 1591, 'South', (15, 9))
Element 20: (2, (15, 9), ['', '%', '', ''], [(15, 12), (16, 11), (18, 1)], [False, True, False, False], 60, False, [False, False, False, False], 1600, 'West', (14, 9))
Element 21: (2, (14, 9), ['', '%', '%', ''], [(15, 11), (17, 11), (17, 1)], [False, True, True, False], 58, False, [False, False, False, False], 1599, 'West', (13, 9))
Element 22: (2, (13, 9), ['.', '', '%', ''], [(15, 10), (18, 11), (16, 1)], [False, False, True, False], 56, False, [True, False, False, False], 1608, 'West', (12, 9))
Element 23: (2, (12, 9), ['.', '.', '%', ''], [(15, 9), (18, 12), (16, 2)], [False, False, True, False], 54, False, [True, True, False, False], 1627, 'South', (12, 8))
Element 24: (2, (12, 8), ['%', '.', '', ''], [(14, 9), (18, 13), (15, 2)], [True, False, False, False], 52, False, [False, True, False, False], 1646, 'South', (12, 7))
Element 25: (2, (12, 7), ['.', '', '', ''], [(13, 9), (17, 13), (15, 1)], [False, False, False, False], 50, False, [True, False, False, False], 1665, 'West', (11, 7))
Element 26: (2, (11, 7), ['%', '', '%', ''], [(13, 8), (17, 12), (14, 1)], [True, False, True, False], 48, False, [False, False, False, False], 1684, 'East', (12, 7))
Element 27: (2, (12, 7), ['', '', '', 'G'], [(13, 7), (16, 12), (13, 1)], [False, False, False, False], 46, False, [False, False, False, False], 1693, 'North', (12, 8))
Element 28: (2, (12, 8), ['%', '', '', ''], [(14, 7), (16, 13), (12, 1)], [True, False, False, False], 44, False, [False, False, False, False], 1702, 'North', (12, 9))
Element 29: (2, (12, 9), ['.', '', '%', ''], [(15, 7), (16, 12), (11, 1)], [False, False, True, False], 42, False, [True, False, False, False], 1711, 'West', (11, 9))
Element 30: (2, (11, 9), ['%', '%', '%', ''], [(16, 7), (17, 12), (10, 1)], [True, True, True, False], 40, False, [False, False, False, False], 2720, 'East', (12, 9))
Element 31: (2, (12, 9), ['', '', '%', ''], [(16, 6), (17, 13), (10, 2)], [False, False, True, False], 38, False, [False, False, False, False], 2729, 'East', (13, 9))
Element 32: (2, (13, 9), ['', '', '%', ''], [(17, 6), (16, 13), (11, 2)], [False, False, True, False], 36, False, [False, False, False, False], 2738, 'South', (13, 8))
Element 33: (2, (13, 8), ['', '', '', '%'], [(18, 6), (17, 13), (11, 3)], [False, False, False, True], 34, False, [False, False, False, False], 2747, 'West', (12, 8))
