Element 1: (3, (17, 8), ['%', '%', '.', '.'], [(3, 12), (11, 11), (17, 5)], [True, True, False, False], 98, False, [False, False, True, True], 29, 'East', (18, 8))
Element 2: (3, (18, 8), ['', '%', '.', '%'], [(4, 12), (12, 11), (17, 6)], [False, True, False, True], 96, False, [False, False, True, False], 68, 'North', (18, 9))
Element 3: (3, (18, 9), ['.', '', '.', '%'], [(5, 12), (13, 11), (18, 6)], [False, False, False, True], 94, False, [True, False, True, False], 107, 'North', (18, 10))
Element 4: (3, (18, 10), ['.', '', '.', '%'], [(6, 12), (12, 11), (17, 6)], [False, False, False, True], 92, False, [True, False, True, False], 126, 'North', (18, 11))
Element 5: (3, (18, 11), ['.', '', '.', '%'], [(6, 13), (11, 11), (16, 6)], [False, False, False, True], 90, False, [True, False, True, False], 155, 'North', (18, 12))
Element 6: (3, (18, 12), ['.', '', '.', '%'], [(7, 13), (11, 12), (16, 7)], [False, False, False, True], 88, False, [True, False, True, False], 194, 'North', (18, 13))
Element 7: (3, (18, 13), ['.', '', '%', '%'], [(6, 13), (11, 13), (15, 7)], [False, False, True, True], 86, False, [True, False, False, False], 223, 'West', (17, 13))
Element 8: (3, (17, 13), ['.', '.', '%', ''], [(5, 13), (12, 13), (15, 6)], [False, False, True, False], 84, False, [True, True, False, False], 262, 'South', (17, 12))
Element 9: (3, (17, 12), ['.', '.', '', ''], [(6, 13), (13, 13), (15, 5)], [False, False, False, False], 82, False, [True, True, False, False], 291, 'South', (17, 11))
Element 10: (3, (17, 11), ['.', '.', '', ''], [(6, 12), (14, 13), (14, 5)], [False, False, False, False], 80, False, [True, True, False, False], 320, 'South', (17, 10))
Element 11: (3, (17, 10), ['.', '.', '', ''], [(6, 11), (14, 12), (14, 6)], [False, False, False, False], 78, False, [True, True, False, False], 359, 'South', (17, 9))
Element 12: (3, (17, 9), ['.', '', '', ''], [(7, 11), (15, 12), (14, 7)], [False, False, False, False], 76, False, [True, False, False, False], 398, 'West', (16, 9))
Element 13: (3, (16, 9), ['.', '%', '.', ''], [(7, 10), (16, 12), (13, 7)], [False, True, False, False], 74, False, [True, False, True, False], 437, 'North', (16, 10))
Element 14: (3, (16, 10), ['.', '', '.', ''], [(8, 10), (16, 13), (13, 8)], [False, False, False, False], 72, False, [True, False, True, False], 476, 'North', (16, 11))
Element 15: (3, (16, 11), ['.', '', '', ''], [(9, 10), (17, 13), (13, 9)], [False, False, False, False], 70, False, [True, False, False, False], 505, 'West', (15, 11))
