Element 1: (3, (17, 12), ['G', '.', '.', '.'], [(10, 1), (16, 12), (18, 10)], [False, False, False, False], 98, False, [False, True, True, True], 1019, 'East', (18, 12))
Element 2: (3, (18, 12), ['', 'G', '.', '%'], [(10, 2), (16, 13), (18, 11)], [False, False, False, True], 96, False, [False, False, True, False], 1058, 'North', (18, 13))
Element 3: (3, (18, 13), ['G', '', '%', '%'], [(11, 2), (17, 13), (17, 11)], [False, False, True, True], 94, False, [False, False, False, False], 1097, 'South', (18, 12))
Element 4: (3, (18, 12), ['', '', 'G', '%'], [(11, 3), (18, 13), (16, 11)], [False, False, False, True], 92, False, [False, False, False, False], 1116, 'West', (17, 12))
Element 5: (3, (17, 12), ['', '', '', 'G'], [(12, 3), (18, 12), (16, 10)], [False, False, False, False], 90, False, [False, False, False, False], 1135, 'North', (17, 13))
Element 6: (3, (17, 13), ['', '', '%', ''], [(13, 3), (18, 11), (16, 9)], [False, False, True, False], 88, False, [False, False, False, False], 1154, 'West', (16, 13))
Element 7: (3, (16, 13), ['%', '', '%', ''], [(14, 3), (18, 10), (17, 9)], [True, False, True, False], 86, False, [False, False, False, False], 1173, 'South', (16, 12))
Element 8: (3, (16, 12), ['', '', '', ''], [(15, 3), (18, 9), (17, 8)], [False, False, False, False], 84, False, [False, False, False, False], 1202, 'South', (16, 11))
Element 9: (3, (16, 11), ['.', '', '', ''], [(16, 3), (18, 8), (17, 9)], [False, False, False, False], 82, False, [True, False, False, False], 1221, 'West', (15, 11))
Element 10: (3, (15, 11), ['%', '.', '', ''], [(17, 3), (17, 8), (16, 9)], [True, False, False, False], 80, False, [False, True, False, False], 1240, 'South', (15, 10))
Element 11: (3, (15, 10), ['%', 'G', '', ''], [(17, 4), (17, 9), (15, 9)], [True, False, False, False], 78, False, [False, False, False, False], 1269, 'East', (16, 10))
Element 12: (3, (16, 10), ['', '', '', 'G'], [(18, 4), (17, 10), (14, 9)], [False, False, False, False], 76, False, [False, False, False, False], 1288, 'South', (16, 9))
Element 13: (3, (16, 9), ['', '%', '', ''], [(17, 4), (17, 11), (13, 9)], [False, True, False, False], 74, False, [False, False, False, False], 1297, 'East', (17, 9))
Element 14: (3, (17, 9), ['', '', '', ''], [(17, 5), (17, 12), (13, 8)], [False, False, False, False], 72, False, [False, False, False, False], 1316, 'East', (18, 9))
Element 15: (3, (18, 9), ['', '', '', '%'], [(17, 6), (17, 11), (13, 7)], [False, False, False, True], 70, False, [False, False, False, False], 1335, 'North', (18, 10))
