Element 1: (2, (7, 4), ['.', 'G', '.', '.'], [(7, 3), (3, 5), (8, 1)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'East', (8, 4))
Element 2: (2, (8, 4), ['', 'G', '.', '.'], [(8, 3), (4, 5), (9, 1)], [False, False, False, False], 96, False, [False, False, True, True], 58, 'East', (9, 4))
Element 3: (2, (9, 4), ['', 'G', '.', '.'], [(9, 3), (3, 5), (10, 1)], [False, False, False, False], 94, False, [False, False, True, True], 1077, 'East', (10, 4))
Element 4: (2, (10, 4), ['G', '%', '.', '.'], [(9, 4), (2, 5), (11, 1)], [False, True, False, False], 92, False, [False, False, True, True], 1096, 'East', (11, 4))
Element 5: (2, (11, 4), ['', '.', '%', '.'], [(9, 5), (1, 5), (12, 1)], [False, False, True, False], 90, False, [False, True, False, True], 1135, 'East', (12, 4))
Element 6: (2, (12, 4), ['', '.', '%', '.'], [(10, 5), (2, 5), (13, 1)], [False, False, True, False], 88, False, [False, True, False, True], 1164, 'East', (13, 4))
Element 7: (2, (13, 4), ['', '.', '.', '.'], [(10, 6), (2, 5), (14, 1)], [False, False, False, False], 86, False, [False, True, True, True], 1193, 'East', (14, 4))
Element 8: (2, (14, 4), ['', '.', '.', '%'], [(11, 6), (3, 5), (15, 1)], [False, False, False, True], 84, False, [False, True, True, False], 1222, 'North', (14, 5))
Element 9: (2, (14, 5), ['.', '', '.', '.'], [(12, 6), (4, 5), (16, 1)], [False, False, False, False], 82, False, [True, False, True, True], 2241, 'East', (15, 5))
Element 10: (2, (15, 5), ['', '%', '.', '.'], [(13, 6), (3, 5), (17, 1)], [False, True, False, False], 80, False, [False, False, True, True], 2270, 'East', (16, 5))
Element 11: (2, (16, 5), ['', '.', '.', '.'], [(14, 6), (2, 5), (18, 1)], [False, False, False, False], 78, False, [False, True, True, True], 2299, 'East', (17, 5))
Element 12: (2, (17, 5), ['', '.', '.', '%'], [(15, 6), (1, 5), (17, 1)], [False, False, False, True], 76, False, [False, True, True, False], 2318, 'North', (17, 6))
Element 13: (2, (17, 6), ['G', '', '%', '.'], [(16, 6), (2, 5), (17, 2)], [False, False, True, False], 74, False, [False, False, False, True], 2347, 'East', (18, 6))
Element 14: (2, (18, 6), ['', '%', '%', '%'], [(16, 7), (2, 5), (17, 3)], [False, True, True, True], 72, False, [False, False, False, False], 2376, 'West', (17, 6))
Element 15: (2, (17, 6), ['', '', '%', ''], [(15, 7), (3, 5), (17, 4)], [False, False, True, False], 70, False, [False, False, False, False], 2395, 'South', (17, 5))
Element 16: (2, (17, 5), ['', '', '', '%'], [(14, 7), (4, 5), (18, 4)], [False, False, False, True], 68, False, [False, False, False, False], 2414, 'South', (17, 4))
Element 17: (2, (17, 4), ['.', '', '', 'G'], [(13, 7), (3, 5), (18, 4)], [False, False, False, False], 66, False, [True, False, False, False], 2423, 'West', (16, 4))
Element 18: (2, (16, 4), ['%', '.', '', 'G'], [(13, 8), (2, 5), (17, 4)], [True, False, False, False], 64, False, [False, True, False, False], 2442, 'South', (16, 3))
Element 19: (2, (16, 3), ['.', '.', '', ''], [(13, 9), (1, 5), (17, 4)], [False, False, False, False], 62, False, [True, True, False, False], 2461, 'South', (16, 2))
Element 20: (2, (16, 2), ['.', '', '', ''], [(14, 9), (2, 5), (17, 3)], [False, False, False, False], 60, False, [True, False, False, False], 2480, 'West', (15, 2))
Element 21: (2, (15, 2), ['%', '', '.', ''], [(15, 9), (2, 5), (16, 3)], [True, False, False, False], 58, False, [False, False, True, False], 2499, 'North', (15, 3))
Element 22: (2, (15, 3), ['.', '', '%', ''], [(16, 9), (3, 5), (16, 4)], [False, False, True, False], 56, False, [True, False, False, False], 2518, 'West', (14, 3))
Element 23: (2, (14, 3), ['.', '%', '', ''], [(17, 9), (4, 5), (16, 5)], [False, True, False, False], 54, False, [True, False, False, False], 2537, 'West', (13, 3))
Element 24: (2, (13, 3), ['.', '%', '', ''], [(18, 9), (3, 5), (17, 5)], [False, True, False, False], 52, False, [True, False, False, False], 2556, 'West', (12, 3))
