Element 1: (1, (7, 7), ['.', '.', '%', 'F'], [(17, 6), (17, 12), (18, 12)], [False, False, True, False], 98, False, [True, True, False, False], 9, 'East', (8, 7))
Element 2: (1, (8, 7), ['', '.', '.', '%'], [(17, 5), (17, 13), (18, 13)], [False, False, False, True], 96, False, [False, True, True, False], 1038, 'North', (8, 8))
Element 3: (1, (8, 8), ['%', '', '%', '.'], [(17, 4), (16, 13), (17, 13)], [True, False, True, False], 94, False, [False, False, False, True], 1067, 'East', (9, 8))
Element 4: (1, (9, 8), ['', '%', '%', '.'], [(18, 4), (16, 12), (17, 12)], [False, True, True, False], 92, False, [False, False, False, True], 1096, 'East', (10, 8))
Element 5: (1, (10, 8), ['', '%', '%', '%'], [(17, 4), (16, 11), (17, 11)], [False, True, True, True], 90, False, [False, False, False, False], 1125, 'West', (9, 8))
Element 6: (1, (9, 8), ['', '%', '%', ''], [(17, 3), (16, 10), (18, 11)], [False, True, True, False], 88, False, [False, False, False, False], 1154, 'West', (8, 8))
Element 7: (1, (8, 8), ['%', '', '%', ''], [(17, 2), (17, 10), (18, 10)], [True, False, True, False], 86, False, [False, False, False, False], 1183, 'South', (8, 7))
Element 8: (1, (8, 7), ['', '.', '', '%'], [(17, 1), (17, 9), (18, 9)], [False, False, False, True], 84, False, [False, True, False, False], 1212, 'South', (8, 6))
Element 9: (1, (8, 6), ['.', '.', '', '.'], [(18, 1), (17, 8), (18, 8)], [False, False, False, False], 82, False, [True, True, False, True], 1251, 'East', (9, 6))
Element 10: (1, (9, 6), ['', '.', '%', '.'], [(17, 1), (17, 9), (17, 8)], [False, False, True, False], 80, False, [False, True, False, True], 1260, 'East', (10, 6))
Element 11: (1, (10, 6), ['', '.', '%', '.'], [(16, 1), (16, 9), (17, 9)], [False, False, True, False], 78, False, [False, True, False, True], 1289, 'East', (11, 6))
Element 12: (1, (11, 6), ['', '%', '.', 'F'], [(16, 2), (15, 9), (17, 10)], [False, True, False, False], 76, False, [False, False, True, False], 1318, 'East', (12, 6))
Element 13: (1, (12, 6), ['', '%', '.', '.'], [(16, 3), (15, 10), (16, 10)], [False, True, False, False], 74, False, [False, False, True, True], 2337, 'East', (13, 6))
Element 14: (1, (13, 6), ['', '.', '.', '.'], [(16, 4), (15, 11), (16, 11)], [False, False, False, False], 72, False, [False, True, True, True], 2366, 'East', (14, 6))
Element 15: (1, (14, 6), ['', '.', '.', '.'], [(16, 5), (15, 12), (16, 12)], [False, False, False, False], 70, False, [False, True, True, True], 2395, 'East', (15, 6))
Element 16: (1, (15, 6), ['', '.', '.', 'G'], [(16, 6), (14, 12), (16, 13)], [False, False, False, False], 68, False, [False, True, True, False], 2424, 'North', (15, 7))
Element 17: (1, (15, 7), ['.', '', '%', 'G'], [(16, 7), (14, 13), (16, 12)], [False, False, True, False], 66, False, [True, False, False, False], 2453, 'West', (14, 7))
Element 18: (1, (14, 7), ['.', '', '%', 'G'], [(15, 7), (13, 13), (15, 12)], [False, False, True, False], 64, False, [True, False, False, False], 2472, 'West', (13, 7))
Element 19: (1, (13, 7), ['.', '', '.', ''], [(15, 6), (12, 13), (15, 11)], [False, False, False, False], 62, False, [True, False, True, False], 2491, 'North', (13, 8))
Element 20: (1, (13, 8), ['.', '', '.', '%'], [(15, 5), (11, 13), (15, 10)], [False, False, False, True], 60, False, [True, False, True, False], 2520, 'North', (13, 9))
Element 21: (1, (13, 9), ['.', '', '%', '.'], [(14, 5), (11, 12), (15, 9)], [False, False, True, False], 58, False, [True, False, False, True], 2549, 'East', (14, 9))
Element 22: (1, (14, 9), ['', '%', '%', ''], [(14, 4), (11, 11), (16, 9)], [False, True, True, False], 56, False, [False, False, False, False], 2578, 'East', (15, 9))
Element 23: (1, (15, 9), ['', '%', '', ''], [(14, 3), (12, 11), (16, 10)], [False, True, False, False], 54, False, [False, False, False, False], 2597, 'East', (16, 9))
Element 24: (1, (16, 9), ['', '%', '', ''], [(15, 3), (13, 11), (15, 10)], [False, True, False, False], 52, False, [False, False, False, False], 2616, 'East', (17, 9))
Element 25: (1, (17, 9), ['', '', '', ''], [(15, 2), (12, 11), (15, 11)], [False, False, False, False], 50, False, [False, False, False, False], 2625, 'East', (18, 9))
Element 26: (1, (18, 9), ['', '', '', '%'], [(15, 1), (11, 11), (15, 12)], [False, False, False, True], 48, False, [False, False, False, False], 2634, 'North', (18, 10))
Element 27: (1, (18, 10), ['', '', '', '%'], [(14, 1), (10, 11), (14, 12)], [False, False, False, True], 46, False, [False, False, False, False], 2653, 'North', (18, 11))
Element 28: (1, (18, 11), ['', '', '', '%'], [(13, 1), (10, 12), (14, 13)], [False, False, False, True], 44, False, [False, False, False, False], 2672, 'North', (18, 12))
Element 29: (1, (18, 12), ['', '', '', '%'], [(12, 1), (9, 12), (13, 13)], [False, False, False, True], 42, False, [False, False, False, False], 2691, 'North', (18, 13))
Element 30: (1, (18, 13), ['', '', '%', '%'], [(11, 1), (9, 13), (12, 13)], [False, False, True, True], 40, False, [False, False, False, False], 2710, 'West', (17, 13))
Element 31: (1, (17, 13), ['', '', '%', ''], [(10, 1), (9, 12), (11, 13)], [False, False, True, False], 38, False, [False, False, False, False], 3709, 'South', (17, 12))
Element 32: (1, (17, 12), ['', '', '', ''], [(10, 2), (9, 11), (11, 12)], [False, False, False, False], 36, False, [False, False, False, False], 3728, 'South', (17, 11))
Element 33: (1, (17, 11), ['', '', '', ''], [(11, 2), (9, 10), (11, 11)], [False, False, False, False], 34, False, [False, False, False, False], 3747, 'South', (17, 10))
Element 34: (1, (17, 10), ['', '', '', ''], [(11, 3), (8, 10), (12, 11)], [False, False, False, False], 32, False, [False, False, False, False], 3766, 'West', (16, 10))
Element 35: (1, (16, 10), ['', '', '', ''], [(12, 3), (7, 10), (13, 11)], [False, False, False, False], 30, False, [False, False, False, False], 3785, 'North', (16, 11))
Element 36: (1, (16, 11), ['', '', '', ''], [(13, 3), (7, 11), (12, 11)], [False, False, False, False], 28, False, [False, False, False, False], 3804, 'North', (16, 12))
Element 37: (1, (16, 12), ['', '', '', ''], [(13, 4), (6, 11), (11, 11)], [False, False, False, False], 26, False, [False, False, False, False], 3823, 'North', (16, 13))
Element 38: (1, (16, 13), ['%', '', '%', ''], [(13, 5), (6, 12), (10, 11)], [True, False, True, False], 24, False, [False, False, False, False], 3842, 'South', (16, 12))
Element 39: (1, (16, 12), ['', '', '', ''], [(13, 6), (6, 13), (10, 12)], [False, False, False, False], 22, False, [False, False, False, False], 3851, 'West', (15, 12))
Element 40: (1, (15, 12), ['', '', '%', ''], [(14, 6), (7, 13), (9, 12)], [False, False, True, False], 20, False, [False, False, False, False], 3860, 'South', (15, 11))
Element 41: (1, (15, 11), ['%', '', '', ''], [(14, 7), (6, 13), (8, 12)], [True, False, False, False], 18, False, [False, False, False, False], 3869, 'South', (15, 10))
Element 42: (1, (15, 10), ['%', '', '', ''], [(13, 7), (5, 13), (9, 12)], [True, False, False, False], 16, False, [False, False, False, False], 3878, 'North', (15, 11))
Element 43: (1, (15, 11), ['%', '', '', ''], [(12, 7), (5, 12), (9, 13)], [True, False, False, False], 14, False, [False, False, False, False], 3897, 'North', (15, 12))
Element 44: (1, (15, 12), ['', '', '%', ''], [(12, 8), (5, 11), (9, 12)], [False, False, True, False], 12, False, [False, False, False, False], 3916, 'West', (14, 12))
Element 45: (1, (14, 12), ['%', '%', '', ''], [(12, 9), (5, 10), (9, 11)], [True, True, False, False], 10, False, [False, False, False, False], 3935, 'North', (14, 13))
Element 46: (1, (14, 13), ['', '', '%', '%'], [(11, 9), (6, 10), (9, 10)], [False, False, True, True], 8, False, [False, False, False, False], 3954, 'West', (13, 13))
Element 47: (1, (13, 13), ['', '%', '%', ''], [(12, 9), (5, 10), (8, 10)], [False, True, True, False], 6, False, [False, False, False, False], 3953, 'West', (12, 13))
Element 48: (1, (12, 13), ['', '%', '%', ''], [(13, 9), (4, 10), (7, 10)], [False, True, True, False], 4, False, [False, False, False, False], 3962, 'West', (11, 13))
Element 49: (1, (11, 13), ['%', '', '%', ''], [(14, 9), (3, 10), (7, 11)], [True, False, True, False], 2, False, [False, False, False, False], 3971, 'South', (11, 12))
Element 50: (1, (11, 12), ['', '', '', '%'], [(14, 9), (4, 10), (6, 11)], [False, False, False, True], 0, False, [False, False, False, False], 3970, 'Stop', (11, 12))
Element 51: #0#
