Element 1: (2, (8, 6), ['.', '.', 'F', '.'], [(9, 8), (4, 1), (15, 5)], [False, False, False, False], 98, False, [True, True, False, True], 19, 'North', (8, 7))
Element 2: (2, (8, 7), ['.', '', 'G', '%'], [(8, 8), (4, 2), (16, 5)], [False, False, False, True], 96, False, [True, False, False, False], 1048, 'West', (7, 7))
Element 3: (2, (7, 7), ['.', '.', '%', 'G'], [(8, 7), (5, 2), (17, 5)], [False, False, True, False], 94, False, [True, True, False, False], 1077, 'South', (7, 6))
Element 4: (2, (7, 6), ['.', '.', '', 'G'], [(8, 6), (4, 2), (17, 6)], [False, False, False, False], 92, False, [True, True, False, False], 1096, 'South', (7, 5))
Element 5: (2, (7, 5), ['F', '.', '', '.'], [(9, 6), (3, 2), (18, 6)], [False, False, False, False], 90, False, [False, True, False, True], 1135, 'West', (6, 5))
Element 6: (2, (6, 5), ['%', '.', '.', ''], [(10, 6), (2, 2), (17, 6)], [True, False, False, False], 88, False, [False, True, True, False], 2154, 'North', (6, 6))
Element 7: (2, (6, 6), ['%', '', '.', ''], [(11, 6), (2, 1), (16, 6)], [True, False, False, False], 86, False, [False, False, True, False], 2193, 'North', (6, 7))
Element 8: (2, (6, 7), ['.', '', '%', ''], [(12, 6), (1, 1), (16, 7)], [False, False, True, False], 84, False, [True, False, False, False], 3222, 'West', (5, 7))
Element 9: (2, (5, 7), ['.', '%', '.', ''], [(13, 6), (1, 2), (15, 7)], [False, True, False, False], 82, False, [True, False, True, False], 3261, 'North', (5, 8))
Element 10: (2, (5, 8), ['.', '', '%', '%'], [(14, 6), (1, 1), (15, 6)], [False, False, True, True], 80, False, [True, False, False, False], 3290, 'West', (4, 8))
Element 11: (2, (4, 8), ['.', '.', '%', ''], [(14, 7), (2, 1), (15, 7)], [False, False, True, False], 78, False, [True, True, False, False], 3309, 'South', (4, 7))
Element 12: (2, (4, 7), ['%', '%', '', ''], [(13, 7), (2, 2), (15, 6)], [True, True, False, False], 76, False, [False, False, False, False], 3328, 'North', (4, 8))
Element 13: (2, (4, 8), ['.', '', '%', ''], [(13, 8), (1, 2), (15, 7)], [False, False, True, False], 74, False, [True, False, False, False], 3337, 'West', (3, 8))
Element 14: (2, (3, 8), ['.', '%', '%', ''], [(13, 9), (2, 2), (16, 7)], [False, True, True, False], 72, False, [True, False, False, False], 3356, 'West', (2, 8))
Element 15: (2, (2, 8), ['%', '%', '.', ''], [(14, 9), (3, 2), (16, 6)], [True, True, False, False], 70, False, [False, False, True, False], 3375, 'North', (2, 9))
Element 16: (2, (2, 9), ['.', '', '%', '%'], [(15, 9), (4, 2), (15, 6)], [False, False, True, True], 68, False, [True, False, False, False], 3394, 'West', (1, 9))
Element 17: (2, (1, 9), ['%', '%', '%', ''], [(16, 9), (4, 1), (16, 6)], [True, True, True, False], 66, False, [False, False, False, False], 3413, 'East', (2, 9))
Element 18: (2, (2, 9), ['', '', '%', '%'], [(17, 9), (3, 1), (17, 6)], [False, False, True, True], 64, False, [False, False, False, False], 3422, 'South', (2, 8))
Element 19: (2, (2, 8), ['%', '%', '', ''], [(18, 9), (3, 2), (17, 5)], [True, True, False, False], 62, False, [False, False, False, False], 3431, 'East', (3, 8))
Element 20: (2, (3, 8), ['', '%', '%', ''], [(18, 10), (3, 1), (17, 4)], [False, True, True, False], 60, False, [False, False, False, False], 3450, 'East', (4, 8))
Element 21: (2, (4, 8), ['', '', '%', ''], [(18, 11), (2, 1), (18, 4)], [False, False, True, False], 58, False, [False, False, False, False], 3469, 'East', (5, 8))
Element 22: (2, (5, 8), ['', '', '%', '%'], [(18, 12), (3, 1), (17, 4)], [False, False, True, True], 56, False, [False, False, False, False], 3478, 'South', (5, 7))
Element 23: (2, (5, 7), ['', '%', '', ''], [(18, 13), (3, 1), (17, 3)], [False, True, False, False], 54, False, [False, False, False, False], 3497, 'West', (4, 7))
Element 24: (2, (4, 7), ['%', '%', '', ''], [(17, 13), (4, 1), (17, 2)], [True, True, False, False], 52, False, [False, False, False, False], 3516, 'East', (5, 7))
Element 25: (2, (5, 7), ['', '%', '', ''], [(17, 12), (4, 2), (17, 1)], [False, True, False, False], 50, False, [False, False, False, False], 3535, 'East', (6, 7))
Element 26: (2, (6, 7), ['', '', '%', ''], [(17, 11), (5, 2), (18, 1)], [False, False, True, False], 48, False, [False, False, False, False], 3554, 'South', (6, 6))
Element 27: (2, (6, 6), ['%', '', '', ''], [(17, 10), (4, 2), (17, 1)], [True, False, False, False], 46, False, [False, False, False, False], 3563, 'South', (6, 5))
Element 28: (2, (6, 5), ['%', '.', '', ''], [(16, 10), (3, 2), (16, 1)], [True, False, False, False], 44, False, [False, True, False, False], 3582, 'South', (6, 4))
Element 29: (2, (6, 4), ['%', '.', '', '.'], [(16, 11), (2, 2), (16, 2)], [True, False, False, False], 42, False, [False, True, False, True], 3611, 'East', (7, 4))
Element 30: (2, (7, 4), ['', '.', '', '.'], [(16, 12), (2, 1), (16, 3)], [False, False, False, False], 40, False, [False, True, False, True], 3640, 'East', (8, 4))
Element 31: (2, (8, 4), ['', '.', '.', '.'], [(16, 13), (1, 1), (16, 4)], [False, False, False, False], 38, False, [False, True, True, True], 3669, 'East', (9, 4))
Element 32: (2, (9, 4), ['', '.', '.', '.'], [(16, 12), (1, 2), (16, 3)], [False, False, False, False], 36, False, [False, True, True, True], 3678, 'East', (10, 4))
Element 33: (2, (10, 4), ['', '%', '.', '.'], [(15, 12), (1, 1), (15, 3)], [False, True, False, False], 34, False, [False, False, True, True], 3707, 'East', (11, 4))
Element 34: (2, (11, 4), ['', '.', '%', '.'], [(15, 11), (2, 1), (15, 2)], [False, False, True, False], 32, False, [False, True, False, True], 3736, 'East', (12, 4))
Element 35: (2, (12, 4), ['', '.', '%', '.'], [(15, 10), (2, 2), (15, 1)], [False, False, True, False], 30, False, [False, True, False, True], 3765, 'East', (13, 4))
Element 36: (2, (13, 4), ['', '.', '.', '.'], [(15, 11), (1, 2), (14, 1)], [False, False, False, False], 28, False, [False, True, True, True], 3784, 'East', (14, 4))
Element 37: (2, (14, 4), ['', '.', '.', '%'], [(15, 12), (2, 2), (13, 1)], [False, False, False, True], 26, False, [False, True, True, False], 3803, 'North', (14, 5))
Element 38: (2, (14, 5), ['.', '', '', ''], [(14, 12), (3, 2), (12, 1)], [False, False, False, False], 24, False, [True, False, False, False], 3832, 'West', (13, 5))
Element 39: (2, (13, 5), ['%', '', '', ''], [(14, 13), (4, 2), (11, 1)], [True, False, False, False], 22, False, [False, False, False, False], 3861, 'North', (13, 6))
Element 40: #1#
