Element 1: (2, (6, 6), ['%', 'F', '.', '.'], [(13, 9), (3, 8), (9, 11)], [True, False, False, False], 98, False, [False, False, True, True], 19, 'South', (6, 5))
Element 16: (2, (17, 6), ['', '.', '%', ''], [(16, 11), (10, 6), (16, 13)], [False, False, True, False], 68, False, [False, True, False, False], 3504, 'South', (17, 5))
Element 17: (2, (17, 5), ['.', '.', '', '%'], [(15, 11), (11, 6), (17, 13)], [False, False, False, True], 66, False, [True, True, False, False], 3523, 'South', (17, 4))
Element 18: (2, (17, 4), ['.', '.', '', '.'], [(15, 10), (11, 7), (18, 13)], [False, False, False, False], 64, False, [True, True, False, True], 3552, 'East', (18, 4))
Element 19: (2, (18, 4), ['', '%', '%', '%'], [(15, 11), (12, 7), (18, 12)], [False, True, True, True], 62, False, [False, False, False, False], 3571, 'West', (17, 4))
Element 20: (2, (17, 4), ['.', '.', '', ''], [(15, 12), (13, 7), (18, 11)], [False, False, False, False], 60, False, [True, True, False, False], 3580, 'South', (17, 3))
Element 21: (2, (17, 3), ['.', '.', '', '%'], [(16, 12), (14, 7), (18, 10)], [False, False, False, True], 58, False, [True, True, False, False], 3599, 'South', (17, 2))
Element 22: (2, (17, 2), ['.', '.', '', '%'], [(16, 13), (15, 7), (18, 9)], [False, False, False, True], 56, False, [True, True, False, False], 3618, 'South', (17, 1))
Element 23: (2, (17, 1), ['.', '%', '', '.'], [(16, 12), (16, 7), (18, 8)], [False, True, False, False], 54, False, [True, False, False, True], 3647, 'East', (18, 1))
Element 24: (2, (18, 1), ['', '%', '%', '%'], [(15, 12), (16, 6), (17, 8)], [False, True, True, True], 52, False, [False, False, False, False], 3666, 'West', (17, 1))
Element 25: (2, (17, 1), ['.', '%', '', ''], [(14, 12), (16, 5), (17, 9)], [False, True, False, False], 50, False, [True, False, False, False], 3675, 'West', (16, 1))
Element 26: (2, (16, 1), ['.', '%', '.', ''], [(14, 13), (16, 4), (17, 10)], [False, True, False, False], 48, False, [True, False, True, False], 3694, 'North', (16, 2))
Element 27: (2, (16, 2), ['.', '', 'G', ''], [(13, 13), (16, 3), (17, 11)], [False, False, False, False], 46, False, [True, False, False, False], 3713, 'West', (15, 2))
Element 28: (2, (15, 2), ['%', '.', 'G', ''], [(12, 13), (15, 3), (17, 12)], [True, False, False, False], 44, False, [False, True, False, False], 3732, 'South', (15, 1))
Element 29: (2, (15, 1), ['.', '%', '', ''], [(11, 13), (14, 3), (17, 11)], [False, True, False, False], 42, False, [True, False, False, False], 3751, 'West', (14, 1))
Element 30: (2, (14, 1), ['.', '%', '%', ''], [(11, 12), (14, 4), (16, 11)], [False, True, True, False], 40, False, [True, False, False, False], 3770, 'West', (13, 1))
Element 31: (2, (13, 1), ['.', '%', '%', ''], [(10, 12), (14, 5), (16, 10)], [False, True, True, False], 38, False, [True, False, False, False], 3799, 'West', (12, 1))
Element 32: (2, (12, 1), ['.', '%', '%', ''], [(9, 12), (15, 5), (16, 9)], [False, True, True, False], 36, False, [True, False, False, False], 3828, 'West', (11, 1))
Element 33: (2, (11, 1), ['F', '%', '.', ''], [(9, 13), (15, 6), (15, 9)], [False, True, False, False], 34, False, [False, False, True, False], 3847, 'West', (10, 1))
Element 34: #1#
