Element 1: (2, (7, 5), ['F', '.', '.', '.'], [(13, 1), (2, 1), (14, 1)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'West', (6, 5))
Element 2: (2, (6, 5), ['%', '.', '.', ''], [(14, 1), (3, 1), (15, 1)], [True, False, False, False], 96, False, [False, True, True, False], 1038, 'North', (6, 6))
Element 3: (2, (6, 6), ['%', '', '.', '.'], [(15, 1), (4, 1), (16, 1)], [True, False, False, False], 94, False, [False, False, True, True], 1067, 'East', (7, 6))
Element 4: (2, (7, 6), ['', '', '.', '.'], [(15, 2), (4, 2), (17, 1)], [False, False, False, False], 92, False, [False, False, True, True], 1106, 'East', (8, 6))
Element 5: (2, (8, 6), ['', '.', 'F', '.'], [(16, 2), (5, 2), (18, 1)], [False, False, False, False], 90, False, [False, True, False, True], 1145, 'North', (8, 7))
Element 6: (2, (8, 7), ['.', '', '.', '%'], [(17, 2), (4, 2), (17, 1)], [False, False, False, True], 88, False, [True, False, True, False], 2154, 'North', (8, 8))
Element 7: (2, (8, 8), ['%', '', '%', '.'], [(17, 3), (3, 2), (16, 1)], [True, False, True, False], 86, False, [False, False, False, True], 2183, 'East', (9, 8))
Element 8: (2, (9, 8), ['', '%', '%', '.'], [(17, 4), (2, 2), (17, 1)], [False, True, True, False], 84, False, [False, False, False, True], 2212, 'East', (10, 8))
Element 9: (2, (10, 8), ['', '%', '%', '%'], [(18, 4), (1, 2), (16, 1)], [False, True, True, True], 82, False, [False, False, False, False], 2241, 'West', (9, 8))
Element 10: (2, (9, 8), ['', '%', '%', ''], [(17, 4), (2, 2), (16, 2)], [False, True, True, False], 80, False, [False, False, False, False], 2240, 'West', (8, 8))
Element 11: (2, (8, 8), ['%', '', '%', ''], [(17, 5), (3, 2), (16, 3)], [True, False, True, False], 78, False, [False, False, False, False], 2259, 'South', (8, 7))
Element 12: (2, (8, 7), ['.', '', '', '%'], [(17, 6), (4, 2), (16, 4)], [False, False, False, True], 76, False, [True, False, False, False], 2278, 'West', (7, 7))
Element 13: (2, (7, 7), ['.', '', '%', ''], [(18, 6), (4, 1), (16, 5)], [False, False, True, False], 74, False, [True, False, False, False], 2307, 'West', (6, 7))
Element 14: (2, (6, 7), ['.', '', '%', ''], [(17, 6), (3, 1), (16, 6)], [False, False, True, False], 72, False, [True, False, False, False], 2326, 'West', (5, 7))
Element 15: (2, (5, 7), ['.', '%', '.', ''], [(16, 6), (3, 2), (16, 7)], [False, True, False, False], 70, False, [True, False, True, False], 2345, 'North', (5, 8))
Element 16: (2, (5, 8), ['.', '', '%', '%'], [(15, 6), (3, 1), (15, 7)], [False, False, True, True], 68, False, [True, False, False, False], 2374, 'West', (4, 8))
Element 17: (2, (4, 8), ['.', '.', '%', ''], [(15, 5), (2, 1), (14, 7)], [False, False, True, False], 66, False, [True, True, False, False], 2403, 'South', (4, 7))
Element 18: (2, (4, 7), ['%', '%', '', ''], [(14, 5), (2, 2), (14, 6)], [True, True, False, False], 64, False, [False, False, False, False], 2432, 'North', (4, 8))
Element 19: (2, (4, 8), ['.', '', '%', ''], [(14, 4), (2, 1), (13, 6)], [False, False, True, False], 62, False, [True, False, False, False], 2451, 'West', (3, 8))
Element 20: (2, (3, 8), ['.', '%', '%', ''], [(14, 3), (1, 1), (12, 6)], [False, True, True, False], 60, False, [True, False, False, False], 3470, 'West', (2, 8))
Element 21: (2, (2, 8), ['%', '%', '.', ''], [(15, 3), (1, 2), (12, 7)], [True, True, False, False], 58, False, [False, False, True, False], 3499, 'North', (2, 9))
Element 22: (2, (2, 9), ['.', '', '%', '%'], [(16, 3), (1, 1), (13, 7)], [False, False, True, True], 56, False, [True, False, False, False], 3518, 'West', (1, 9))
Element 23: (2, (1, 9), ['%', '%', '%', ''], [(16, 4), (1, 1), (13, 8)], [True, True, True, False], 54, False, [False, False, False, False], 3537, 'East', (2, 9))
Element 24: (2, (2, 9), ['', '', '%', '%'], [(16, 5), (2, 1), (13, 9)], [False, False, True, True], 52, False, [False, False, False, False], 3546, 'South', (2, 8))
Element 25: (2, (2, 8), ['%', '%', '', ''], [(16, 4), (3, 1), (14, 9)], [True, True, False, False], 50, False, [False, False, False, False], 3555, 'East', (3, 8))
Element 26: (2, (3, 8), ['', '%', '%', ''], [(16, 3), (4, 1), (15, 9)], [False, True, True, False], 48, False, [False, False, False, False], 3564, 'East', (4, 8))
Element 27: (2, (4, 8), ['', '', '%', ''], [(15, 3), (4, 2), (16, 9)], [False, False, True, False], 46, False, [False, False, False, False], 3573, 'East', (5, 8))
Element 28: (2, (5, 8), ['', '', '%', '%'], [(14, 3), (5, 2), (17, 9)], [False, False, True, True], 44, False, [False, False, False, False], 3582, 'South', (5, 7))
Element 29: (2, (5, 7), ['', '%', '', ''], [(13, 3), (4, 2), (18, 9)], [False, True, False, False], 42, False, [False, False, False, False], 3601, 'West', (4, 7))
Element 30: (2, (4, 7), ['%', '%', '', ''], [(13, 4), (3, 2), (18, 10)], [True, True, False, False], 40, False, [False, False, False, False], 3620, 'East', (5, 7))
Element 31: (2, (5, 7), ['', '%', '', ''], [(13, 5), (2, 2), (18, 11)], [False, True, False, False], 38, False, [False, False, False, False], 3639, 'East', (6, 7))
Element 32: (2, (6, 7), ['', '', '%', ''], [(13, 6), (1, 2), (18, 12)], [False, False, True, False], 36, False, [False, False, False, False], 3648, 'East', (7, 7))
Element 33: (2, (7, 7), ['', '', '%', ''], [(14, 6), (2, 2), (18, 13)], [False, False, True, False], 34, False, [False, False, False, False], 3657, 'East', (8, 7))
Element 34: (2, (8, 7), ['', '', '', '%'], [(14, 7), (3, 2), (17, 13)], [False, False, False, True], 32, False, [False, False, False, False], 3666, 'South', (8, 6))
Element 35: (2, (8, 6), ['', '.', '', '.'], [(15, 7), (4, 2), (17, 12)], [False, False, False, False], 30, False, [False, True, False, True], 3675, 'East', (9, 6))
Element 36: (2, (9, 6), ['', '.', '%', '.'], [(16, 7), (4, 1), (17, 11)], [False, False, True, False], 28, False, [False, True, False, True], 3694, 'East', (10, 6))
Element 37: (2, (10, 6), ['', '.', '%', '.'], [(15, 7), (3, 1), (17, 10)], [False, False, True, False], 26, False, [False, True, False, True], 3713, 'East', (11, 6))
Element 38: (2, (11, 6), ['', '%', '.', ''], [(14, 7), (3, 2), (16, 10)], [False, True, False, False], 24, False, [False, False, True, False], 3732, 'North', (11, 7))
Element 39: (2, (11, 7), ['%', '', '%', ''], [(13, 7), (3, 1), (16, 11)], [True, False, True, False], 22, False, [False, False, False, False], 3751, 'East', (12, 7))
Element 40: (2, (12, 7), ['', '', '.', ''], [(13, 8), (2, 1), (16, 12)], [False, False, False, False], 20, False, [False, False, True, False], 3760, 'North', (12, 8))
Element 41: (2, (12, 8), ['%', '', '.', ''], [(13, 9), (2, 2), (16, 13)], [True, False, False, False], 18, False, [False, False, True, False], 3779, 'North', (12, 9))
Element 42: (2, (12, 9), ['.', '', '%', ''], [(14, 9), (2, 1), (16, 12)], [False, False, True, False], 16, False, [True, False, False, False], 3788, 'West', (11, 9))
Element 43: (2, (11, 9), ['%', '%', '%', ''], [(15, 9), (1, 1), (15, 12)], [True, True, True, False], 14, False, [False, False, False, False], 3807, 'East', (12, 9))
Element 44: (2, (12, 9), ['', '', '%', ''], [(15, 10), (1, 2), (15, 11)], [False, False, True, False], 12, False, [False, False, False, False], 3826, 'East', (13, 9))
Element 45: (2, (13, 9), ['', '', '%', ''], [(16, 10), (1, 1), (15, 12)], [False, False, True, False], 10, False, [False, False, False, False], 3825, 'East', (14, 9))
Element 46: (2, (14, 9), ['', '%', '%', ''], [(17, 10), (1, 1), (14, 12)], [False, True, True, False], 8, False, [False, False, False, False], 3834, 'East', (15, 9))
Element 47: (2, (15, 9), ['', '%', '', ''], [(18, 10), (2, 1), (14, 13)], [False, True, False, False], 6, False, [False, False, False, False], 3843, 'East', (16, 9))
Element 48: (2, (16, 9), ['', '%', '', ''], [(18, 11), (3, 1), (13, 13)], [False, True, False, False], 4, False, [False, False, False, False], 3852, 'East', (17, 9))
Element 49: (2, (17, 9), ['', '.', '', ''], [(18, 12), (4, 1), (12, 13)], [False, False, False, False], 2, False, [False, True, False, False], 3861, 'South', (17, 8))
Element 50: (2, (17, 8), ['%', '%', '', '.'], [(18, 12), (4, 1), (11, 13)], [True, True, False, False], 0, False, [False, False, False, True], 3880, 'Stop', (17, 8))
Element 51: #0#
