Element 1: (0, (15, 11), ['%', '.', '.', '.'], [(2, 13), (5, 12), (13, 11)], [True, False, False, False], 98, False, [False, True, True, True], 0, 'East', (16, 11))
Element 2: (0, (16, 11), ['', '.', '.', '.'], [(3, 13), (6, 12), (12, 11)], [False, False, False, False], 96, False, [False, True, True, True], 39, 'East', (17, 11))
Element 3: (0, (17, 11), ['', '.', '.', '.'], [(3, 12), (6, 13), (11, 11)], [False, False, False, False], 94, False, [False, True, True, True], 78, 'East', (18, 11))
Element 4: (0, (18, 11), ['', '.', '.', '%'], [(4, 12), (7, 13), (11, 12)], [False, False, False, True], 92, False, [False, True, True, False], 117, 'North', (18, 12))
Element 5: (0, (18, 12), ['.', '', '.', '%'], [(5, 12), (6, 13), (11, 13)], [False, False, False, True], 90, False, [True, False, True, False], 136, 'North', (18, 13))
Element 6: (0, (18, 13), ['.', '', '%', '%'], [(5, 13), (6, 12), (12, 13)], [False, False, True, True], 88, False, [True, False, False, False], 165, 'West', (17, 13))
Element 7: (0, (17, 13), ['.', '.', '%', ''], [(6, 13), (5, 12), (13, 13)], [False, False, True, False], 86, False, [True, True, False, False], 184, 'South', (17, 12))
Element 8: (0, (17, 12), ['.', '', '', ''], [(7, 13), (6, 12), (14, 13)], [False, False, False, False], 84, False, [True, False, False, False], 203, 'West', (16, 12))
Element 9: (0, (16, 12), ['.', '', '.', ''], [(6, 13), (6, 11), (14, 12)], [False, False, False, False], 82, False, [True, False, True, False], 232, 'North', (16, 13))
Element 10: (0, (16, 13), ['%', '', '%', ''], [(6, 12), (7, 11), (15, 12)], [True, False, True, False], 80, False, [False, False, False, False], 261, 'South', (16, 12))
Element 11: (0, (16, 12), ['', '', '', ''], [(6, 11), (7, 10), (15, 11)], [False, False, False, False], 78, False, [False, False, False, False], 270, 'West', (15, 12))
Element 12: (0, (15, 12), ['', '', '%', ''], [(6, 10), (8, 10), (15, 10)], [False, False, True, False], 76, False, [False, False, False, False], 299, 'West', (14, 12))
Element 13: (0, (14, 12), ['%', '%', '', ''], [(5, 10), (9, 10), (16, 10)], [True, True, False, False], 74, False, [False, False, False, False], 328, 'North', (14, 13))
Element 14: (0, (14, 13), ['', '', '%', '%'], [(5, 11), (9, 11), (17, 10)], [False, False, True, True], 72, False, [False, False, False, False], 357, 'West', (13, 13))
Element 15: (0, (13, 13), ['', '%', '%', ''], [(5, 10), (10, 11), (18, 10)], [False, True, True, False], 70, False, [False, False, False, False], 376, 'West', (12, 13))
Element 16: (0, (12, 13), ['', '%', '%', ''], [(4, 10), (10, 12), (18, 9)], [False, True, True, False], 68, False, [False, False, False, False], 405, 'West', (11, 13))
Element 17: (0, (11, 13), ['%', '', '%', ''], [(3, 10), (9, 12), (18, 8)], [True, False, True, False], 66, False, [False, False, False, False], 434, 'South', (11, 12))
Element 18: (0, (11, 12), ['', '', '', '%'], [(4, 10), (9, 13), (17, 8)], [False, False, False, True], 64, False, [False, False, False, False], 453, 'South', (11, 11))
Element 19: (0, (11, 11), ['', '%', '', ''], [(5, 10), (9, 12), (17, 9)], [False, True, False, False], 62, False, [False, False, False, False], 462, 'East', (12, 11))
Element 20: (0, (12, 11), ['', '%', '%', ''], [(6, 10), (8, 12), (16, 9)], [False, True, True, False], 60, False, [False, False, False, False], 481, 'East', (13, 11))
Element 21: (0, (13, 11), ['', '%', '%', '%'], [(7, 10), (9, 12), (15, 9)], [False, True, True, True], 58, False, [False, False, False, False], 490, 'West', (12, 11))
Element 22: (0, (12, 11), ['', '%', '%', ''], [(8, 10), (10, 12), (14, 9)], [False, True, True, False], 56, False, [False, False, False, False], 499, 'West', (11, 11))
Element 23: (0, (11, 11), ['', '%', 'G', ''], [(9, 10), (11, 12), (13, 9)], [False, True, False, False], 54, False, [False, False, False, False], 508, 'West', (10, 11))
Element 24: (0, (10, 11), ['G', '%', '', ''], [(9, 11), (11, 13), (13, 8)], [False, True, False, False], 52, False, [False, False, False, False], 517, 'North', (10, 12))
Element 25: (0, (10, 12), ['', 'G', '%', ''], [(10, 11), (12, 13), (13, 7)], [False, False, True, False], 50, False, [False, False, False, False], 526, 'West', (9, 12))
Element 26: (0, (9, 12), ['', '', '', ''], [(11, 11), (13, 13), (14, 7)], [False, False, False, False], 48, False, [False, False, False, False], 535, 'North', (9, 13))
Element 27: (0, (9, 13), ['%', '', '%', '%'], [(12, 11), (14, 13), (15, 7)], [True, False, True, True], 46, False, [False, False, False, False], 544, 'South', (9, 12))
Element 28: (0, (9, 12), ['', '', '', ''], [(13, 11), (14, 12), (16, 7)], [False, False, False, False], 44, False, [False, False, False, False], 553, 'South', (9, 11))
Element 29: (0, (9, 11), ['%', '', '', ''], [(12, 11), (15, 12), (16, 6)], [True, False, False, False], 42, False, [False, False, False, False], 562, 'South', (9, 10))
Element 30: (0, (9, 10), ['', '%', '', '%'], [(11, 11), (16, 12), (17, 6)], [False, True, False, True], 40, False, [False, False, False, False], 571, 'West', (8, 10))
Element 31: (0, (8, 10), ['', '%', '%', ''], [(11, 12), (17, 12), (18, 6)], [False, True, True, False], 38, False, [False, False, False, False], 580, 'West', (7, 10))
Element 32: (0, (7, 10), ['', '%', '', ''], [(11, 13), (18, 12), (17, 6)], [False, True, False, False], 36, False, [False, False, False, False], 579, 'North', (7, 11))
Element 33: (0, (7, 11), ['', '', '%', '%'], [(12, 13), (18, 13), (17, 5)], [False, False, True, True], 34, False, [False, False, False, False], 588, 'West', (6, 11))
Element 34: (0, (6, 11), ['', '', '', ''], [(13, 13), (17, 13), (17, 4)], [False, False, False, False], 32, False, [False, False, False, False], 597, 'North', (6, 12))
Element 35: (0, (6, 12), ['', '', '', '%'], [(14, 13), (16, 13), (18, 4)], [False, False, False, True], 30, False, [False, False, False, False], 606, 'North', (6, 13))
Element 36: (0, (6, 13), ['', '', '%', ''], [(14, 12), (17, 13), (17, 4)], [False, False, True, False], 28, False, [False, False, False, False], 605, 'East', (7, 13))
Element 37: (0, (7, 13), ['', '%', '%', '%'], [(15, 12), (18, 13), (17, 3)], [False, True, True, True], 26, False, [False, False, False, False], 614, 'West', (6, 13))
Element 38: (0, (6, 13), ['', '', '%', ''], [(16, 12), (18, 12), (17, 2)], [False, False, True, False], 24, False, [False, False, False, False], 623, 'West', (5, 13))
