Element 1: (1, (6, 4), ['%', '.', 'F', '.'], [(17, 3), (8, 1), (8, 10)], [True, False, False, False], 98, False, [False, True, False, True], 9, 'North', (6, 5))
Element 2: (1, (6, 5), ['%', '', '.', '.'], [(17, 4), (9, 1), (9, 10)], [True, False, False, False], 96, False, [False, False, True, True], 1038, 'East', (7, 5))
Element 3: (1, (7, 5), ['', '.', '.', '.'], [(18, 4), (10, 1), (9, 11)], [False, False, False, False], 94, False, [False, True, True, True], 2067, 'East', (8, 5))
Element 4: (1, (8, 5), ['', '.', '.', '.'], [(17, 4), (11, 1), (10, 11)], [False, False, False, False], 92, False, [False, True, True, True], 2096, 'East', (9, 5))
Element 5: (1, (9, 5), ['', '.', '.', '.'], [(17, 5), (12, 1), (11, 11)], [False, False, False, False], 90, False, [False, True, True, True], 2135, 'East', (10, 5))
Element 6: (1, (10, 5), ['', '.', '.', '%'], [(17, 6), (13, 1), (12, 11)], [False, False, False, True], 88, False, [False, True, True, False], 2174, 'North', (10, 6))
Element 7: (1, (10, 6), ['.', '', '%', '.'], [(18, 6), (14, 1), (13, 11)], [False, False, True, False], 86, False, [True, False, False, True], 2213, 'East', (11, 6))
Element 8: (1, (11, 6), ['', '%', '.', 'F'], [(17, 6), (15, 1), (12, 11)], [False, True, False, False], 84, False, [False, False, True, False], 2232, 'East', (12, 6))
Element 9: (1, (12, 6), ['', '%', '.', '.'], [(16, 6), (16, 1), (11, 11)], [False, True, False, False], 82, False, [False, False, True, True], 3251, 'East', (13, 6))
Element 10: (1, (13, 6), ['', '.', '.', '.'], [(16, 7), (17, 1), (11, 12)], [False, False, False, False], 80, False, [False, True, True, True], 3290, 'East', (14, 6))
Element 11: (1, (14, 6), ['', '.', '.', '.'], [(15, 7), (18, 1), (11, 13)], [False, False, False, False], 78, False, [False, True, True, True], 3329, 'East', (15, 6))
Element 12: (1, (15, 6), ['', '.', '', ''], [(14, 7), (17, 1), (12, 13)], [False, False, False, False], 76, False, [False, True, False, False], 3358, 'South', (15, 5))
Element 13: (1, (15, 5), ['.', '%', '', '.'], [(13, 7), (17, 2), (13, 13)], [False, True, False, False], 74, False, [True, False, False, True], 3397, 'East', (16, 5))
Element 14: (1, (16, 5), ['', '.', '', ''], [(13, 8), (16, 2), (14, 13)], [False, False, False, False], 72, False, [False, True, False, False], 3436, 'South', (16, 4))
Element 15: (1, (16, 4), ['%', '', '', ''], [(13, 9), (15, 2), (14, 12)], [True, False, False, False], 70, False, [False, False, False, False], 3475, 'East', (17, 4))
Element 16: (1, (17, 4), ['', '', '', ''], [(14, 9), (15, 3), (15, 12)], [False, False, False, False], 68, False, [False, False, False, False], 3504, 'East', (18, 4))
Element 17: (1, (18, 4), ['', '%', '%', '%'], [(15, 9), (14, 3), (16, 12)], [False, True, True, True], 66, False, [False, False, False, False], 3533, 'West', (17, 4))
