Element 1: (0, (11, 1), ['F', '%', '.', '.'], [(15, 12), (17, 10), (17, 12)], [False, True, False, False], 98, False, [False, False, True, True], 0, 'West', (10, 1))
Element 2: (0, (10, 1), ['.', '%', '.', ''], [(16, 12), (18, 10), (18, 12)], [False, True, False, False], 96, False, [True, False, True, False], 1029, 'North', (10, 2))
Element 3: (0, (10, 2), ['%', '', '%', '.'], [(16, 13), (18, 11), (18, 13)], [True, False, True, False], 94, False, [False, False, False, True], 1068, 'East', (11, 2))
Element 4: (0, (11, 2), ['', '', '.', '%'], [(17, 13), (17, 11), (18, 12)], [False, False, False, True], 92, False, [False, False, True, False], 1097, 'North', (11, 3))
Element 5: (0, (11, 3), ['%', '', '.', '.'], [(18, 13), (16, 11), (17, 12)], [True, False, False, False], 90, False, [False, False, True, True], 1116, 'East', (12, 3))
Element 6: (0, (12, 3), ['', '%', '.', '.'], [(18, 12), (16, 10), (17, 13)], [False, True, False, False], 88, False, [False, False, True, True], 1135, 'East', (13, 3))
Element 7: (0, (13, 3), ['', '%', '.', '.'], [(18, 11), (16, 9), (16, 13)], [False, True, False, False], 86, False, [False, False, True, True], 1154, 'East', (14, 3))
Element 8: (0, (14, 3), ['', '%', '.', '.'], [(18, 10), (17, 9), (16, 12)], [False, True, False, False], 84, False, [False, False, True, True], 1173, 'East', (15, 3))
Element 9: (0, (15, 3), ['', '.', '%', '.'], [(18, 9), (17, 8), (16, 11)], [False, False, True, False], 82, False, [False, True, False, True], 1202, 'East', (16, 3))
Element 10: (0, (16, 3), ['', '.', '.', '.'], [(18, 8), (17, 9), (15, 11)], [False, False, False, False], 80, False, [False, True, True, True], 1231, 'East', (17, 3))
Element 11: (0, (17, 3), ['', '.', '.', '%'], [(17, 8), (16, 9), (15, 10)], [False, False, False, True], 78, False, [False, True, True, False], 1250, 'North', (17, 4))
Element 12: (0, (17, 4), ['.', '', '.', '.'], [(17, 9), (15, 9), (16, 10)], [False, False, False, False], 76, False, [True, False, True, True], 1269, 'East', (18, 4))
Element 13: (0, (18, 4), ['', '%', '%', '%'], [(17, 10), (14, 9), (16, 9)], [False, True, True, True], 74, False, [False, False, False, False], 1288, 'West', (17, 4))
Element 14: (0, (17, 4), ['.', '', '.', ''], [(17, 11), (13, 9), (17, 9)], [False, False, False, False], 72, False, [True, False, True, False], 1297, 'North', (17, 5))
Element 15: (0, (17, 5), ['.', '', '.', '%'], [(17, 12), (13, 8), (18, 9)], [False, False, False, True], 70, False, [True, False, True, False], 1316, 'North', (17, 6))
