Element 1: (3, (14, 4), ['.', '.', '.', '%'], [(4, 5), (2, 8), (8, 4)], [False, False, False, True], 98, False, [True, True, True, False], 29, 'North', (14, 5))
Element 2: (3, (14, 5), ['.', '', '.', '.'], [(3, 5), (3, 8), (9, 4)], [False, False, False, False], 96, False, [True, False, True, True], 58, 'East', (15, 5))
Element 3: (3, (15, 5), ['', '%', '.', '.'], [(2, 5), (4, 8), (10, 4)], [False, True, False, False], 94, False, [False, False, True, True], 97, 'East', (16, 5))
Element 4: (3, (16, 5), ['', '.', '.', '.'], [(1, 5), (5, 8), (11, 4)], [False, False, False, False], 92, False, [False, True, True, True], 136, 'East', (17, 5))
Element 5: (3, (17, 5), ['', '.', '.', '%'], [(2, 5), (5, 7), (12, 4)], [False, False, False, True], 90, False, [False, True, True, False], 165, 'North', (17, 6))
Element 6: (3, (17, 6), ['.', '', '%', '.'], [(3, 5), (6, 7), (13, 4)], [False, False, True, False], 88, False, [True, False, False, True], 194, 'East', (18, 6))
Element 7: (3, (18, 6), ['', '%', '%', '%'], [(3, 5), (7, 7), (13, 5)], [False, True, True, True], 86, False, [False, False, False, False], 223, 'West', (17, 6))
Element 8: (3, (17, 6), ['.', '', '%', ''], [(4, 5), (8, 7), (13, 6)], [False, False, True, False], 84, False, [True, False, False, False], 1232, 'West', (16, 6))
Element 9: (3, (16, 6), ['.', '', '.', ''], [(3, 5), (8, 8), (12, 6)], [False, False, False, False], 82, False, [True, False, True, False], 2251, 'North', (16, 7))
Element 10: (3, (16, 7), ['.', '', '%', '%'], [(2, 5), (9, 8), (12, 7)], [False, False, True, True], 80, False, [True, False, False, False], 2280, 'West', (15, 7))
Element 11: (3, (15, 7), ['.', '.', '%', ''], [(1, 5), (10, 8), (13, 7)], [False, False, True, False], 78, False, [True, True, False, False], 2309, 'South', (15, 6))
Element 12: (3, (15, 6), ['.', '', '', ''], [(2, 5), (9, 8), (14, 7)], [False, False, False, False], 76, False, [True, False, False, False], 2328, 'West', (14, 6))
Element 13: (3, (14, 6), ['', '', '', ''], [(3, 5), (8, 8), (15, 7)], [False, False, False, False], 74, False, [False, False, False, False], 2337, 'North', (14, 7))
Element 14: (3, (14, 7), ['', '', '%', ''], [(3, 5), (8, 7), (16, 7)], [False, False, True, False], 72, False, [False, False, False, False], 2336, 'West', (13, 7))
Element 15: (3, (13, 7), ['', '', '.', ''], [(4, 5), (8, 6), (16, 6)], [False, False, False, False], 70, False, [False, False, True, False], 2345, 'North', (13, 8))
Element 16: (3, (13, 8), ['.', '', '.', '%'], [(3, 5), (9, 6), (17, 6)], [False, False, False, True], 68, False, [True, False, True, False], 2364, 'North', (13, 9))
Element 17: (3, (13, 9), ['.', '', '%', '.'], [(2, 5), (10, 6), (18, 6)], [False, False, True, False], 66, False, [True, False, False, True], 2383, 'East', (14, 9))
Element 18: (3, (14, 9), ['', '%', '%', '.'], [(1, 5), (11, 6), (17, 6)], [False, True, True, False], 64, False, [False, False, False, True], 2402, 'East', (15, 9))
Element 19: (3, (15, 9), ['', '%', '.', '.'], [(2, 5), (11, 7), (17, 5)], [False, True, False, False], 62, False, [False, False, True, True], 2421, 'East', (16, 9))
Element 20: (3, (16, 9), ['', '%', '.', '.'], [(3, 5), (12, 7), (17, 4)], [False, True, False, False], 60, False, [False, False, True, True], 2440, 'East', (17, 9))
Element 21: (3, (17, 9), ['', '.', '.', '.'], [(3, 5), (12, 8), (18, 4)], [False, False, False, False], 58, False, [False, True, True, True], 2469, 'East', (18, 9))
Element 22: (3, (18, 9), ['', '.', '.', '%'], [(4, 5), (12, 9), (17, 4)], [False, False, False, True], 56, False, [False, True, True, False], 2488, 'North', (18, 10))
Element 23: (3, (18, 10), ['.', '', '.', '%'], [(3, 5), (11, 9), (17, 3)], [False, False, False, True], 54, False, [True, False, True, False], 2517, 'North', (18, 11))
Element 24: (3, (18, 11), ['.', '', '.', '%'], [(2, 5), (12, 9), (17, 2)], [False, False, False, True], 52, False, [True, False, True, False], 2536, 'North', (18, 12))
Element 25: (3, (18, 12), ['.', '', '.', '%'], [(1, 5), (13, 9), (17, 1)], [False, False, False, True], 50, False, [True, False, True, False], 2555, 'North', (18, 13))
Element 26: (3, (18, 13), ['.', '', '%', '%'], [(2, 5), (14, 9), (18, 1)], [False, False, True, True], 48, False, [True, False, False, False], 2574, 'West', (17, 13))
Element 27: (3, (17, 13), ['.', '.', '%', ''], [(3, 5), (15, 9), (17, 1)], [False, False, True, False], 46, False, [True, True, False, False], 2583, 'South', (17, 12))
Element 28: (3, (17, 12), ['.', '.', '', ''], [(3, 5), (15, 10), (16, 1)], [False, False, False, False], 44, False, [True, True, False, False], 2612, 'South', (17, 11))
Element 29: (3, (17, 11), ['.', '.', '', ''], [(4, 5), (16, 10), (16, 2)], [False, False, False, False], 42, False, [True, True, False, False], 2641, 'South', (17, 10))
Element 30: (3, (17, 10), ['', '', '', ''], [(3, 5), (16, 11), (16, 3)], [False, False, False, False], 40, False, [False, False, False, False], 2670, 'West', (16, 10))
Element 31: (3, (16, 10), ['', '', '', ''], [(2, 5), (16, 12), (16, 4)], [False, False, False, False], 38, False, [False, False, False, False], 2689, 'North', (16, 11))
Element 32: (3, (16, 11), ['.', '', '', ''], [(1, 5), (16, 13), (16, 5)], [False, False, False, False], 36, False, [True, False, False, False], 2698, 'West', (15, 11))
Element 33: (3, (15, 11), ['%', '', '.', ''], [(2, 5), (17, 13), (15, 5)], [True, False, False, False], 34, False, [False, False, True, False], 2707, 'North', (15, 12))
Element 34: (3, (15, 12), ['.', '', '%', ''], [(3, 5), (18, 13), (15, 6)], [False, False, True, False], 32, False, [True, False, False, False], 2716, 'West', (14, 12))
Element 35: (3, (14, 12), ['%', '%', '.', ''], [(3, 5), (18, 12), (14, 6)], [True, True, False, False], 30, False, [False, False, True, False], 2725, 'North', (14, 13))
Element 36: (3, (14, 13), ['.', '', '%', '%'], [(4, 5), (18, 11), (14, 5)], [False, False, True, True], 28, False, [True, False, False, False], 2734, 'West', (13, 13))
Element 37: (3, (13, 13), ['.', '%', '%', ''], [(3, 5), (18, 10), (14, 4)], [False, True, True, False], 26, False, [True, False, False, False], 2743, 'West', (12, 13))
Element 38: (3, (12, 13), ['.', '%', '%', ''], [(2, 5), (18, 9), (14, 3)], [False, True, True, False], 24, False, [True, False, False, False], 2762, 'West', (11, 13))
Element 39: (3, (11, 13), ['%', '.', '%', ''], [(1, 5), (18, 8), (15, 3)], [True, False, True, False], 22, False, [False, True, False, False], 2791, 'South', (11, 12))
Element 40: (3, (11, 12), ['.', '.', '', '%'], [(2, 5), (17, 8), (15, 2)], [False, False, False, True], 20, False, [True, True, False, False], 2820, 'South', (11, 11))
Element 41: (3, (11, 11), ['.', '%', '', '.'], [(3, 5), (17, 9), (15, 1)], [False, True, False, False], 18, False, [True, False, False, True], 2839, 'East', (12, 11))
Element 42: (3, (12, 11), ['', '%', '%', '.'], [(3, 5), (17, 10), (14, 1)], [False, True, True, False], 16, False, [False, False, False, True], 2858, 'East', (13, 11))
Element 43: (3, (13, 11), ['', '%', '%', '%'], [(4, 5), (17, 11), (13, 1)], [False, True, True, True], 14, False, [False, False, False, False], 2877, 'West', (12, 11))
Element 44: (3, (12, 11), ['', '%', '%', ''], [(3, 5), (17, 12), (12, 1)], [False, True, True, False], 12, False, [False, False, False, False], 2886, 'West', (11, 11))
Element 45: (3, (11, 11), ['.', '%', '', ''], [(2, 5), (17, 11), (11, 1)], [False, True, False, False], 10, False, [True, False, False, False], 2895, 'West', (10, 11))
Element 46: (3, (10, 11), ['.', '%', '.', ''], [(1, 5), (17, 10), (10, 1)], [False, True, False, False], 8, False, [True, False, True, False], 3904, 'North', (10, 12))
Element 47: (3, (10, 12), ['.', '', '%', ''], [(2, 5), (17, 9), (10, 2)], [False, False, True, False], 6, False, [True, False, False, False], 3923, 'West', (9, 12))
