Element 1: (1, (7, 13), ['.', '%', '%', '%'], [(2, 9), (11, 4), (15, 2)], [False, True, True, True], 98, False, [True, False, False, False], 9, 'West', (6, 13))
Element 2: (1, (6, 13), ['.', '.', '%', ''], [(2, 8), (12, 4), (16, 2)], [False, False, True, False], 96, False, [True, True, False, False], 48, 'South', (6, 12))
Element 3: (1, (6, 12), ['.', '.', '', '%'], [(3, 8), (13, 4), (17, 2)], [False, False, False, True], 94, False, [True, True, False, False], 87, 'South', (6, 11))
Element 4: (1, (6, 11), ['.', '.', '', '.'], [(4, 8), (14, 4), (17, 3)], [False, False, False, False], 92, False, [True, True, False, True], 126, 'East', (7, 11))
Element 5: (1, (7, 11), ['', '.', '%', '%'], [(5, 8), (14, 5), (17, 4)], [False, False, True, True], 90, False, [False, True, False, False], 165, 'South', (7, 10))
Element 6: (1, (7, 10), ['.', '%', '', '.'], [(5, 7), (15, 5), (18, 4)], [False, True, False, False], 88, False, [True, False, False, True], 204, 'East', (8, 10))
Element 7: (1, (8, 10), ['', '%', '%', '.'], [(6, 7), (16, 5), (17, 4)], [False, True, True, False], 86, False, [False, False, False, True], 233, 'East', (9, 10))
Element 8: (1, (9, 10), ['', '%', '.', '%'], [(7, 7), (17, 5), (17, 3)], [False, True, False, True], 84, False, [False, False, True, False], 262, 'North', (9, 11))
Element 9: (1, (9, 11), ['%', '', '.', '.'], [(8, 7), (17, 6), (17, 4)], [True, False, False, False], 82, False, [False, False, True, True], 1281, 'East', (10, 11))
Element 10: (1, (10, 11), ['', '%', '.', '.'], [(8, 8), (18, 6), (16, 4)], [False, True, False, False], 80, False, [False, False, True, True], 1320, 'East', (11, 11))
Element 11: (1, (11, 11), ['', '%', '.', '.'], [(9, 8), (17, 6), (16, 3)], [False, True, False, False], 78, False, [False, False, True, True], 1349, 'East', (12, 11))
Element 12: (1, (12, 11), ['', '%', '%', '.'], [(10, 8), (16, 6), (15, 3)], [False, True, True, False], 76, False, [False, False, False, True], 1388, 'East', (13, 11))
Element 13: (1, (13, 11), ['', '%', '%', '%'], [(9, 8), (16, 7), (14, 3)], [False, True, True, True], 74, False, [False, False, False, False], 1417, 'West', (12, 11))
Element 14: (1, (12, 11), ['', '%', '%', ''], [(8, 8), (15, 7), (13, 3)], [False, True, True, False], 72, False, [False, False, False, False], 1436, 'West', (11, 11))
Element 15: (1, (11, 11), ['', '%', '.', ''], [(8, 7), (15, 6), (12, 3)], [False, True, False, False], 70, False, [False, False, True, False], 1455, 'North', (11, 12))
Element 16: (1, (11, 12), ['.', '', '.', '%'], [(8, 6), (14, 6), (11, 3)], [False, False, False, True], 68, False, [True, False, True, False], 1494, 'North', (11, 13))
