Element 1: (1, (7, 5), ['F', '.', '.', '.'], [(14, 5), (8, 10), (10, 8)], [False, False, False, False], 98, False, [False, True, True, True], 9, 'West', (6, 5))
Element 33: (1, (16, 12), ['', '', 'G', ''], [(16, 13), (17, 11), (12, 4)], [False, False, False, False], 34, False, [False, False, False, False], 3747, 'South', (16, 11))
Element 34: (1, (16, 11), ['', '', '', ''], [(17, 13), (17, 10), (13, 4)], [False, False, False, False], 32, False, [False, False, False, False], 3756, 'South', (16, 10))
Element 35: (1, (16, 10), ['', '', '', ''], [(18, 13), (17, 9), (13, 5)], [False, False, False, False], 30, False, [False, False, False, False], 3765, 'West', (15, 10))
Element 36: (1, (15, 10), ['%', '', '', ''], [(18, 12), (17, 10), (14, 5)], [True, False, False, False], 28, False, [False, False, False, False], 3764, 'North', (15, 11))
Element 37: (1, (15, 11), ['%', '', '', ''], [(18, 11), (17, 9), (15, 5)], [True, False, False, False], 26, False, [False, False, False, False], 3763, 'North', (15, 12))
Element 38: (1, (15, 12), ['', '', '%', ''], [(18, 10), (16, 9), (16, 5)], [False, False, True, False], 24, False, [False, False, False, False], 3762, 'West', (14, 12))
Element 39: (1, (14, 12), ['%', '%', '', ''], [(18, 9), (16, 10), (16, 4)], [True, True, False, False], 22, False, [False, False, False, False], 3771, 'North', (14, 13))
Element 40: (1, (14, 13), ['', '', '%', '%'], [(18, 8), (16, 11), (17, 4)], [False, False, True, True], 20, False, [False, False, False, False], 3780, 'West', (13, 13))
Element 41: (1, (13, 13), ['', '%', '%', ''], [(17, 8), (15, 11), (18, 4)], [False, True, True, False], 18, False, [False, False, False, False], 3789, 'West', (12, 13))
Element 42: (1, (12, 13), ['', '%', '%', ''], [(17, 9), (15, 10), (17, 4)], [False, True, True, False], 16, False, [False, False, False, False], 3788, 'West', (11, 13))
Element 43: (1, (11, 13), ['%', '', '%', ''], [(17, 10), (15, 9), (17, 3)], [True, False, True, False], 14, False, [False, False, False, False], 3797, 'South', (11, 12))
Element 44: (1, (11, 12), ['.', '', '', '%'], [(17, 11), (14, 9), (17, 2)], [False, False, False, True], 12, False, [True, False, False, False], 3806, 'West', (10, 12))
Element 45: (1, (10, 12), ['.', '', '%', ''], [(17, 10), (13, 9), (17, 1)], [False, False, True, False], 10, False, [True, False, False, False], 3825, 'West', (9, 12))
Element 46: (1, (9, 12), ['.', '', '.', ''], [(17, 9), (13, 8), (18, 1)], [False, False, False, False], 8, False, [True, False, True, False], 3844, 'North', (9, 13))
Element 47: (1, (9, 13), ['%', '', '%', '%'], [(16, 9), (13, 7), (17, 1)], [True, False, True, True], 6, False, [False, False, False, False], 3853, 'South', (9, 12))
Element 48: (1, (9, 12), ['.', '', '', ''], [(17, 9), (14, 7), (16, 1)], [False, False, False, False], 4, False, [True, False, False, False], 3862, 'West', (8, 12))
Element 49: (1, (8, 12), ['%', '%', '%', ''], [(17, 8), (15, 7), (16, 2)], [True, True, True, False], 2, False, [False, False, False, False], 3881, 'East', (9, 12))
Element 50: (1, (9, 12), ['', '', '', ''], [(17, 8), (16, 7), (16, 3)], [False, False, False, False], 0, False, [False, False, False, False], 3890, 'Stop', (9, 12))
Element 51: #0#
