Element 1: (1, (8, 12), ['%', '%', '%', '.'], [(15, 7), (9, 6), (16, 1)], [True, True, True, False], 98, False, [False, False, False, True], 9, 'East', (9, 12))
Element 2: (1, (9, 12), ['', '.', '.', '.'], [(16, 7), (10, 6), (17, 1)], [False, False, False, False], 96, False, [False, True, True, True], 48, 'East', (10, 12))
Element 3: (1, (10, 12), ['', '.', '%', '.'], [(16, 6), (11, 6), (18, 1)], [False, False, True, False], 94, False, [False, True, False, True], 87, 'East', (11, 12))
Element 4: (1, (11, 12), ['', '.', '.', '%'], [(17, 6), (12, 6), (17, 1)], [False, False, False, True], 92, False, [False, True, True, False], 1106, 'North', (11, 13))
Element 5: (1, (11, 13), ['%', '', '%', '.'], [(18, 6), (13, 6), (17, 2)], [True, False, True, False], 90, False, [False, False, False, True], 1145, 'East', (12, 13))
Element 6: (1, (12, 13), ['', '%', '%', '.'], [(17, 6), (14, 6), (17, 3)], [False, True, True, False], 88, False, [False, False, False, True], 1174, 'East', (13, 13))
Element 7: (1, (13, 13), ['', '%', '%', '.'], [(17, 5), (15, 6), (17, 4)], [False, True, True, False], 86, False, [False, False, False, True], 1213, 'East', (14, 13))
Element 8: (1, (14, 13), ['', '.', '%', '%'], [(16, 5), (15, 5), (18, 4)], [False, False, True, True], 84, False, [False, True, False, False], 1252, 'South', (14, 12))
Element 9: (1, (14, 12), ['%', '%', '', '.'], [(16, 4), (14, 5), (17, 4)], [True, True, False, False], 82, False, [False, False, False, True], 1281, 'East', (15, 12))
Element 10: (1, (15, 12), ['', '.', '%', '.'], [(16, 3), (14, 4), (17, 3)], [False, False, True, False], 80, False, [False, True, False, True], 1310, 'East', (16, 12))
Element 11: (1, (16, 12), ['', '.', '.', '.'], [(16, 2), (14, 3), (17, 4)], [False, False, False, False], 78, False, [False, True, True, True], 1339, 'East', (17, 12))
Element 12: (1, (17, 12), ['', '.', '.', '.'], [(15, 2), (15, 3), (17, 3)], [False, False, False, False], 76, False, [False, True, True, True], 1368, 'East', (18, 12))
Element 13: (1, (18, 12), ['', '.', '.', '%'], [(15, 1), (16, 3), (17, 2)], [False, False, False, True], 74, False, [False, True, True, False], 1387, 'North', (18, 13))
Element 14: (1, (18, 13), ['.', '', '%', '%'], [(14, 1), (17, 3), (16, 2)], [False, False, True, True], 72, False, [True, False, False, False], 1406, 'West', (17, 13))
Element 15: (1, (17, 13), ['.', '', '%', ''], [(13, 1), (17, 4), (16, 3)], [False, False, True, False], 70, False, [True, False, False, False], 1425, 'West', (16, 13))
Element 16: (1, (16, 13), ['%', '', '%', ''], [(12, 1), (18, 4), (16, 4)], [True, False, True, False], 68, False, [False, False, False, False], 1444, 'East', (17, 13))
Element 17: (1, (17, 13), ['', '', '%', ''], [(11, 1), (17, 4), (16, 5)], [False, False, True, False], 66, False, [False, False, False, False], 1453, 'East', (18, 13))
Element 18: (1, (18, 13), ['', '', '%', '%'], [(10, 1), (17, 5), (16, 6)], [False, False, True, True], 64, False, [False, False, False, False], 2452, 'South', (18, 12))
Element 19: (1, (18, 12), ['', '.', '', '%'], [(10, 2), (17, 6), (16, 7)], [False, False, False, True], 62, False, [False, True, False, False], 2461, 'South', (18, 11))
Element 20: (1, (18, 11), ['.', '.', '', '%'], [(11, 2), (18, 6), (15, 7)], [False, False, False, True], 60, False, [True, True, False, False], 2480, 'South', (18, 10))
Element 21: (1, (18, 10), ['.', '.', '', '%'], [(11, 3), (17, 6), (15, 6)], [False, False, False, True], 58, False, [True, True, False, False], 2499, 'South', (18, 9))
Element 22: (1, (18, 9), ['.', '.', '', '%'], [(12, 3), (16, 6), (15, 5)], [False, False, False, True], 56, False, [True, True, False, False], 2518, 'South', (18, 8))
Element 23: (1, (18, 8), ['.', '%', '', '%'], [(13, 3), (16, 7), (14, 5)], [False, True, False, True], 54, False, [True, False, False, False], 2537, 'West', (17, 8))
Element 24: (1, (17, 8), ['%', '%', '.', ''], [(13, 4), (15, 7), (13, 5)], [True, True, False, False], 52, False, [False, False, True, False], 2566, 'North', (17, 9))
Element 25: (1, (17, 9), ['.', '', '.', ''], [(12, 4), (14, 7), (13, 6)], [False, False, False, False], 50, False, [True, False, True, False], 2585, 'North', (17, 10))
Element 26: (1, (17, 10), ['.', '', '.', ''], [(11, 4), (13, 7), (14, 6)], [False, False, False, False], 48, False, [True, False, True, False], 2614, 'North', (17, 11))
Element 27: (1, (17, 11), ['.', '', '', ''], [(10, 4), (13, 8), (14, 7)], [False, False, False, False], 46, False, [True, False, False, False], 2643, 'West', (16, 11))
Element 28: (1, (16, 11), ['.', '.', '', ''], [(10, 5), (13, 9), (13, 7)], [False, False, False, False], 44, False, [True, True, False, False], 2672, 'South', (16, 10))
Element 29: (1, (16, 10), ['.', '.', '', ''], [(9, 5), (14, 9), (12, 7)], [False, False, False, False], 42, False, [True, True, False, False], 2711, 'South', (16, 9))
Element 30: (1, (16, 9), ['G', '%', '', ''], [(9, 4), (15, 9), (12, 8)], [False, True, False, False], 40, False, [False, False, False, False], 2750, 'North', (16, 10))
Element 31: (1, (16, 10), ['G', '', '', ''], [(9, 3), (15, 10), (12, 9)], [False, False, False, False], 38, False, [False, False, False, False], 2779, 'South', (16, 9))
Element 32: (1, (16, 9), ['', '%', '', ''], [(8, 3), (15, 11), (11, 9)], [False, True, False, False], 36, False, [False, False, False, False], 2808, 'North', (16, 10))
Element 33: (1, (16, 10), ['', '', 'G', ''], [(8, 4), (16, 11), (12, 9)], [False, False, False, False], 34, False, [False, False, False, False], 2817, 'West', (15, 10))
