Element 1: (2, (6, 12), ['', '.', '.', '.'], [(10, 5), (5, 13), (8, 5)], [False, False, False, False], 98, False, [False, True, True, True], 1009, 'East', (7, 12))
Element 2: (2, (7, 12), ['', '%', '.', '.'], [(10, 4), (6, 13), (8, 6)], [False, True, False, False], 96, False, [False, False, True, True], 1048, 'East', (8, 12))
Element 3: (2, (8, 12), ['', '%', '%', '.'], [(11, 4), (7, 13), (9, 6)], [False, True, True, False], 94, False, [False, False, False, True], 1087, 'East', (9, 12))
Element 4: (2, (9, 12), ['', '%', '.', '.'], [(12, 4), (7, 12), (9, 7)], [False, True, False, False], 92, False, [False, False, True, True], 1116, 'East', (10, 12))
Element 5: (2, (10, 12), ['', '%', '.', '.'], [(13, 4), (8, 12), (10, 7)], [False, True, False, False], 90, False, [False, False, True, True], 1145, 'East', (11, 12))
Element 6: (2, (11, 12), ['', '%', '%', '.'], [(14, 4), (9, 12), (10, 8)], [False, True, True, False], 88, False, [False, False, False, True], 1174, 'East', (12, 12))
Element 7: (2, (12, 12), ['', '.', '.', '.'], [(15, 4), (9, 13), (9, 8)], [False, False, False, False], 86, False, [False, True, True, True], 1213, 'East', (13, 12))
Element 8: (2, (13, 12), ['', '.', '.', '%'], [(16, 4), (10, 13), (8, 8)], [False, False, False, True], 84, False, [False, True, True, False], 1252, 'North', (13, 13))
Element 9: (2, (13, 13), ['.', '', '%', '.'], [(17, 4), (10, 12), (8, 9)], [False, False, True, False], 82, False, [True, False, False, True], 1281, 'East', (14, 13))
Element 10: (2, (14, 13), ['', '%', '%', '.'], [(18, 4), (11, 12), (7, 9)], [False, True, True, False], 80, False, [False, False, False, True], 1310, 'East', (15, 13))
Element 11: (2, (15, 13), ['', '.', '%', '.'], [(18, 5), (12, 12), (7, 8)], [False, False, True, False], 78, False, [False, True, False, True], 1339, 'East', (16, 13))
Element 12: (2, (16, 13), ['', '.', '%', '.'], [(17, 5), (12, 13), (6, 8)], [False, False, True, False], 76, False, [False, True, False, True], 1378, 'East', (17, 13))
Element 13: (2, (17, 13), ['', '.', '%', '.'], [(17, 6), (13, 13), (6, 9)], [False, False, True, False], 74, False, [False, True, False, True], 1407, 'East', (18, 13))
Element 14: (2, (18, 13), ['', '.', '%', '%'], [(17, 7), (14, 13), (6, 8)], [False, False, True, True], 72, False, [False, True, False, False], 1426, 'South', (18, 12))
Element 15: (2, (18, 12), ['.', '.', '', '%'], [(18, 7), (15, 13), (5, 8)], [False, False, False, True], 70, False, [True, True, False, False], 1455, 'South', (18, 11))
Element 16: (2, (18, 11), ['.', '.', '', '%'], [(17, 7), (15, 12), (4, 8)], [False, False, False, True], 68, False, [True, True, False, False], 1484, 'South', (18, 10))
Element 17: (2, (18, 10), ['.', '%', '', '%'], [(17, 6), (16, 12), (5, 8)], [False, True, False, True], 66, False, [True, False, False, False], 1503, 'West', (17, 10))
Element 18: (2, (17, 10), ['.', '.', '.', ''], [(16, 6), (17, 12), (6, 8)], [False, False, False, False], 64, False, [True, True, True, False], 1532, 'North', (17, 11))
Element 19: (2, (17, 11), ['.', '', '', ''], [(16, 5), (18, 12), (7, 8)], [False, False, False, False], 62, False, [True, False, False, False], 1551, 'West', (16, 11))
Element 20: (2, (16, 11), ['%', '.', '', ''], [(15, 5), (18, 13), (7, 9)], [True, False, False, False], 60, False, [False, True, False, False], 1570, 'South', (16, 10))
Element 21: (2, (16, 10), ['%', '.', '', ''], [(15, 6), (17, 13), (6, 9)], [True, False, False, False], 58, False, [False, True, False, False], 1589, 'South', (16, 9))
Element 22: (2, (16, 9), ['%', '%', '', '.'], [(15, 7), (16, 13), (7, 9)], [True, True, False, False], 56, False, [False, False, False, True], 1608, 'East', (17, 9))
Element 23: (2, (17, 9), ['', '%', '', '%'], [(15, 8), (17, 13), (8, 9)], [False, True, False, True], 54, False, [False, False, False, False], 1627, 'West', (16, 9))
Element 24: (2, (16, 9), ['%', '%', '', ''], [(14, 8), (18, 13), (8, 8)], [True, True, False, False], 52, False, [False, False, False, False], 1636, 'North', (16, 10))
Element 25: (2, (16, 10), ['%', '', '', ''], [(14, 7), (18, 12), (7, 8)], [True, False, False, False], 50, False, [False, False, False, False], 1645, 'North', (16, 11))
Element 26: (2, (16, 11), ['%', '', '', ''], [(14, 8), (18, 11), (8, 8)], [True, False, False, False], 48, False, [False, False, False, False], 1644, 'North', (16, 12))
Element 27: (2, (16, 12), ['', '', '', ''], [(13, 8), (18, 10), (9, 8)], [False, False, False, False], 46, False, [False, False, False, False], 1653, 'East', (17, 12))
Element 28: (2, (17, 12), ['', '', '', ''], [(14, 8), (17, 10), (10, 8)], [False, False, False, False], 44, False, [False, False, False, False], 1652, 'West', (16, 12))
Element 29: (2, (16, 12), ['', '', '', ''], [(15, 8), (17, 11), (10, 7)], [False, False, False, False], 42, False, [False, False, False, False], 1651, 'West', (15, 12))
Element 30: (2, (15, 12), ['%', '%', '', ''], [(15, 7), (16, 11), (9, 7)], [True, True, False, False], 40, False, [False, False, False, False], 1650, 'East', (16, 12))
Element 31: (2, (16, 12), ['', '', '', ''], [(14, 7), (16, 10), (9, 8)], [False, False, False, False], 38, False, [False, False, False, False], 1649, 'South', (16, 11))
Element 32: (2, (16, 11), ['%', '', '', ''], [(15, 7), (16, 9), (9, 7)], [True, False, False, False], 36, False, [False, False, False, False], 1648, 'East', (17, 11))
Element 33: (2, (17, 11), ['', '', '', ''], [(15, 6), (17, 9), (9, 6)], [False, False, False, False], 34, False, [False, False, False, False], 1647, 'North', (17, 12))
Element 34: (2, (17, 12), ['', '', '', ''], [(15, 5), (16, 9), (9, 5)], [False, False, False, False], 32, False, [False, False, False, False], 1646, 'South', (17, 11))
Element 35: (2, (17, 11), ['', '', '', ''], [(14, 5), (16, 10), (9, 4)], [False, False, False, False], 30, False, [False, False, False, False], 1665, 'South', (17, 10))
Element 36: (2, (17, 10), ['', '', '', ''], [(13, 5), (16, 11), (9, 3)], [False, False, False, False], 28, False, [False, False, False, False], 1684, 'South', (17, 9))
Element 37: (2, (17, 9), ['', '%', '', '%'], [(13, 6), (17, 11), (9, 2)], [False, True, False, True], 26, False, [False, False, False, False], 2693, 'North', (17, 10))
Element 38: (2, (17, 10), ['', '', '', ''], [(12, 6), (16, 11), (10, 2)], [False, False, False, False], 24, False, [False, False, False, False], 2712, 'West', (16, 10))
Element 39: (2, (16, 10), ['%', '', '', ''], [(12, 5), (16, 10), (11, 2)], [True, False, False, False], 22, False, [False, False, False, False], 2731, 'East', (17, 10))
Element 40: (2, (17, 10), ['', '', '', ''], [(12, 6), (16, 9), (12, 2)], [False, False, False, False], 20, False, [False, False, False, False], 2740, 'East', (18, 10))
Element 41: (2, (18, 10), ['', '%', '', '%'], [(11, 6), (16, 10), (13, 2)], [False, True, False, True], 18, False, [False, False, False, False], 2759, 'North', (18, 11))
