Element 1: (2, (6, 12), ['', '.', '.', '.'], [(10, 5), (5, 13), (8, 5)], [False, False, False, False], 98, False, [False, True, True, True], 1009, 'East', (7, 12))
Element 42: (2, (18, 11), ['', '', '', '%'], [(12, 6), (17, 10), (14, 2)], [False, False, False, True], 16, False, [False, False, False, False], 2768, 'West', (17, 11))
Element 43: (2, (17, 11), ['', '', '', ''], [(13, 6), (18, 10), (14, 3)], [False, False, False, False], 14, False, [False, False, False, False], 2777, 'East', (18, 11))
Element 44: (2, (18, 11), ['', '', '', '%'], [(13, 5), (17, 10), (13, 3)], [False, False, False, True], 12, False, [False, False, False, False], 2786, 'North', (18, 12))
Element 45: (2, (18, 12), ['', '', '', '%'], [(12, 5), (17, 11), (13, 4)], [False, False, False, True], 10, False, [False, False, False, False], 2785, 'West', (17, 12))
Element 46: (2, (17, 12), ['', '', '', ''], [(13, 5), (18, 11), (14, 4)], [False, False, False, False], 8, False, [False, False, False, False], 2784, 'East', (18, 12))
Element 47: (2, (18, 12), ['', '', '', '%'], [(14, 5), (17, 11), (15, 4)], [False, False, False, True], 6, False, [False, False, False, False], 2783, 'North', (18, 13))
Element 48: (2, (18, 13), ['', '', '%', '%'], [(15, 5), (17, 12), (16, 4)], [False, False, True, True], 4, False, [False, False, False, False], 2782, 'West', (17, 13))
Element 49: (2, (17, 13), ['', '', '%', ''], [(16, 5), (16, 12), (16, 3)], [False, False, True, False], 2, False, [False, False, False, False], 2791, 'South', (17, 12))
Element 50: (2, (17, 12), ['G', '', '', ''], [(16, 5), (16, 12), (17, 3)], [False, False, False, False], 0, False, [False, False, False, False], 2800, 'Stop', (17, 12))
Element 51: #0#
