Element 1: (2, (9, 3), ['.', 'F', '.', '.'], [(14, 1), (2, 4), (10, 10)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'South', (9, 2))
Element 2: (2, (9, 2), ['.', '.', '', '.'], [(15, 1), (3, 4), (9, 10)], [False, False, False, False], 96, False, [True, True, False, True], 1048, 'East', (10, 2))
Element 3: (2, (10, 2), ['', '%', '.', '.'], [(14, 1), (4, 4), (10, 10)], [False, True, False, False], 94, False, [False, False, True, True], 1067, 'East', (11, 2))
Element 4: (2, (11, 2), ['', '.', '.', '.'], [(14, 2), (4, 5), (10, 10)], [False, False, False, False], 92, False, [False, True, True, True], 1096, 'East', (12, 2))
Element 5: (2, (12, 2), ['', '.', '%', '.'], [(14, 3), (5, 5), (9, 10)], [False, False, True, False], 90, False, [False, True, False, True], 1125, 'East', (13, 2))
Element 6: (2, (13, 2), ['', '', '.', ''], [(14, 4), (6, 5), (10, 10)], [False, False, False, False], 88, False, [False, False, True, False], 1154, 'North', (13, 3))
Element 7: (2, (13, 3), ['%', '', '.', ''], [(15, 4), (6, 6), (10, 10)], [True, False, False, False], 86, False, [False, False, True, False], 1183, 'North', (13, 4))
Element 8: (2, (13, 4), ['.', '', '.', ''], [(16, 4), (5, 6), (9, 10)], [False, False, False, False], 84, False, [True, False, True, False], 1212, 'North', (13, 5))
Element 9: (2, (13, 5), ['.', '', '.', '.'], [(17, 4), (4, 6), (10, 10)], [False, False, False, False], 82, False, [True, False, True, True], 1241, 'East', (14, 5))
Element 10: (2, (14, 5), ['', '', '%', '.'], [(18, 4), (3, 6), (10, 10)], [False, False, True, False], 80, False, [False, False, False, True], 1270, 'East', (15, 5))
Element 11: (2, (15, 5), ['', '', '.', '.'], [(18, 5), (3, 7), (9, 10)], [False, False, False, False], 78, False, [False, False, True, True], 1299, 'East', (16, 5))
Element 12: (2, (16, 5), ['', '', '.', 'G'], [(17, 5), (2, 7), (10, 10)], [False, False, False, False], 76, False, [False, False, True, False], 1328, 'North', (16, 6))
Element 13: (2, (16, 6), ['.', '', '%', 'G'], [(17, 6), (2, 8), (10, 10)], [False, False, True, False], 74, False, [True, False, False, False], 2347, 'West', (15, 6))
Element 14: (2, (15, 6), ['%', '', '.', ''], [(17, 7), (1, 8), (9, 10)], [True, False, False, False], 72, False, [False, False, True, False], 3366, 'North', (15, 7))
Element 15: (2, (15, 7), ['.', '', '.', '%'], [(18, 7), (1, 7), (10, 10)], [False, False, False, True], 70, False, [True, False, True, False], 3395, 'North', (15, 8))
Element 16: (2, (15, 8), ['.', '', '%', '%'], [(17, 7), (1, 6), (10, 10)], [False, False, True, True], 68, False, [True, False, False, False], 3414, 'West', (14, 8))
Element 17: (2, (14, 8), ['.', '.', '%', ''], [(17, 6), (2, 6), (9, 10)], [False, False, True, False], 66, False, [True, True, False, False], 3433, 'South', (14, 7))
Element 18: (2, (14, 7), ['%', '%', '', ''], [(16, 6), (2, 5), (10, 10)], [True, True, False, False], 64, False, [False, False, False, False], 3452, 'North', (14, 8))
Element 19: (2, (14, 8), ['.', '', '%', ''], [(16, 5), (3, 5), (10, 10)], [False, False, True, False], 62, False, [True, False, False, False], 3461, 'West', (13, 8))
Element 20: (2, (13, 8), ['%', '%', '%', ''], [(15, 5), (2, 5), (9, 10)], [True, True, True, False], 60, False, [False, False, False, False], 3470, 'East', (14, 8))
Element 21: (2, (14, 8), ['', '', '%', ''], [(15, 6), (1, 5), (10, 10)], [False, False, True, False], 58, False, [False, False, False, False], 3479, 'East', (15, 8))
Element 22: (2, (15, 8), ['', 'G', '%', '%'], [(15, 7), (2, 5), (10, 10)], [False, False, True, True], 56, False, [False, False, False, False], 3478, 'West', (14, 8))
Element 23: (2, (14, 8), ['', '', '%', 'G'], [(15, 8), (2, 6), (9, 10)], [False, False, True, False], 54, False, [False, False, False, False], 3477, 'South', (14, 7))
