Element 1: (1, (9, 5), ['.', '.', '.', 'F'], [(10, 13), (18, 5), (18, 10)], [False, False, False, False], 98, False, [True, True, True, False], 9, 'East', (10, 5))
Element 2: (1, (10, 5), ['', '.', '%', '%'], [(10, 12), (18, 4), (18, 11)], [False, False, True, True], 96, False, [False, True, False, False], 1038, 'South', (10, 4))
Element 3: (1, (10, 4), ['.', '.', '', '.'], [(11, 12), (18, 3), (18, 12)], [False, False, False, False], 94, False, [True, True, False, True], 1077, 'East', (11, 4))
Element 4: (1, (11, 4), ['', '.', '%', '.'], [(12, 12), (17, 3), (18, 13)], [False, False, True, False], 92, False, [False, True, False, True], 1116, 'East', (12, 4))
Element 5: (1, (12, 4), ['', '%', '.', '.'], [(13, 12), (17, 4), (17, 13)], [False, True, False, False], 90, False, [False, False, True, True], 1155, 'East', (13, 4))
Element 6: (1, (13, 4), ['', '.', '.', '.'], [(13, 13), (17, 5), (17, 12)], [False, False, False, False], 88, False, [False, True, True, True], 1194, 'East', (14, 4))
Element 7: (1, (14, 4), ['', '.', '.', '.'], [(14, 13), (17, 6), (17, 11)], [False, False, False, False], 86, False, [False, True, True, True], 1233, 'East', (15, 4))
Element 8: (1, (15, 4), ['', '%', '.', '.'], [(15, 13), (17, 7), (17, 10)], [False, True, False, False], 84, False, [False, False, True, True], 1272, 'East', (16, 4))
Element 9: (1, (16, 4), ['', '.', '.', ''], [(16, 13), (18, 7), (17, 9)], [False, False, False, False], 82, False, [False, True, True, False], 1311, 'North', (16, 5))
Element 10: (1, (16, 5), ['.', '', '.', ''], [(16, 12), (17, 7), (16, 9)], [False, False, False, False], 80, False, [True, False, True, False], 1340, 'North', (16, 6))
Element 11: (1, (16, 6), ['.', '', '%', 'G'], [(16, 11), (17, 6), (16, 10)], [False, False, True, False], 78, False, [True, False, False, False], 1369, 'West', (15, 6))
Element 12: (1, (15, 6), ['%', '.', '.', 'G'], [(17, 11), (16, 6), (16, 9)], [True, False, False, False], 76, False, [False, True, True, False], 1378, 'North', (15, 7))
Element 13: (1, (15, 7), ['.', '', '.', '%'], [(18, 11), (16, 5), (17, 9)], [False, False, False, True], 74, False, [True, False, True, False], 1387, 'North', (15, 8))
Element 14: (1, (15, 8), ['.', '', '%', '%'], [(18, 12), (15, 5), (17, 10)], [False, False, True, True], 72, False, [True, False, False, False], 1406, 'West', (14, 8))
Element 15: (1, (14, 8), ['.', '.', '%', ''], [(18, 13), (14, 5), (16, 10)], [False, False, True, False], 70, False, [True, True, False, False], 1425, 'South', (14, 7))
Element 16: (1, (14, 7), ['%', '%', '', ''], [(17, 13), (13, 5), (17, 10)], [True, True, False, False], 68, False, [False, False, False, False], 1444, 'North', (14, 8))
Element 17: (1, (14, 8), ['.', '', '%', ''], [(17, 12), (13, 6), (17, 11)], [False, False, True, False], 66, False, [True, False, False, False], 1453, 'West', (13, 8))
Element 18: (1, (13, 8), ['%', '%', '%', ''], [(17, 13), (12, 6), (16, 11)], [True, True, True, False], 64, False, [False, False, False, False], 1472, 'East', (14, 8))
Element 19: (1, (14, 8), ['', '', '%', ''], [(18, 13), (12, 5), (16, 12)], [False, False, True, False], 62, False, [False, False, False, False], 1481, 'East', (15, 8))
Element 20: (1, (15, 8), ['', '', '%', '%'], [(18, 12), (12, 4), (15, 12)], [False, False, True, True], 60, False, [False, False, False, False], 1490, 'South', (15, 7))
Element 21: (1, (15, 7), ['', '', '', '%'], [(17, 12), (13, 4), (15, 13)], [False, False, False, True], 58, False, [False, False, False, False], 1489, 'West', (14, 7))
Element 22: (1, (14, 7), ['%', '%', '', ''], [(18, 12), (13, 3), (16, 13)], [True, True, False, False], 56, False, [False, False, False, False], 1498, 'East', (15, 7))
Element 23: (1, (15, 7), ['', '', '', '%'], [(18, 11), (14, 3), (15, 13)], [False, False, False, True], 54, False, [False, False, False, False], 1507, 'South', (15, 6))
Element 24: (1, (15, 6), ['%', '', '', ''], [(18, 10), (14, 2), (14, 13)], [True, False, False, False], 52, False, [False, False, False, False], 1516, 'South', (15, 5))
Element 25: (1, (15, 5), ['', '', '', ''], [(17, 10), (14, 1), (13, 13)], [False, False, False, False], 50, False, [False, False, False, False], 1525, 'West', (14, 5))
Element 26: (1, (14, 5), ['', '', '%', ''], [(17, 9), (15, 1), (12, 13)], [False, False, True, False], 48, False, [False, False, False, False], 1544, 'West', (13, 5))
Element 27: (1, (13, 5), ['', '', '', ''], [(16, 9), (14, 1), (12, 12)], [False, False, False, False], 46, False, [False, False, False, False], 1543, 'North', (13, 6))
Element 28: (1, (13, 6), ['', '', '%', '%'], [(16, 10), (13, 1), (12, 11)], [False, False, True, True], 44, False, [False, False, False, False], 1562, 'West', (12, 6))
Element 29: (1, (12, 6), ['.', '', '%', ''], [(16, 9), (13, 2), (13, 11)], [False, False, True, False], 42, False, [True, False, False, False], 1581, 'West', (11, 6))
Element 30: (1, (11, 6), ['%', '%', '%', ''], [(17, 9), (12, 2), (13, 12)], [True, True, True, False], 40, False, [False, False, False, False], 1600, 'East', (12, 6))
Element 31: (1, (12, 6), ['', '', '%', ''], [(17, 10), (12, 1), (13, 11)], [False, False, True, False], 38, False, [False, False, False, False], 1609, 'South', (12, 5))
Element 32: (1, (12, 5), ['%', '', '', ''], [(16, 10), (11, 1), (12, 11)], [True, False, False, False], 36, False, [False, False, False, False], 1618, 'North', (12, 6))
