Element 1: (0, (10, 7), ['.', '%', '.', '%'], [(1, 13), (9, 10), (15, 4)], [False, True, False, True], 98, False, [True, False, True, False], 0, 'North', (10, 8))
Element 2: (0, (10, 8), ['.', '', '%', '%'], [(1, 12), (10, 10), (16, 4)], [False, False, True, True], 96, False, [True, False, False, False], 39, 'West', (9, 8))
Element 3: (0, (9, 8), ['.', '.', '%', ''], [(1, 11), (9, 10), (17, 4)], [False, False, True, False], 94, False, [True, True, False, False], 1058, 'South', (9, 7))
Element 4: (0, (9, 7), ['%', '.', '', ''], [(2, 11), (9, 10), (18, 4)], [True, False, False, False], 92, False, [False, True, False, False], 2077, 'South', (9, 6))
Element 5: (0, (9, 6), ['.', '.', '', '%'], [(2, 12), (10, 10), (18, 5)], [False, False, False, True], 90, False, [True, True, False, False], 2106, 'South', (9, 5))
Element 6: (0, (9, 5), ['.', '.', '', 'F'], [(3, 12), (9, 10), (17, 5)], [False, False, False, False], 88, False, [True, True, False, False], 2135, 'East', (10, 5))
Element 7: (0, (10, 5), ['', '.', '%', '%'], [(4, 12), (9, 10), (17, 6)], [False, False, True, True], 86, False, [False, True, False, False], 3154, 'South', (10, 4))
Element 8: (0, (10, 4), ['.', '.', '', '.'], [(5, 12), (10, 10), (17, 7)], [False, False, False, False], 84, False, [True, True, False, True], 3183, 'East', (11, 4))
Element 9: (0, (11, 4), ['', '.', '%', '.'], [(6, 12), (9, 10), (18, 7)], [False, False, True, False], 82, False, [False, True, False, True], 3212, 'East', (12, 4))
Element 10: (0, (12, 4), ['', '%', '.', '.'], [(7, 12), (9, 10), (17, 7)], [False, True, False, False], 80, False, [False, False, True, True], 3231, 'East', (13, 4))
Element 11: (0, (13, 4), ['', '.', '.', '.'], [(8, 12), (10, 10), (17, 6)], [False, False, False, False], 78, False, [False, True, True, True], 3250, 'East', (14, 4))
Element 12: (0, (14, 4), ['', '.', '.', ''], [(9, 12), (9, 10), (16, 6)], [False, False, False, False], 76, False, [False, True, True, False], 3279, 'North', (14, 5))
Element 13: (0, (14, 5), ['.', '', '%', '.'], [(10, 12), (9, 10), (16, 5)], [False, False, True, False], 74, False, [True, False, False, True], 3308, 'East', (15, 5))
Element 14: (0, (15, 5), ['', '', '.', ''], [(11, 12), (10, 10), (16, 6)], [False, False, False, False], 72, False, [False, False, True, False], 3327, 'North', (15, 6))
Element 15: (0, (15, 6), ['%', '', '.', ''], [(12, 12), (9, 10), (16, 5)], [True, False, False, False], 70, False, [False, False, True, False], 3346, 'North', (15, 7))
Element 16: (0, (15, 7), ['.', '', '.', '%'], [(13, 12), (9, 10), (16, 6)], [False, False, False, True], 68, False, [True, False, True, False], 3365, 'North', (15, 8))
Element 17: (0, (15, 8), ['.', '', '%', '%'], [(13, 13), (10, 10), (17, 6)], [False, False, True, True], 66, False, [True, False, False, False], 3384, 'West', (14, 8))
Element 18: (0, (14, 8), ['.', '.', '%', ''], [(14, 13), (9, 10), (17, 5)], [False, False, True, False], 64, False, [True, True, False, False], 3403, 'South', (14, 7))
Element 19: (0, (14, 7), ['%', '%', '', ''], [(15, 13), (9, 10), (16, 5)], [True, True, False, False], 62, False, [False, False, False, False], 3422, 'North', (14, 8))
Element 20: (0, (14, 8), ['.', '', '%', ''], [(16, 13), (10, 10), (17, 5)], [False, False, True, False], 60, False, [True, False, False, False], 3431, 'West', (13, 8))
Element 21: (0, (13, 8), ['%', '%', '%', ''], [(17, 13), (9, 10), (18, 5)], [True, True, True, False], 58, False, [False, False, False, False], 3450, 'East', (14, 8))
Element 22: (0, (14, 8), ['', '', '%', ''], [(18, 13), (9, 10), (18, 4)], [False, False, True, False], 56, False, [False, False, False, False], 3459, 'East', (15, 8))
Element 23: (0, (15, 8), ['', '', '%', '%'], [(18, 12), (10, 10), (18, 3)], [False, False, True, True], 54, False, [False, False, False, False], 3478, 'South', (15, 7))
