Element 1: (3, (8, 5), ['%', '.', '.', '.'], [(6, 5), (5, 6), (9, 2)], [True, False, False, False], 98, False, [False, True, True, True], 1019, 'East', (9, 5))
Element 2: (3, (9, 5), ['', '.', '.', 'F'], [(6, 6), (5, 5), (10, 2)], [False, False, False, False], 96, False, [False, True, True, False], 1048, 'East', (10, 5))
Element 3: (3, (10, 5), ['', '.', '%', '%'], [(5, 6), (4, 5), (11, 2)], [False, False, True, True], 94, False, [False, True, False, False], 2067, 'South', (10, 4))
Element 4: (3, (10, 4), ['.', '.', '', '.'], [(4, 6), (4, 4), (12, 2)], [False, False, False, False], 92, False, [True, True, False, True], 2096, 'East', (11, 4))
Element 5: (3, (11, 4), ['', '.', '%', '.'], [(3, 6), (4, 3), (13, 2)], [False, False, True, False], 90, False, [False, True, False, True], 2135, 'East', (12, 4))
Element 6: (3, (12, 4), ['', '%', '.', '.'], [(3, 7), (5, 3), (14, 2)], [False, True, False, False], 88, False, [False, False, True, True], 2174, 'East', (13, 4))
Element 7: (3, (13, 4), ['', '.', '.', '.'], [(2, 7), (6, 3), (14, 3)], [False, False, False, False], 86, False, [False, True, True, True], 2213, 'East', (14, 4))
Element 8: (3, (14, 4), ['', '', '.', '.'], [(2, 8), (7, 3), (13, 3)], [False, False, False, False], 84, False, [False, False, True, True], 3242, 'East', (15, 4))
Element 9: (3, (15, 4), ['', '%', '.', '.'], [(1, 8), (8, 3), (13, 4)], [False, True, False, False], 82, False, [False, False, True, True], 4261, 'East', (16, 4))
Element 10: (3, (16, 4), ['', '.', '.', '.'], [(1, 7), (9, 3), (13, 5)], [False, False, False, False], 80, False, [False, True, True, True], 4300, 'East', (17, 4))
Element 11: (3, (17, 4), ['', '.', '.', '.'], [(1, 6), (10, 3), (14, 5)], [False, False, False, False], 78, False, [False, True, True, True], 4339, 'East', (18, 4))
Element 12: (3, (18, 4), ['', '.', '.', '%'], [(2, 6), (11, 3), (15, 5)], [False, False, False, True], 76, False, [False, True, True, False], 4378, 'North', (18, 5))
Element 13: (3, (18, 5), ['.', '', '%', '%'], [(2, 5), (11, 4), (16, 5)], [False, False, True, True], 74, False, [True, False, False, False], 4407, 'West', (17, 5))
Element 14: (3, (17, 5), ['', '', '.', ''], [(3, 5), (12, 4), (16, 6)], [False, False, False, False], 72, False, [False, False, True, False], 4436, 'North', (17, 6))
Element 15: (3, (17, 6), ['', '', '.', '%'], [(3, 4), (12, 5), (15, 6)], [False, False, False, True], 70, False, [False, False, True, False], 4475, 'North', (17, 7))
Element 16: (3, (17, 7), ['%', '', '%', '.'], [(3, 3), (12, 6), (15, 7)], [True, False, True, False], 68, False, [False, False, False, True], 4514, 'East', (18, 7))
Element 17: (3, (18, 7), ['', '%', '%', '%'], [(2, 3), (13, 6), (15, 8)], [False, True, True, True], 66, False, [False, False, False, False], 4553, 'West', (17, 7))
Element 18: (3, (17, 7), ['%', '', '%', ''], [(2, 4), (13, 5), (14, 8)], [True, False, True, False], 64, False, [False, False, False, False], 4572, 'South', (17, 6))
Element 19: (3, (17, 6), ['', '', '', '%'], [(1, 4), (14, 5), (14, 7)], [False, False, False, True], 62, False, [False, False, False, False], 4591, 'West', (16, 6))
Element 20: (3, (16, 6), ['', '', '%', ''], [(1, 5), (15, 5), (14, 8)], [False, False, True, False], 60, False, [False, False, False, False], 4600, 'South', (16, 5))
