Element 1: (0, (1, 7), ['%', '.', 'F', '.'], [(3, 6), (4, 11), (8, 9)], [True, False, False, False], 98, False, [False, True, False, True], 0, 'North', (1, 8))
Element 2: (0, (1, 8), ['%', '', '%', 'F'], [(4, 6), (5, 11), (8, 8)], [True, False, True, False], 96, False, [False, False, False, False], 1029, 'East', (2, 8))
Element 3: (0, (2, 8), ['', '.', '%', '%'], [(5, 6), (6, 11), (9, 8)], [False, False, True, True], 94, False, [False, True, False, False], 2058, 'South', (2, 7))
Element 4: (0, (2, 7), ['', '.', '', '.'], [(6, 6), (6, 12), (10, 8)], [False, False, False, False], 92, False, [False, True, False, True], 2097, 'East', (3, 7))
Element 5: (0, (3, 7), ['', '', '%', '%'], [(6, 5), (7, 12), (10, 7)], [False, False, True, True], 90, False, [False, False, False, False], 2136, 'South', (3, 6))
Element 6: (0, (3, 6), ['.', '.', '', ''], [(6, 4), (8, 12), (9, 7)], [False, False, False, False], 88, False, [True, True, False, False], 2165, 'South', (3, 5))
Element 7: (0, (3, 5), ['.', '.', '', '.'], [(6, 3), (9, 12), (9, 6)], [False, False, False, False], 86, False, [True, True, False, True], 2204, 'East', (4, 5))
Element 8: (0, (4, 5), ['', '.', '', '.'], [(7, 3), (10, 12), (9, 5)], [False, False, False, False], 84, False, [False, True, False, True], 2243, 'East', (5, 5))
Element 9: (0, (5, 5), ['', '%', '', ''], [(8, 3), (11, 12), (10, 5)], [False, True, False, False], 82, False, [False, False, False, False], 3272, 'East', (6, 5))
Element 10: (0, (6, 5), ['', '', '', '%'], [(9, 3), (12, 12), (10, 4)], [False, False, False, True], 80, False, [False, False, False, False], 3301, 'North', (6, 6))
Element 11: (0, (6, 6), ['', '', '%', '%'], [(9, 2), (13, 12), (11, 4)], [False, False, True, True], 78, False, [False, False, False, False], 4320, 'West', (5, 6))
Element 12: (0, (5, 6), ['', '', '%', ''], [(10, 2), (13, 13), (12, 4)], [False, False, True, False], 76, False, [False, False, False, False], 4349, 'West', (4, 6))
Element 13: (0, (4, 6), ['', '', '%', ''], [(11, 2), (14, 13), (13, 4)], [False, False, True, False], 74, False, [False, False, False, False], 4378, 'East', (5, 6))
Element 14: (0, (5, 6), ['', '', '%', ''], [(12, 2), (15, 13), (14, 4)], [False, False, True, False], 72, False, [False, False, False, False], 4407, 'East', (6, 6))
Element 15: (0, (6, 6), ['', '', '%', '%'], [(13, 2), (16, 13), (15, 4)], [False, False, True, True], 70, False, [False, False, False, False], 4436, 'South', (6, 5))
Element 16: (0, (6, 5), ['', '', '', '%'], [(14, 2), (17, 13), (16, 4)], [False, False, False, True], 68, False, [False, False, False, False], 4465, 'South', (6, 4))
Element 17: (0, (6, 4), ['%', '', '', '%'], [(14, 3), (18, 13), (17, 4)], [True, False, False, True], 66, False, [False, False, False, False], 4494, 'South', (6, 3))
