Element 1: (2, (7, 2), ['.', '.', '.', '.'], [(14, 5), (4, 12), (11, 6)], [False, False, False, False], 98, False, [True, True, True, True], 19, 'East', (8, 2))
Element 2: (2, (8, 2), ['', '.', '.', 'F'], [(15, 5), (5, 12), (12, 6)], [False, False, False, False], 96, False, [False, True, True, False], 58, 'East', (9, 2))
Element 3: (2, (9, 2), ['', '.', '.', '.'], [(16, 5), (6, 12), (13, 6)], [False, False, False, False], 94, False, [False, True, True, True], 1087, 'East', (10, 2))
Element 4: (2, (10, 2), ['', '%', '.', '.'], [(17, 5), (7, 12), (13, 5)], [False, True, False, False], 92, False, [False, False, True, True], 1116, 'East', (11, 2))
Element 5: (2, (11, 2), ['', '.', '.', '.'], [(18, 5), (8, 12), (13, 4)], [False, False, False, False], 90, False, [False, True, True, True], 1155, 'East', (12, 2))
Element 6: (2, (12, 2), ['', '.', '%', '.'], [(18, 4), (9, 12), (14, 4)], [False, False, True, False], 88, False, [False, True, False, True], 1194, 'East', (13, 2))
Element 7: (2, (13, 2), ['', '.', '.', '.'], [(18, 3), (10, 12), (15, 4)], [False, False, False, False], 86, False, [False, True, True, True], 1233, 'East', (14, 2))
Element 8: (2, (14, 2), ['', '.', '.', '%'], [(17, 3), (11, 12), (16, 4)], [False, False, False, True], 84, False, [False, True, True, False], 1272, 'North', (14, 3))
Element 9: (2, (14, 3), ['.', '', '', '%'], [(16, 3), (12, 12), (17, 4)], [False, False, False, True], 82, False, [True, False, False, False], 1311, 'West', (13, 3))
Element 10: (2, (13, 3), ['%', '', '', ''], [(16, 4), (13, 12), (18, 4)], [True, False, False, False], 80, False, [False, False, False, False], 1330, 'North', (13, 4))
Element 11: (2, (13, 4), ['.', '', '', ''], [(17, 4), (13, 13), (18, 5)], [False, False, False, False], 78, False, [True, False, False, False], 1339, 'West', (12, 4))
Element 12: (2, (12, 4), ['.', '%', '.', ''], [(16, 4), (14, 13), (17, 5)], [False, True, False, False], 76, False, [True, False, True, False], 1358, 'North', (12, 5))
Element 13: (2, (12, 5), ['%', '', '', ''], [(15, 4), (15, 13), (17, 6)], [True, False, False, False], 74, False, [False, False, False, False], 1387, 'East', (13, 5))
Element 14: (2, (13, 5), ['', '', '', ''], [(14, 4), (16, 13), (17, 7)], [False, False, False, False], 72, False, [False, False, False, False], 1406, 'East', (14, 5))
Element 15: (2, (14, 5), ['', '', '%', ''], [(14, 3), (17, 13), (18, 7)], [False, False, True, False], 70, False, [False, False, False, False], 1425, 'East', (15, 5))
Element 16: (2, (15, 5), ['', '', '.', ''], [(14, 2), (18, 13), (17, 7)], [False, False, False, False], 68, False, [False, False, True, False], 1434, 'North', (15, 6))
Element 17: (2, (15, 6), ['%', '', '.', '.'], [(14, 1), (18, 12), (17, 6)], [True, False, False, False], 66, False, [False, False, True, True], 1463, 'East', (16, 6))
Element 18: (2, (16, 6), ['', '', '%', ''], [(15, 1), (18, 11), (17, 5)], [False, False, True, False], 64, False, [False, False, False, False], 1492, 'East', (17, 6))
Element 19: (2, (17, 6), ['', '', '', '%'], [(14, 1), (18, 10), (16, 5)], [False, False, False, True], 62, False, [False, False, False, False], 1501, 'North', (17, 7))
Element 20: (2, (17, 7), ['%', '', '%', ''], [(13, 1), (17, 10), (16, 6)], [True, False, True, False], 60, False, [False, False, False, False], 1520, 'East', (18, 7))
Element 21: (2, (18, 7), ['', '%', '%', '%'], [(12, 1), (17, 11), (15, 6)], [False, True, True, True], 58, False, [False, False, False, False], 1539, 'West', (17, 7))
