Element 1: (3, (18, 1), ['.', '%', '%', '%'], [(4, 12), (7, 3), (18, 4)], [False, True, True, True], 98, False, [True, False, False, False], 29, 'West', (17, 1))
Element 2: (3, (17, 1), ['%', '%', '%', ''], [(5, 12), (8, 3), (18, 5)], [True, True, True, False], 96, False, [False, False, False, False], 68, 'East', (18, 1))
Element 3: (3, (18, 1), ['', '%', '%', '%'], [(6, 12), (9, 3), (17, 5)], [False, True, True, True], 94, False, [False, False, False, False], 97, 'Stop', (18, 1))
Element 4: (3, (18, 1), ['', '%', '%', '%'], [(7, 12), (9, 2), (17, 6)], [False, True, True, True], 92, False, [False, False, False, False], 1116, 'West', (17, 1))
Element 5: (3, (17, 1), ['%', '%', '%', ''], [(8, 12), (10, 2), (17, 7)], [True, True, True, False], 90, False, [False, False, False, False], 1145, 'East', (18, 1))
Element 6: (3, (18, 1), ['', '%', '%', '%'], [(9, 12), (11, 2), (18, 7)], [False, True, True, True], 88, False, [False, False, False, False], 1174, 'Stop', (18, 1))
Element 7: (3, (18, 1), ['', '%', '%', '%'], [(10, 12), (12, 2), (17, 7)], [False, True, True, True], 86, False, [False, False, False, False], 1193, 'West', (17, 1))
Element 8: (3, (17, 1), ['%', '%', '%', ''], [(11, 12), (13, 2), (17, 6)], [True, True, True, False], 84, False, [False, False, False, False], 1212, 'East', (18, 1))
Element 9: (3, (18, 1), ['', '%', '%', '%'], [(12, 12), (14, 2), (16, 6)], [False, True, True, True], 82, False, [False, False, False, False], 1241, 'Stop', (18, 1))
Element 10: (3, (18, 1), ['', '%', '%', '%'], [(13, 12), (14, 3), (16, 5)], [False, True, True, True], 80, False, [False, False, False, False], 1270, 'West', (17, 1))
Element 11: (3, (17, 1), ['%', '%', '%', ''], [(13, 13), (14, 4), (16, 4)], [True, True, True, False], 78, False, [False, False, False, False], 1299, 'East', (18, 1))
Element 12: (3, (18, 1), ['', '%', '%', '%'], [(14, 13), (15, 4), (16, 3)], [False, True, True, True], 76, False, [False, False, False, False], 1328, 'Stop', (18, 1))
Element 13: (3, (18, 1), ['', '%', '%', '%'], [(15, 13), (15, 5), (17, 3)], [False, True, True, True], 74, False, [False, False, False, False], 1357, 'West', (17, 1))
Element 14: (3, (17, 1), ['%', '%', '%', ''], [(16, 13), (15, 6), (18, 3)], [True, True, True, False], 72, False, [False, False, False, False], 1386, 'East', (18, 1))
Element 15: (3, (18, 1), ['', '%', '%', '%'], [(17, 13), (15, 7), (17, 3)], [False, True, True, True], 70, False, [False, False, False, False], 1405, 'Stop', (18, 1))
Element 16: (3, (18, 1), ['', '%', '%', '%'], [(18, 13), (15, 8), (16, 3)], [False, True, True, True], 68, False, [False, False, False, False], 1424, 'West', (17, 1))
Element 17: (3, (17, 1), ['%', '%', '%', ''], [(18, 12), (14, 8), (16, 4)], [True, True, True, False], 66, False, [False, False, False, False], 1443, 'East', (18, 1))
