Element 1: (0, (6, 4), ['%', '.', '.', '%'], [(1, 7), (4, 11), (15, 4)], [True, False, False, True], 98, False, [False, True, True, False], 0, 'North', (6, 5))
Element 2: (0, (6, 5), ['.', '', '.', '%'], [(1, 8), (5, 11), (16, 4)], [False, False, False, True], 96, False, [True, False, True, False], 1029, 'North', (6, 6))
Element 3: (0, (6, 6), ['.', '', '%', '%'], [(2, 8), (6, 11), (17, 4)], [False, False, True, True], 94, False, [True, False, False, False], 2058, 'West', (5, 6))
Element 4: (0, (5, 6), ['.', '.', '%', ''], [(2, 7), (6, 12), (18, 4)], [False, False, True, False], 92, False, [True, True, False, False], 2097, 'South', (5, 5))
Element 5: (0, (5, 5), ['.', '%', '', ''], [(3, 7), (7, 12), (18, 5)], [False, True, False, False], 90, False, [True, False, False, False], 2136, 'West', (4, 5))
Element 6: (0, (4, 5), ['.', '.', '.', ''], [(3, 6), (8, 12), (17, 5)], [False, False, False, False], 88, False, [True, True, True, False], 2175, 'North', (4, 6))
Element 7: (0, (4, 6), ['', '', '%', ''], [(3, 5), (9, 12), (17, 6)], [False, False, True, False], 86, False, [False, False, False, False], 2214, 'West', (3, 6))
Element 8: (0, (3, 6), ['.', '', '', ''], [(3, 4), (10, 12), (17, 7)], [False, False, False, False], 84, False, [True, False, False, False], 2243, 'West', (2, 6))
Element 9: (0, (2, 6), ['.', '.', '', ''], [(4, 4), (11, 12), (18, 7)], [False, False, False, False], 82, False, [True, True, False, False], 2282, 'South', (2, 5))
Element 10: (0, (2, 5), ['.', '.', '', ''], [(4, 3), (12, 12), (17, 7)], [False, False, False, False], 80, False, [True, True, False, False], 2311, 'South', (2, 4))
Element 11: (0, (2, 4), ['.', '.', '', ''], [(5, 3), (13, 12), (17, 6)], [False, False, False, False], 78, False, [True, True, False, False], 2340, 'South', (2, 3))
Element 12: (0, (2, 3), ['%', '.', '', '.'], [(6, 3), (13, 13), (16, 6)], [True, False, False, False], 76, False, [False, True, False, True], 2379, 'East', (3, 3))
Element 13: (0, (3, 3), ['', '%', '', ''], [(7, 3), (14, 13), (16, 5)], [False, True, False, False], 74, False, [False, False, False, False], 2418, 'East', (4, 3))
Element 14: (0, (4, 3), ['', '.', '', ''], [(8, 3), (15, 13), (15, 5)], [False, False, False, False], 72, False, [False, True, False, False], 2447, 'South', (4, 2))
Element 15: (0, (4, 2), ['%', '.', '', '.'], [(9, 3), (16, 13), (15, 6)], [True, False, False, False], 70, False, [False, True, False, True], 2486, 'East', (5, 2))
Element 16: (0, (5, 2), ['', '.', '', '.'], [(9, 2), (17, 13), (15, 7)], [False, False, False, False], 68, False, [False, True, False, True], 3515, 'East', (6, 2))
Element 17: (0, (6, 2), ['', '.', '', '.'], [(10, 2), (18, 13), (15, 8)], [False, False, False, False], 66, False, [False, True, False, True], 3554, 'East', (7, 2))
Element 18: (0, (7, 2), ['', '.', '', '.'], [(11, 2), (18, 12), (14, 8)], [False, False, False, False], 64, False, [False, True, False, True], 3593, 'East', (8, 2))
Element 19: (0, (8, 2), ['', '.', '', ''], [(12, 2), (18, 11), (14, 7)], [False, False, False, False], 62, False, [False, True, False, False], 3632, 'South', (8, 1))
Element 20: (0, (8, 1), ['.', '%', '', '.'], [(13, 2), (18, 10), (14, 8)], [False, True, False, False], 60, False, [True, False, False, True], 3661, 'East', (9, 1))
Element 21: (0, (9, 1), ['', '%', '', '%'], [(14, 2), (17, 10), (13, 8)], [False, True, False, True], 58, False, [False, False, False, False], 3700, 'North', (9, 2))
Element 22: (0, (9, 2), ['', '', '', ''], [(14, 3), (17, 11), (14, 8)], [False, False, False, False], 56, False, [False, False, False, False], 3719, 'East', (10, 2))
Element 23: (0, (10, 2), ['', '%', '.', ''], [(14, 4), (17, 12), (15, 8)], [False, True, False, False], 54, False, [False, False, True, False], 3738, 'North', (10, 3))
Element 24: (0, (10, 3), ['', '', '.', '.'], [(14, 5), (16, 12), (15, 7)], [False, False, False, False], 52, False, [False, False, True, True], 3767, 'East', (11, 3))
Element 25: (0, (11, 3), ['', '', '.', '%'], [(13, 5), (16, 11), (14, 7)], [False, False, False, True], 50, False, [False, False, True, False], 3796, 'North', (11, 4))
Element 26: (0, (11, 4), ['.', '', '%', '.'], [(13, 6), (16, 10), (15, 7)], [False, False, True, False], 48, False, [True, False, False, True], 3825, 'East', (12, 4))
Element 27: (0, (12, 4), ['', '%', '.', '.'], [(12, 6), (16, 9), (15, 6)], [False, True, False, False], 46, False, [False, False, True, True], 3854, 'East', (13, 4))
Element 28: (0, (13, 4), ['', '.', '', ''], [(12, 5), (17, 9), (15, 5)], [False, False, False, False], 44, False, [False, True, False, False], 3883, 'South', (13, 3))
Element 29: (0, (13, 3), ['%', '', '', ''], [(12, 4), (16, 9), (14, 5)], [True, False, False, False], 42, False, [False, False, False, False], 3892, 'East', (14, 3))
Element 30: (0, (14, 3), ['', '', 'G', '%'], [(13, 4), (16, 10), (14, 4)], [False, False, False, True], 40, False, [False, False, False, False], 3891, 'South', (14, 2))
Element 31: (0, (14, 2), ['', '.', 'G', '%'], [(13, 3), (16, 11), (14, 3)], [False, False, False, True], 38, False, [False, True, False, False], 3890, 'South', (14, 1))
Element 32: (0, (14, 1), ['.', '%', 'G', '.'], [(13, 4), (16, 12), (14, 2)], [False, True, False, False], 36, False, [True, False, False, True], 3899, 'East', (15, 1))
Element 33: (0, (15, 1), ['G', '%', '%', '%'], [(12, 4), (15, 12), (14, 1)], [False, True, True, True], 34, False, [False, False, False, False], 3918, 'Stop', (15, 1))
Element 34: (0, (15, 1), ['', '%', '%', '%'], [(11, 4), (16, 12), (13, 1)], [False, True, True, True], 32, False, [False, False, False, False], 3927, 'West', (14, 1))
Element 35: (0, (14, 1), ['', '%', '', ''], [(10, 4), (17, 12), (12, 1)], [False, True, False, False], 30, False, [False, False, False, False], 3946, 'Stop', (14, 1))
Element 36: (0, (14, 1), ['', '%', '', ''], [(10, 5), (17, 11), (11, 1)], [False, True, False, False], 28, False, [False, False, False, False], 4955, 'North', (14, 2))
Element 37: (0, (14, 2), ['', '', '', '%'], [(9, 5), (16, 11), (11, 2)], [False, False, False, True], 26, False, [False, False, False, False], 4964, 'West', (13, 2))
Element 38: (0, (13, 2), ['G', '', '', ''], [(9, 6), (17, 11), (12, 2)], [False, False, False, False], 24, False, [False, False, False, False], 4973, 'South', (13, 1))
Element 39: (0, (13, 1), ['', '%', 'G', ''], [(9, 7), (17, 10), (13, 2)], [False, True, False, False], 22, False, [False, False, False, False], 4982, 'West', (12, 1))
Element 40: (0, (12, 1), ['', '%', '', ''], [(10, 7), (17, 9), (13, 3)], [False, True, False, False], 20, False, [False, False, False, False], 4991, 'North', (12, 2))
Element 41: (0, (12, 2), ['', '', '%', ''], [(10, 8), (17, 10), (13, 4)], [False, False, True, False], 18, False, [False, False, False, False], 5000, 'West', (11, 2))
Element 42: (0, (11, 2), ['', '', '', ''], [(9, 8), (16, 10), (13, 5)], [False, False, False, False], 16, False, [False, False, False, False], 5009, 'South', (11, 1))
Element 43: (0, (11, 1), ['%', '%', '', ''], [(8, 8), (17, 10), (13, 6)], [True, True, False, False], 14, False, [False, False, False, False], 5018, 'North', (11, 2))
Element 44: (0, (11, 2), ['', '', '', ''], [(8, 9), (18, 10), (12, 6)], [False, False, False, False], 12, False, [False, False, False, False], 5027, 'East', (12, 2))
Element 45: (0, (12, 2), ['', '', '%', ''], [(7, 9), (18, 11), (11, 6)], [False, False, True, False], 10, False, [False, False, False, False], 5046, 'South', (12, 1))
Element 46: (0, (12, 1), ['', '%', '', ''], [(7, 8), (17, 11), (12, 6)], [False, True, False, False], 8, False, [False, False, False, False], 5055, 'West', (11, 1))
Element 47: (0, (11, 1), ['%', '%', '', ''], [(6, 8), (18, 11), (12, 5)], [True, True, False, False], 6, False, [False, False, False, False], 5064, 'East', (12, 1))
Element 48: (0, (12, 1), ['', '%', '', ''], [(6, 9), (18, 12), (12, 4)], [False, True, False, False], 4, False, [False, False, False, False], 5073, 'East', (13, 1))
