Element 1: (2, (10, 2), ['F', '%', '.', '.'], [(10, 13), (5, 12), (10, 8)], [False, True, False, False], 98, False, [False, False, True, True], 19, 'West', (9, 2))
Element 2: (2, (9, 2), ['.', '.', '.', ''], [(10, 12), (6, 12), (10, 7)], [False, False, False, False], 96, False, [True, True, True, False], 1048, 'North', (9, 3))
Element 3: (2, (9, 3), ['.', '', '.', '.'], [(11, 12), (7, 12), (9, 7)], [False, False, False, False], 94, False, [True, False, True, True], 1087, 'East', (10, 3))
Element 4: (2, (10, 3), ['', '', '.', '.'], [(12, 12), (8, 12), (9, 8)], [False, False, False, False], 92, False, [False, False, True, True], 1126, 'East', (11, 3))
Element 5: (2, (11, 3), ['', '.', '.', '%'], [(13, 12), (9, 12), (8, 8)], [False, False, False, True], 90, False, [False, True, True, False], 1165, 'North', (11, 4))
Element 6: (2, (11, 4), ['.', '', '%', '.'], [(13, 13), (10, 12), (8, 9)], [False, False, True, False], 88, False, [True, False, False, True], 1194, 'East', (12, 4))
Element 7: (2, (12, 4), ['', '%', '.', '.'], [(14, 13), (11, 12), (7, 9)], [False, True, False, False], 86, False, [False, False, True, True], 1223, 'East', (13, 4))
Element 8: (2, (13, 4), ['', '.', '.', '.'], [(15, 13), (12, 12), (7, 8)], [False, False, False, False], 84, False, [False, True, True, True], 1252, 'East', (14, 4))
Element 9: (2, (14, 4), ['', '.', '.', '.'], [(16, 13), (12, 13), (6, 8)], [False, False, False, False], 82, False, [False, True, True, True], 1291, 'East', (15, 4))
Element 10: (2, (15, 4), ['', '%', '.', '.'], [(17, 13), (13, 13), (6, 9)], [False, True, False, False], 80, False, [False, False, True, True], 1320, 'East', (16, 4))
Element 11: (2, (16, 4), ['', '.', '.', '.'], [(18, 13), (14, 13), (6, 8)], [False, False, False, False], 78, False, [False, True, True, True], 1339, 'East', (17, 4))
Element 12: (2, (17, 4), ['', '.', '.', '.'], [(18, 12), (15, 13), (5, 8)], [False, False, False, False], 76, False, [False, True, True, True], 1368, 'East', (18, 4))
Element 13: (2, (18, 4), ['', '.', '.', '%'], [(18, 11), (15, 12), (4, 8)], [False, False, False, True], 74, False, [False, True, True, False], 1407, 'North', (18, 5))
Element 14: (2, (18, 5), ['.', '', '%', '%'], [(18, 10), (16, 12), (5, 8)], [False, False, True, True], 72, False, [True, False, False, False], 1436, 'West', (17, 5))
Element 15: (2, (17, 5), ['.', '', '.', ''], [(17, 10), (17, 12), (6, 8)], [False, False, False, False], 70, False, [True, False, True, False], 1465, 'North', (17, 6))
Element 16: (2, (17, 6), ['.', '', '.', '%'], [(17, 11), (18, 12), (7, 8)], [False, False, False, True], 68, False, [True, False, True, False], 1484, 'North', (17, 7))
Element 17: (2, (17, 7), ['%', '', '%', '.'], [(16, 11), (18, 13), (7, 9)], [True, False, True, False], 66, False, [False, False, False, True], 1503, 'East', (18, 7))
Element 18: (2, (18, 7), ['', '%', '%', '%'], [(16, 10), (17, 13), (6, 9)], [False, True, True, True], 64, False, [False, False, False, False], 1522, 'West', (17, 7))
Element 19: (2, (17, 7), ['%', '', '%', ''], [(16, 9), (16, 13), (7, 9)], [True, False, True, False], 62, False, [False, False, False, False], 1531, 'South', (17, 6))
Element 20: (2, (17, 6), ['.', '', '', '%'], [(17, 9), (17, 13), (8, 9)], [False, False, False, True], 60, False, [True, False, False, False], 1540, 'West', (16, 6))
Element 21: (2, (16, 6), ['.', '.', '%', ''], [(16, 9), (18, 13), (8, 8)], [False, False, True, False], 58, False, [True, True, False, False], 1549, 'South', (16, 5))
Element 22: (2, (16, 5), ['.', '', '', ''], [(16, 10), (18, 12), (7, 8)], [False, False, False, False], 56, False, [True, False, False, False], 1558, 'West', (15, 5))
Element 23: (2, (15, 5), ['.', '', '.', ''], [(16, 11), (18, 11), (8, 8)], [False, False, False, False], 54, False, [True, False, True, False], 1567, 'North', (15, 6))
Element 24: (2, (15, 6), ['%', '', '.', ''], [(16, 12), (18, 10), (9, 8)], [True, False, False, False], 52, False, [False, False, True, False], 1576, 'North', (15, 7))
Element 25: (2, (15, 7), ['.', '', '.', '%'], [(17, 12), (17, 10), (9, 7)], [False, False, False, True], 50, False, [True, False, True, False], 1585, 'North', (15, 8))
Element 26: (2, (15, 8), ['.', '', '%', '%'], [(16, 12), (17, 11), (9, 6)], [False, False, True, True], 48, False, [True, False, False, False], 1604, 'West', (14, 8))
Element 27: (2, (14, 8), ['.', '.', '%', ''], [(15, 12), (16, 11), (9, 5)], [False, False, True, False], 46, False, [True, True, False, False], 1623, 'South', (14, 7))
Element 28: (2, (14, 7), ['%', '%', '', ''], [(16, 12), (16, 10), (10, 5)], [True, True, False, False], 44, False, [False, False, False, False], 2632, 'North', (14, 8))
