Element 1: (3, (3, 6), ['.', 'G', '.', '.'], [(14, 4), (2, 4), (3, 5)], [False, False, False, False], 98, False, [True, False, True, True], 29, 'East', (4, 6))
Element 2: (3, (4, 6), ['', 'G', '%', '.'], [(15, 4), (3, 4), (4, 5)], [False, False, True, False], 96, False, [False, False, False, True], 68, 'East', (5, 6))
Element 3: (3, (5, 6), ['', 'G', '%', '.'], [(16, 4), (4, 4), (5, 5)], [False, False, True, False], 94, False, [False, False, False, True], 107, 'East', (6, 6))
Element 4: (3, (6, 6), ['', 'G', '%', '%'], [(17, 4), (4, 3), (6, 5)], [False, False, True, True], 92, False, [False, False, False, False], 146, 'West', (5, 6))
Element 5: (3, (5, 6), ['', '', '%', ''], [(18, 4), (5, 3), (6, 4)], [False, False, True, False], 90, False, [False, False, False, False], 175, 'West', (4, 6))
Element 6: (3, (4, 6), ['', '', '%', ''], [(18, 5), (6, 3), (6, 5)], [False, False, True, False], 88, False, [False, False, False, False], 194, 'West', (3, 6))
Element 7: (3, (3, 6), ['.', '', '.', ''], [(17, 5), (7, 3), (6, 6)], [False, False, False, False], 86, False, [True, False, True, False], 213, 'North', (3, 7))
Element 8: (3, (3, 7), ['.', '', '%', '%'], [(17, 6), (8, 3), (5, 6)], [False, False, True, True], 84, False, [True, False, False, False], 242, 'West', (2, 7))
Element 9: (3, (2, 7), ['.', '.', 'F', ''], [(17, 7), (9, 3), (4, 6)], [False, False, False, False], 82, False, [True, True, False, False], 271, 'North', (2, 8))
Element 10: (3, (2, 8), ['F', '', '%', '%'], [(18, 7), (9, 2), (3, 6)], [False, False, True, True], 80, False, [False, False, False, False], 2280, 'West', (1, 8))
Element 11: (3, (1, 8), ['%', '.', '%', ''], [(17, 7), (10, 2), (2, 6)], [True, False, True, False], 78, False, [False, True, False, False], 3299, 'South', (1, 7))
Element 12: (3, (1, 7), ['%', 'G', '', ''], [(17, 6), (11, 2), (1, 6)], [True, False, False, False], 76, False, [False, False, False, False], 3328, 'North', (1, 8))
Element 13: (3, (1, 8), ['%', '', '%', ''], [(16, 6), (12, 2), (1, 5)], [True, False, True, False], 74, False, [False, False, False, False], 3357, 'East', (2, 8))
Element 14: (3, (2, 8), ['', '', '%', '%'], [(16, 5), (13, 2), (1, 4)], [False, False, True, True], 72, False, [False, False, False, False], 3376, 'South', (2, 7))
Element 15: (3, (2, 7), ['', '', '', ''], [(15, 5), (14, 2), (2, 4)], [False, False, False, False], 70, False, [False, False, False, False], 3395, 'South', (2, 6))
Element 16: (3, (2, 6), ['', '', '', ''], [(15, 6), (14, 1), (2, 3)], [False, False, False, False], 68, False, [False, False, False, False], 3424, 'South', (2, 5))
