Element 1: (0, (2, 12), ['.', 'F', '%', '.'], [(6, 11), (10, 7), (16, 12)], [False, False, True, False], 98, False, [True, False, False, True], 0, 'South', (2, 11))
Element 2: (0, (2, 11), ['F', '.', '', '%'], [(6, 12), (10, 8), (17, 12)], [False, False, False, True], 96, False, [False, True, False, False], 1029, 'West', (1, 11))
Element 3: (0, (1, 11), ['%', '.', '.', ''], [(7, 12), (9, 8), (18, 12)], [True, False, False, False], 94, False, [False, True, True, False], 2058, 'North', (1, 12))
Element 4: (0, (1, 12), ['%', '', '.', ''], [(8, 12), (9, 7), (18, 13)], [True, False, False, False], 92, False, [False, False, True, False], 2097, 'North', (1, 13))
Element 5: (0, (1, 13), ['%', '', '%', '%'], [(9, 12), (9, 6), (17, 13)], [True, False, True, True], 90, False, [False, False, False, False], 2136, 'South', (1, 12))
Element 6: (0, (1, 12), ['%', '', '', ''], [(10, 12), (9, 5), (16, 13)], [True, False, False, False], 88, False, [False, False, False, False], 2165, 'South', (1, 11))
Element 7: (0, (1, 11), ['%', '.', '', ''], [(11, 12), (10, 5), (15, 13)], [True, False, False, False], 86, False, [False, True, False, False], 3184, 'South', (1, 10))
Element 8: (0, (1, 10), ['%', '%', '', '.'], [(12, 12), (10, 4), (15, 12)], [True, True, False, False], 84, False, [False, False, False, True], 3223, 'East', (2, 10))
Element 9: (0, (2, 10), ['', '%', '', '.'], [(13, 12), (11, 4), (15, 13)], [False, True, False, False], 82, False, [False, False, False, True], 3252, 'East', (3, 10))
Element 10: (0, (3, 10), ['', '%', '%', '.'], [(13, 13), (12, 4), (14, 13)], [False, True, True, False], 80, False, [False, False, False, True], 3291, 'East', (4, 10))
Element 11: (0, (4, 10), ['', '%', '.', '%'], [(12, 13), (13, 4), (13, 13)], [False, True, False, True], 78, False, [False, False, True, False], 3320, 'North', (4, 11))
Element 12: (0, (4, 11), ['%', '', '.', '.'], [(12, 12), (14, 4), (13, 12)], [True, False, False, False], 76, False, [False, False, True, True], 3339, 'East', (5, 11))
Element 13: (0, (5, 11), ['', '%', '.', ''], [(11, 12), (15, 4), (13, 11)], [False, True, False, False], 74, False, [False, False, True, False], 3368, 'North', (5, 12))
Element 14: (0, (5, 12), ['.', '', '.', ''], [(10, 12), (16, 4), (12, 11)], [False, False, False, False], 72, False, [True, False, True, False], 3397, 'North', (5, 13))
Element 15: (0, (5, 13), ['.', '', '%', '.'], [(11, 12), (17, 4), (12, 12)], [False, False, True, False], 70, False, [True, False, False, True], 3416, 'East', (6, 13))
Element 16: (0, (6, 13), ['', '', '%', '.'], [(10, 12), (18, 4), (12, 13)], [False, False, True, False], 68, False, [False, False, False, True], 3435, 'East', (7, 13))
Element 17: (0, (7, 13), ['', '', '%', '%'], [(9, 12), (18, 5), (12, 12)], [False, False, True, True], 66, False, [False, False, False, False], 3454, 'South', (7, 12))
Element 18: (0, (7, 12), ['', '%', '', 'G'], [(8, 12), (17, 5), (11, 12)], [False, True, False, False], 64, False, [False, False, False, False], 3463, 'West', (6, 12))
