Element 1: (3, (10, 4), ['.', '.', 'F', '.'], [(10, 7), (6, 13), (8, 1)], [False, False, False, False], 98, False, [True, True, False, True], 29, 'North', (10, 5))
Element 2: (3, (10, 5), ['.', '', '%', '%'], [(10, 8), (7, 13), (9, 1)], [False, False, True, True], 96, False, [True, False, False, False], 1058, 'West', (9, 5))
Element 3: (3, (9, 5), ['.', '.', '.', ''], [(9, 8), (7, 12), (9, 2)], [False, False, False, False], 94, False, [True, True, True, False], 2087, 'North', (9, 6))
Element 4: (3, (9, 6), ['.', '', '', '%'], [(8, 8), (8, 12), (10, 2)], [False, False, False, True], 92, False, [True, False, False, False], 2126, 'West', (8, 6))
Element 5: (3, (8, 6), ['%', '.', '%', ''], [(8, 9), (9, 12), (11, 2)], [True, False, True, False], 90, False, [False, True, False, False], 2165, 'South', (8, 5))
Element 6: (3, (8, 5), ['%', '.', '', ''], [(7, 9), (10, 12), (12, 2)], [True, False, False, False], 88, False, [False, True, False, False], 2204, 'South', (8, 4))
Element 7: (3, (8, 4), ['%', '.', '', '.'], [(7, 8), (11, 12), (13, 2)], [True, False, False, False], 86, False, [False, True, False, True], 2243, 'East', (9, 4))
Element 8: (3, (9, 4), ['', '.', '', ''], [(6, 8), (12, 12), (14, 2)], [False, False, False, False], 84, False, [False, True, False, False], 2282, 'South', (9, 3))
Element 9: (3, (9, 3), ['.', '', '', '.'], [(6, 9), (13, 12), (14, 3)], [False, False, False, False], 82, False, [True, False, False, True], 2321, 'East', (10, 3))
Element 10: (3, (10, 3), ['', '', '', '.'], [(6, 8), (13, 13), (14, 4)], [False, False, False, False], 80, False, [False, False, False, True], 2350, 'East', (11, 3))
Element 11: (3, (11, 3), ['', '', '.', '%'], [(5, 8), (14, 13), (15, 4)], [False, False, False, True], 78, False, [False, False, True, False], 2389, 'North', (11, 4))
Element 12: (3, (11, 4), ['', '', '%', '.'], [(4, 8), (15, 13), (16, 4)], [False, False, True, False], 76, False, [False, False, False, True], 2428, 'East', (12, 4))
Element 13: (3, (12, 4), ['', '%', '.', '.'], [(5, 8), (16, 13), (17, 4)], [False, True, False, False], 74, False, [False, False, True, True], 2457, 'East', (13, 4))
Element 14: (3, (13, 4), ['', '.', '.', ''], [(6, 8), (17, 13), (18, 4)], [False, False, False, False], 72, False, [False, True, True, False], 2486, 'North', (13, 5))
Element 15: (3, (13, 5), ['.', '', '.', '.'], [(7, 8), (18, 13), (18, 5)], [False, False, False, False], 70, False, [True, False, True, True], 2515, 'East', (14, 5))
Element 16: (3, (14, 5), ['', '', '%', '.'], [(7, 9), (18, 12), (17, 5)], [False, False, True, False], 68, False, [False, False, False, True], 2544, 'East', (15, 5))
Element 17: (3, (15, 5), ['', '', '.', '.'], [(6, 9), (18, 11), (17, 6)], [False, False, False, False], 66, False, [False, False, True, True], 2573, 'East', (16, 5))
Element 18: (3, (16, 5), ['', '', '.', ''], [(7, 9), (18, 10), (17, 7)], [False, False, False, False], 64, False, [False, False, True, False], 2602, 'North', (16, 6))
Element 19: (3, (16, 6), ['.', '', '%', ''], [(8, 9), (17, 10), (18, 7)], [False, False, True, False], 62, False, [True, False, False, False], 2631, 'West', (15, 6))
Element 20: (3, (15, 6), ['%', '', '.', ''], [(8, 8), (17, 11), (17, 7)], [True, False, False, False], 60, False, [False, False, True, False], 2650, 'North', (15, 7))
Element 21: (3, (15, 7), ['.', '', '.', '%'], [(7, 8), (17, 12), (17, 6)], [False, False, False, True], 58, False, [True, False, True, False], 2669, 'North', (15, 8))
Element 22: (3, (15, 8), ['.', '', '%', '%'], [(8, 8), (16, 12), (16, 6)], [False, False, True, True], 56, False, [True, False, False, False], 2688, 'West', (14, 8))
Element 23: (3, (14, 8), ['.', '.', '%', ''], [(9, 8), (16, 11), (16, 5)], [False, False, True, False], 54, False, [True, True, False, False], 2707, 'South', (14, 7))
Element 24: (3, (14, 7), ['%', '%', '', ''], [(10, 8), (16, 10), (15, 5)], [True, True, False, False], 52, False, [False, False, False, False], 2726, 'North', (14, 8))
Element 25: (3, (14, 8), ['.', '', '%', ''], [(10, 7), (16, 9), (15, 6)], [False, False, True, False], 50, False, [True, False, False, False], 2735, 'West', (13, 8))
Element 26: (3, (13, 8), ['%', '%', '%', ''], [(9, 7), (17, 9), (15, 7)], [True, True, True, False], 48, False, [False, False, False, False], 2754, 'East', (14, 8))
Element 27: (3, (14, 8), ['', '', '%', 'G'], [(9, 8), (16, 9), (15, 8)], [False, False, True, False], 46, False, [False, False, False, False], 2753, 'West', (13, 8))
Element 28: (3, (13, 8), ['%', '%', '%', 'G'], [(9, 7), (16, 10), (14, 8)], [True, True, True, False], 44, False, [False, False, False, False], 2752, 'Stop', (13, 8))
Element 29: (3, (13, 8), ['%', '%', '%', ''], [(9, 6), (16, 11), (14, 7)], [True, True, True, False], 42, False, [False, False, False, False], 2751, 'East', (14, 8))
Element 30: (3, (14, 8), ['', '', '%', ''], [(9, 5), (16, 12), (15, 7)], [False, False, True, False], 40, False, [False, False, False, False], 2750, 'West', (13, 8))
Element 31: (3, (13, 8), ['%', '%', '%', ''], [(10, 5), (15, 12), (15, 8)], [True, True, True, False], 38, False, [False, False, False, False], 2759, 'Stop', (13, 8))
Element 32: (3, (13, 8), ['%', '%', '%', ''], [(10, 4), (16, 12), (15, 7)], [True, True, True, False], 36, False, [False, False, False, False], 2758, 'Stop', (13, 8))
Element 33: (3, (13, 8), ['%', '%', '%', ''], [(11, 4), (17, 12), (14, 7)], [True, True, True, False], 34, False, [False, False, False, False], 2757, 'Stop', (13, 8))
