Element 1: (0, (1, 13), ['%', '.', '%', '%'], [(2, 4), (11, 6), (14, 4)], [True, False, True, True], 98, False, [False, True, False, False], 0, 'South', (1, 12))
Element 2: (0, (1, 12), ['%', 'F', '', '.'], [(3, 4), (12, 6), (15, 4)], [True, False, False, False], 96, False, [False, False, False, True], 39, 'South', (1, 11))
Element 3: (0, (1, 11), ['%', '.', '', 'F'], [(4, 4), (13, 6), (16, 4)], [True, False, False, False], 94, False, [False, True, False, False], 1068, 'East', (2, 11))
Element 4: (0, (2, 11), ['', '.', '.', '%'], [(4, 5), (13, 5), (17, 4)], [False, False, False, True], 92, False, [False, True, True, False], 2097, 'North', (2, 12))
Element 5: (0, (2, 12), ['', '', '%', '.'], [(5, 5), (14, 5), (18, 4)], [False, False, True, False], 90, False, [False, False, False, True], 2136, 'East', (3, 12))
Element 6: (0, (3, 12), ['', '%', '.', '.'], [(6, 5), (15, 5), (18, 5)], [False, True, False, False], 88, False, [False, False, True, True], 2175, 'East', (4, 12))
Element 7: (0, (4, 12), ['', '.', '.', '.'], [(6, 6), (16, 5), (17, 5)], [False, False, False, False], 86, False, [False, True, True, True], 2214, 'East', (5, 12))
Element 8: (0, (5, 12), ['', '.', '.', '.'], [(5, 6), (16, 6), (17, 6)], [False, False, False, False], 84, False, [False, True, True, True], 2253, 'East', (6, 12))
Element 9: (0, (6, 12), ['', '.', '.', '.'], [(4, 6), (15, 6), (17, 7)], [False, False, False, False], 82, False, [False, True, True, True], 2292, 'East', (7, 12))
Element 10: (0, (7, 12), ['', '%', '.', '.'], [(3, 6), (15, 7), (18, 7)], [False, True, False, False], 80, False, [False, False, True, True], 2331, 'East', (8, 12))
Element 11: (0, (8, 12), ['', '%', '%', '.'], [(3, 7), (15, 8), (17, 7)], [False, True, True, False], 78, False, [False, False, False, True], 2360, 'East', (9, 12))
Element 12: (0, (9, 12), ['', '%', '.', '.'], [(2, 7), (14, 8), (17, 6)], [False, True, False, False], 76, False, [False, False, True, True], 2389, 'East', (10, 12))
