Element 1: (0, (1, 13), ['%', '.', '%', '%'], [(2, 4), (11, 6), (14, 4)], [True, False, True, True], 98, False, [False, True, False, False], 0, 'South', (1, 12))
Element 13: (0, (10, 12), ['', '%', '.', '.'], [(2, 8), (14, 7), (16, 6)], [False, True, False, False], 74, False, [False, False, True, True], 3408, 'East', (11, 12))
Element 14: (0, (11, 12), ['', '%', '%', '.'], [(1, 8), (14, 8), (16, 5)], [False, True, True, False], 72, False, [False, False, False, True], 4417, 'East', (12, 12))
Element 15: (0, (12, 12), ['', '.', '.', '.'], [(1, 7), (13, 8), (15, 5)], [False, False, False, False], 70, False, [False, True, True, True], 4446, 'East', (13, 12))
Element 16: (0, (13, 12), ['', '.', '.', '%'], [(1, 6), (14, 8), (15, 6)], [False, False, False, True], 68, False, [False, True, True, False], 4465, 'North', (13, 13))
Element 17: (0, (13, 13), ['.', '', '%', '.'], [(2, 6), (15, 8), (15, 7)], [False, False, True, False], 66, False, [True, False, False, True], 4484, 'East', (14, 13))
Element 18: (0, (14, 13), ['', '%', '%', '.'], [(2, 5), (14, 8), (15, 8)], [False, True, True, False], 64, False, [False, False, False, True], 4503, 'East', (15, 13))
Element 19: (0, (15, 13), ['', '.', '%', '.'], [(3, 5), (14, 7), (14, 8)], [False, False, True, False], 62, False, [False, True, False, True], 4522, 'East', (16, 13))
Element 20: (0, (16, 13), ['', '.', '%', '.'], [(2, 5), (15, 7), (14, 7)], [False, False, True, False], 60, False, [False, True, False, True], 4531, 'East', (17, 13))
Element 21: (0, (17, 13), ['', '.', '%', '.'], [(1, 5), (15, 6), (14, 8)], [False, False, True, False], 58, False, [False, True, False, True], 4550, 'East', (18, 13))
Element 22: (0, (18, 13), ['', '.', '%', '%'], [(1, 4), (16, 6), (13, 8)], [False, False, True, True], 56, False, [False, True, False, False], 4569, 'South', (18, 12))
Element 23: (0, (18, 12), ['.', '.', '', '%'], [(1, 5), (16, 5), (14, 8)], [False, False, False, True], 54, False, [True, True, False, False], 4578, 'South', (18, 11))
Element 24: (0, (18, 11), ['.', '.', '', '%'], [(2, 5), (16, 4), (15, 8)], [False, False, False, True], 52, False, [True, True, False, False], 4587, 'South', (18, 10))
Element 25: (0, (18, 10), ['.', '%', '', '%'], [(2, 6), (16, 3), (15, 7)], [False, True, False, True], 50, False, [True, False, False, False], 4606, 'West', (17, 10))
Element 26: (0, (17, 10), ['.', '.', '.', ''], [(1, 6), (17, 3), (14, 7)], [False, False, False, False], 48, False, [True, True, True, False], 4625, 'North', (17, 11))
Element 27: (0, (17, 11), ['.', '', '.', ''], [(1, 5), (18, 3), (15, 7)], [False, False, False, False], 46, False, [True, False, True, False], 4644, 'North', (17, 12))
Element 28: (0, (17, 12), ['.', '', '', ''], [(1, 6), (18, 4), (15, 6)], [False, False, False, False], 44, False, [True, False, False, False], 4653, 'West', (16, 12))
Element 29: (0, (16, 12), ['.', '.', '', ''], [(1, 7), (18, 5), (15, 5)], [False, False, False, False], 42, False, [True, True, False, False], 4662, 'South', (16, 11))
Element 30: (0, (16, 11), ['%', '.', '', ''], [(1, 8), (17, 5), (14, 5)], [True, False, False, False], 40, False, [False, True, False, False], 4671, 'South', (16, 10))
Element 31: (0, (16, 10), ['%', '.', '', ''], [(2, 8), (17, 6), (13, 5)], [True, False, False, False], 38, False, [False, True, False, False], 4680, 'South', (16, 9))
Element 32: (0, (16, 9), ['%', '%', '', '.'], [(2, 7), (17, 7), (13, 4)], [True, True, False, False], 36, False, [False, False, False, True], 4699, 'East', (17, 9))
Element 33: (0, (17, 9), ['', '%', '', '%'], [(2, 6), (18, 7), (13, 3)], [False, True, False, True], 34, False, [False, False, False, False], 4718, 'West', (16, 9))
Element 34: (0, (16, 9), ['%', '%', '', ''], [(2, 7), (17, 7), (14, 3)], [True, True, False, False], 32, False, [False, False, False, False], 4727, 'North', (16, 10))
Element 35: (0, (16, 10), ['%', '', '', ''], [(1, 7), (17, 6), (14, 2)], [True, False, False, False], 30, False, [False, False, False, False], 4736, 'North', (16, 11))
Element 36: (0, (16, 11), ['%', '', '', ''], [(2, 7), (17, 5), (14, 1)], [True, False, False, False], 28, False, [False, False, False, False], 4745, 'North', (16, 12))
Element 37: (0, (16, 12), ['.', '', '', ''], [(3, 7), (17, 4), (15, 1)], [False, False, False, False], 26, False, [True, False, False, False], 4754, 'West', (15, 12))
Element 38: (0, (15, 12), ['%', '%', '', ''], [(3, 6), (17, 5), (14, 1)], [True, True, False, False], 24, False, [False, False, False, False], 4763, 'East', (16, 12))
Element 39: (0, (16, 12), ['', '', '', ''], [(3, 5), (18, 5), (13, 1)], [False, False, False, False], 22, False, [False, False, False, False], 4772, 'East', (17, 12))
Element 40: (0, (17, 12), ['', '', '', ''], [(3, 6), (18, 4), (13, 2)], [False, False, False, False], 20, False, [False, False, False, False], 4781, 'South', (17, 11))
Element 41: (0, (17, 11), ['', '', '', ''], [(2, 6), (17, 4), (12, 2)], [False, False, False, False], 18, False, [False, False, False, False], 4790, 'West', (16, 11))
Element 42: (0, (16, 11), ['%', '', '', ''], [(3, 6), (18, 4), (12, 1)], [True, False, False, False], 16, False, [False, False, False, False], 4799, 'East', (17, 11))
Element 43: (0, (17, 11), ['', '', '', ''], [(4, 6), (18, 3), (11, 1)], [False, False, False, False], 14, False, [False, False, False, False], 4808, 'South', (17, 10))
Element 44: (0, (17, 10), ['', '', '', ''], [(5, 6), (17, 3), (11, 2)], [False, False, False, False], 12, False, [False, False, False, False], 4817, 'South', (17, 9))
Element 45: (0, (17, 9), ['', '%', '', '%'], [(6, 6), (17, 4), (11, 3)], [False, True, False, True], 10, False, [False, False, False, False], 4826, 'North', (17, 10))
Element 46: (0, (17, 10), ['', '', '', ''], [(6, 5), (17, 3), (11, 4)], [False, False, False, False], 8, False, [False, False, False, False], 4835, 'West', (16, 10))
Element 47: (0, (16, 10), ['%', '', '', ''], [(6, 4), (16, 3), (12, 4)], [True, False, False, False], 6, False, [False, False, False, False], 4854, 'East', (17, 10))
Element 48: (0, (17, 10), ['', '', '', ''], [(6, 3), (16, 4), (12, 5)], [False, False, False, False], 4, False, [False, False, False, False], 4873, 'East', (18, 10))
Element 49: (0, (18, 10), ['', '%', '', '%'], [(7, 3), (17, 4), (12, 6)], [False, True, False, True], 2, False, [False, False, False, False], 4882, 'North', (18, 11))
Element 50: (0, (18, 11), ['', '', '', '%'], [(8, 3), (16, 4), (13, 6)], [False, False, False, True], 0, False, [False, False, False, False], 4891, 'Stop', (18, 11))
Element 51: #0#
