Element 1: (1, (1, 7), ['%', '.', 'F', '.'], [(18, 3), (5, 13), (15, 4)], [True, False, False, False], 98, False, [False, True, False, True], 9, 'North', (1, 8))
Element 2: (1, (1, 8), ['%', '', '%', 'F'], [(18, 4), (6, 13), (16, 4)], [True, False, True, False], 96, False, [False, False, False, False], 1038, 'East', (2, 8))
Element 3: (1, (2, 8), ['', '.', '%', '%'], [(18, 5), (7, 13), (17, 4)], [False, False, True, True], 94, False, [False, True, False, False], 2067, 'South', (2, 7))
Element 4: (1, (2, 7), ['', '.', '', '.'], [(18, 4), (7, 12), (17, 5)], [False, False, False, False], 92, False, [False, True, False, True], 2096, 'East', (3, 7))
Element 5: (1, (3, 7), ['', '.', '%', '%'], [(18, 3), (8, 12), (17, 6)], [False, False, True, True], 90, False, [False, True, False, False], 2125, 'South', (3, 6))
Element 6: (1, (3, 6), ['.', '.', '', '.'], [(17, 3), (9, 12), (17, 7)], [False, False, False, False], 88, False, [True, True, False, True], 2154, 'East', (4, 6))
Element 7: (1, (4, 6), ['', '.', '%', '.'], [(17, 4), (10, 12), (18, 7)], [False, False, True, False], 86, False, [False, True, False, True], 2183, 'East', (5, 6))
Element 8: (1, (5, 6), ['', '.', '%', '.'], [(17, 5), (11, 12), (17, 7)], [False, False, True, False], 84, False, [False, True, False, True], 2202, 'East', (6, 6))
Element 9: (1, (6, 6), ['', '.', '%', '%'], [(16, 5), (12, 12), (17, 6)], [False, False, True, True], 82, False, [False, True, False, False], 2231, 'South', (6, 5))
Element 10: (1, (6, 5), ['.', '.', '', '%'], [(15, 5), (13, 12), (16, 6)], [False, False, False, True], 80, False, [True, True, False, False], 2270, 'South', (6, 4))
Element 11: (1, (6, 4), ['%', '.', '', '%'], [(14, 5), (13, 13), (15, 6)], [True, False, False, True], 78, False, [False, True, False, False], 2309, 'South', (6, 3))
Element 12: (1, (6, 3), ['.', '.', '', '.'], [(14, 4), (14, 13), (15, 7)], [False, False, False, False], 76, False, [True, True, False, True], 2348, 'East', (7, 3))
Element 13: (1, (7, 3), ['', '.', '%', '.'], [(14, 3), (15, 13), (15, 8)], [False, False, True, False], 74, False, [False, True, False, True], 2387, 'East', (8, 3))
Element 14: (1, (8, 3), ['', '.', '.', '.'], [(14, 2), (16, 13), (14, 8)], [False, False, False, False], 72, False, [False, True, True, True], 2426, 'East', (9, 3))
Element 15: (1, (9, 3), ['', 'F', '.', '.'], [(14, 1), (17, 13), (14, 7)], [False, False, False, False], 70, False, [False, False, True, True], 2465, 'South', (9, 2))
Element 16: (1, (9, 2), ['.', '.', '', '.'], [(15, 1), (18, 13), (14, 8)], [False, False, False, False], 68, False, [True, True, False, True], 3484, 'East', (10, 2))
Element 17: (1, (10, 2), ['', '%', '.', '.'], [(14, 1), (18, 12), (13, 8)], [False, True, False, False], 66, False, [False, False, True, True], 3513, 'East', (11, 2))
Element 18: (1, (11, 2), ['', '.', '.', '.'], [(13, 1), (18, 11), (14, 8)], [False, False, False, False], 64, False, [False, True, True, True], 3542, 'East', (12, 2))
Element 19: (1, (12, 2), ['', '.', '%', 'G'], [(13, 2), (18, 10), (15, 8)], [False, False, True, False], 62, False, [False, True, False, False], 3571, 'South', (12, 1))
Element 20: (1, (12, 1), ['.', '%', '', ''], [(13, 3), (17, 10), (15, 7)], [False, True, False, False], 60, False, [True, False, False, False], 3600, 'West', (11, 1))
Element 21: (1, (11, 1), ['%', '%', '', ''], [(13, 4), (17, 11), (14, 7)], [True, True, False, False], 58, False, [False, False, False, False], 3629, 'East', (12, 1))
Element 22: (1, (12, 1), ['', '%', '', ''], [(13, 5), (17, 12), (15, 7)], [False, True, False, False], 56, False, [False, False, False, False], 3648, 'East', (13, 1))
Element 23: (1, (13, 1), ['', '%', '', ''], [(13, 6), (16, 12), (15, 6)], [False, True, False, False], 54, False, [False, False, False, False], 3667, 'East', (14, 1))
Element 24: (1, (14, 1), ['', '%', '', ''], [(12, 6), (16, 11), (15, 5)], [False, True, False, False], 52, False, [False, False, False, False], 3686, 'East', (15, 1))
Element 25: (1, (15, 1), ['', '%', '%', '%'], [(12, 5), (16, 10), (16, 5)], [False, True, True, True], 50, False, [False, False, False, False], 3705, 'West', (14, 1))
Element 26: (1, (14, 1), ['', '%', '', ''], [(12, 4), (16, 9), (15, 5)], [False, True, False, False], 48, False, [False, False, False, False], 3724, 'North', (14, 2))
Element 27: (1, (14, 2), ['', '', '', '%'], [(11, 4), (17, 9), (14, 5)], [False, False, False, True], 46, False, [False, False, False, False], 3743, 'North', (14, 3))
Element 28: (1, (14, 3), ['', '', 'G', '%'], [(11, 3), (16, 9), (14, 4)], [False, False, False, True], 44, False, [False, False, False, False], 3752, 'West', (13, 3))
Element 29: (1, (13, 3), ['%', '', '', 'G'], [(10, 3), (16, 10), (14, 3)], [True, False, False, False], 42, False, [False, False, False, False], 3761, 'North', (13, 4))
Element 30: (1, (13, 4), ['', '', '', ''], [(10, 4), (16, 11), (14, 2)], [False, False, False, False], 40, False, [False, False, False, False], 3770, 'East', (14, 4))
Element 31: (1, (14, 4), ['', '', '', ''], [(10, 5), (16, 12), (14, 1)], [False, False, False, False], 38, False, [False, False, False, False], 4769, 'East', (15, 4))
Element 32: (1, (15, 4), ['', '%', '', ''], [(9, 5), (15, 12), (15, 1)], [False, True, False, False], 36, False, [False, False, False, False], 4788, 'East', (16, 4))
