Element 1: (1, (13, 2), ['G', '.', '.', '.'], [(12, 2), (16, 6), (18, 10)], [False, False, False, False], 98, False, [False, True, True, True], 9, 'East', (14, 2))
Element 2: (1, (14, 2), ['', '.', '.', '%'], [(12, 1), (17, 6), (18, 11)], [False, False, False, True], 96, False, [False, True, True, False], 48, 'North', (14, 3))
Element 3: (1, (14, 3), ['.', '', '.', '%'], [(13, 1), (17, 7), (18, 12)], [False, False, False, True], 94, False, [True, False, True, False], 87, 'North', (14, 4))
Element 4: (1, (14, 4), ['.', '', '.', '.'], [(14, 1), (18, 7), (18, 13)], [False, False, False, False], 92, False, [True, False, True, True], 126, 'East', (15, 4))
Element 5: (1, (15, 4), ['', '%', '.', '.'], [(15, 1), (17, 7), (17, 13)], [False, True, False, False], 90, False, [False, False, True, True], 155, 'East', (16, 4))
Element 6: (1, (16, 4), ['', '.', '.', '.'], [(14, 1), (17, 6), (17, 12)], [False, False, False, False], 88, False, [False, True, True, True], 174, 'East', (17, 4))
Element 7: (1, (17, 4), ['', '.', 'G', '.'], [(14, 2), (17, 5), (17, 11)], [False, False, False, False], 86, False, [False, True, False, True], 203, 'East', (18, 4))
Element 8: (1, (18, 4), ['', '.', 'G', '%'], [(14, 3), (18, 5), (17, 10)], [False, False, False, True], 84, False, [False, True, False, False], 232, 'South', (18, 3))
Element 9: (1, (18, 3), ['.', '%', 'G', '%'], [(13, 3), (18, 4), (17, 9)], [False, True, False, True], 82, False, [True, False, False, False], 261, 'West', (17, 3))
Element 10: (1, (17, 3), ['.', '%', '', 'G'], [(13, 4), (18, 3), (16, 9)], [False, True, False, False], 80, False, [True, False, False, False], 290, 'West', (16, 3))
Element 11: (1, (16, 3), ['%', '%', '', 'G'], [(13, 5), (17, 3), (16, 10)], [True, True, False, False], 78, False, [False, False, False, False], 319, 'North', (16, 4))
Element 12: (1, (16, 4), ['', '', '.', 'G'], [(14, 5), (17, 4), (16, 11)], [False, False, False, False], 76, False, [False, False, True, False], 338, 'South', (16, 3))
Element 13: (1, (16, 3), ['%', '%', 'G', ''], [(15, 5), (16, 4), (16, 12)], [True, True, False, False], 74, False, [False, False, False, False], 357, 'North', (16, 4))
Element 14: (1, (16, 4), ['', '', 'G', ''], [(15, 6), (16, 5), (16, 13)], [False, False, False, False], 72, False, [False, False, False, False], 386, 'East', (17, 4))
Element 15: (1, (17, 4), ['', '', '', ''], [(15, 7), (15, 5), (15, 13)], [False, False, False, False], 70, False, [False, False, False, False], 405, 'South', (17, 3))
Element 16: (1, (17, 3), ['', '%', '', ''], [(15, 8), (15, 6), (15, 12)], [False, True, False, False], 68, False, [False, False, False, False], 424, 'North', (17, 4))
Element 17: (1, (17, 4), ['', '', '', ''], [(14, 8), (15, 7), (15, 13)], [False, False, False, False], 66, False, [False, False, False, False], 433, 'West', (16, 4))
Element 18: (1, (16, 4), ['', '', '', ''], [(13, 8), (14, 7), (14, 13)], [False, False, False, False], 64, False, [False, False, False, False], 462, 'North', (16, 5))
Element 19: (1, (16, 5), ['', '', '', ''], [(13, 8), (14, 8), (13, 13)], [False, False, False, False], 62, False, [False, False, False, False], 471, 'East', (17, 5))
Element 20: (1, (17, 5), ['', '', '', ''], [(14, 8), (15, 8), (13, 12)], [False, False, False, False], 60, False, [False, False, False, False], 480, 'East', (18, 5))
Element 21: (1, (18, 5), ['', '', '%', '%'], [(13, 8), (15, 7), (13, 11)], [False, False, True, True], 58, False, [False, False, False, False], 489, 'West', (17, 5))
Element 22: (1, (17, 5), ['', '', '', ''], [(14, 8), (14, 7), (12, 11)], [False, False, False, False], 56, False, [False, False, False, False], 498, 'North', (17, 6))
Element 23: (1, (17, 6), ['', '', '', '%'], [(13, 8), (15, 7), (12, 12)], [False, False, False, True], 54, False, [False, False, False, False], 507, 'North', (17, 7))
Element 24: (1, (17, 7), ['%', '', '%', ''], [(13, 8), (15, 8), (12, 13)], [True, False, True, False], 52, False, [False, False, False, False], 516, 'East', (18, 7))
Element 25: (1, (18, 7), ['', '%', '%', '%'], [(13, 8), (15, 7), (12, 12)], [False, True, True, True], 50, False, [False, False, False, False], 515, 'West', (17, 7))
Element 26: (1, (17, 7), ['%', '', '%', ''], [(14, 8), (15, 6), (11, 12)], [True, False, True, False], 48, False, [False, False, False, False], 524, 'South', (17, 6))
Element 27: (1, (17, 6), ['', '', '', '%'], [(13, 8), (15, 5), (10, 12)], [False, False, False, True], 46, False, [False, False, False, False], 533, 'West', (16, 6))
Element 28: (1, (16, 6), ['', '', '%', ''], [(14, 8), (15, 4), (10, 13)], [False, False, True, False], 44, False, [False, False, False, False], 542, 'West', (15, 6))
Element 29: (1, (15, 6), ['%', '', '', ''], [(14, 7), (14, 4), (9, 13)], [True, False, False, False], 42, False, [False, False, False, False], 551, 'North', (15, 7))
Element 30: (1, (15, 7), ['', '', '', '%'], [(14, 8), (14, 5), (9, 12)], [False, False, False, True], 40, False, [False, False, False, False], 560, 'North', (15, 8))
Element 31: (1, (15, 8), ['', '', '%', '%'], [(14, 7), (13, 5), (8, 12)], [False, False, True, True], 38, False, [False, False, False, False], 569, 'West', (14, 8))
Element 32: (1, (14, 8), ['', 'G', '%', ''], [(14, 7), (13, 6), (7, 12)], [False, False, True, False], 36, False, [False, False, False, False], 588, 'West', (13, 8))
Element 33: (1, (13, 8), ['%', '%', '%', ''], [(14, 7), (12, 6), (7, 13)], [True, True, True, False], 34, False, [False, False, False, False], 607, 'East', (14, 8))
Element 34: (1, (14, 8), ['', 'G', '%', ''], [(14, 7), (12, 5), (6, 13)], [False, False, True, False], 32, False, [False, False, False, False], 626, 'East', (15, 8))
Element 35: (1, (15, 8), ['', '', '%', '%'], [(14, 7), (12, 4), (6, 12)], [False, False, True, True], 30, False, [False, False, False, False], 645, 'South', (15, 7))
Element 36: (1, (15, 7), ['G', '', '', '%'], [(14, 7), (11, 4), (6, 11)], [False, False, False, True], 28, False, [False, False, False, False], 664, 'South', (15, 6))
Element 37: (1, (15, 6), ['%', '', '', ''], [(14, 7), (11, 3), (5, 11)], [True, False, False, False], 26, False, [False, False, False, False], 683, 'North', (15, 7))
Element 38: (1, (15, 7), ['G', '', '', '%'], [(14, 7), (10, 3), (5, 12)], [False, False, False, True], 24, False, [False, False, False, False], 702, 'South', (15, 6))
Element 39: (1, (15, 6), ['%', '', '', ''], [(14, 7), (10, 4), (5, 13)], [True, False, False, False], 22, False, [False, False, False, False], 721, 'South', (15, 5))
Element 40: (1, (15, 5), ['', '', '', ''], [(14, 7), (10, 5), (4, 13)], [False, False, False, False], 20, False, [False, False, False, False], 1730, 'West', (14, 5))
Element 41: (1, (14, 5), ['', '', '%', ''], [(14, 7), (9, 5), (4, 12)], [False, False, True, False], 18, False, [False, False, False, False], 1749, 'West', (13, 5))
Element 42: (1, (13, 5), ['', '', '', ''], [(14, 7), (9, 6), (4, 11)], [False, False, False, False], 16, False, [False, False, False, False], 1768, 'North', (13, 6))
Element 43: (1, (13, 6), ['', '', '%', '%'], [(14, 7), (9, 7), (4, 10)], [False, False, True, True], 14, False, [False, False, False, False], 1787, 'West', (12, 6))
Element 44: (1, (12, 6), ['.', '', '%', ''], [(14, 7), (10, 7), (3, 10)], [False, False, True, False], 12, False, [True, False, False, False], 1806, 'West', (11, 6))
Element 45: (1, (11, 6), ['%', '%', '%', ''], [(14, 7), (10, 8), (2, 10)], [True, True, True, False], 10, False, [False, False, False, False], 1835, 'East', (12, 6))
Element 46: (1, (12, 6), ['', '', '%', ''], [(14, 7), (9, 8), (2, 11)], [False, False, True, False], 8, False, [False, False, False, False], 2844, 'South', (12, 5))
Element 47: (1, (12, 5), ['%', '', '', ''], [(14, 7), (8, 8), (1, 11)], [True, False, False, False], 6, False, [False, False, False, False], 3853, 'South', (12, 4))
Element 48: (1, (12, 4), ['', '%', '', ''], [(14, 7), (8, 9), (1, 12)], [False, True, False, False], 4, False, [False, False, False, False], 3872, 'East', (13, 4))
Element 49: (1, (13, 4), ['', '', '', ''], [(14, 7), (7, 9), (2, 12)], [False, False, False, False], 2, False, [False, False, False, False], 3891, 'South', (13, 3))
Element 50: (1, (13, 3), ['%', '', '', ''], [(14, 7), (7, 8), (3, 12)], [True, False, False, False], 0, False, [False, False, False, False], 3910, 'Stop', (13, 3))
Element 51: #0#
