Element 1: (2, (18, 1), ['.', '%', '%', '%'], [(11, 3), (2, 6), (18, 11)], [False, True, True, True], 98, False, [True, False, False, False], 19, 'West', (17, 1))
Element 2: (2, (17, 1), ['%', '%', '%', ''], [(11, 4), (3, 6), (18, 12)], [True, True, True, False], 96, False, [False, False, False, False], 58, 'East', (18, 1))
Element 3: (2, (18, 1), ['', '%', '%', '%'], [(12, 4), (4, 6), (18, 13)], [False, True, True, True], 94, False, [False, False, False, False], 87, 'Stop', (18, 1))
Element 4: (2, (18, 1), ['', '%', '%', '%'], [(13, 4), (5, 6), (17, 13)], [False, True, True, True], 92, False, [False, False, False, False], 116, 'West', (17, 1))
Element 5: (2, (17, 1), ['%', '%', '%', ''], [(14, 4), (6, 6), (17, 12)], [True, True, True, False], 90, False, [False, False, False, False], 145, 'East', (18, 1))
Element 6: (2, (18, 1), ['', '%', '%', '%'], [(15, 4), (6, 5), (17, 11)], [False, True, True, True], 88, False, [False, False, False, False], 174, 'Stop', (18, 1))
Element 7: (2, (18, 1), ['', '%', '%', '%'], [(16, 4), (6, 4), (17, 10)], [False, True, True, True], 86, False, [False, False, False, False], 203, 'West', (17, 1))
Element 8: (2, (17, 1), ['%', '%', '%', ''], [(17, 4), (6, 3), (18, 10)], [True, True, True, False], 84, False, [False, False, False, False], 232, 'East', (18, 1))
Element 9: (2, (18, 1), ['', '%', '%', '%'], [(18, 4), (7, 3), (17, 10)], [False, True, True, True], 82, False, [False, False, False, False], 251, 'Stop', (18, 1))
Element 10: (2, (18, 1), ['', '%', '%', '%'], [(18, 5), (8, 3), (17, 9)], [False, True, True, True], 80, False, [False, False, False, False], 280, 'West', (17, 1))
Element 11: (2, (17, 1), ['%', '%', '%', ''], [(17, 5), (9, 3), (16, 9)], [True, True, True, False], 78, False, [False, False, False, False], 309, 'East', (18, 1))
Element 12: (2, (18, 1), ['', '%', '%', '%'], [(17, 6), (9, 2), (16, 10)], [False, True, True, True], 76, False, [False, False, False, False], 1328, 'Stop', (18, 1))
Element 13: (2, (18, 1), ['', '%', '%', '%'], [(17, 7), (10, 2), (16, 11)], [False, True, True, True], 74, False, [False, False, False, False], 1357, 'West', (17, 1))
Element 14: (2, (17, 1), ['%', '%', '%', ''], [(18, 7), (11, 2), (16, 12)], [True, True, True, False], 72, False, [False, False, False, False], 1386, 'East', (18, 1))
Element 15: (2, (18, 1), ['', '%', '%', '%'], [(17, 7), (12, 2), (16, 13)], [False, True, True, True], 70, False, [False, False, False, False], 1405, 'Stop', (18, 1))
Element 16: (2, (18, 1), ['', '%', '%', '%'], [(17, 6), (13, 2), (15, 13)], [False, True, True, True], 68, False, [False, False, False, False], 1424, 'West', (17, 1))
Element 17: (2, (17, 1), ['%', '%', '%', ''], [(16, 6), (14, 2), (15, 12)], [True, True, True, False], 66, False, [False, False, False, False], 1453, 'East', (18, 1))
Element 18: (2, (18, 1), ['', '%', '%', '%'], [(16, 5), (14, 3), (15, 13)], [False, True, True, True], 64, False, [False, False, False, False], 1472, 'Stop', (18, 1))
