Element 1: (0, (5, 13), ['.', '.', '%', '.'], [(2, 12), (3, 7), (18, 12)], [False, False, True, False], 98, False, [True, True, False, True], 0, 'East', (6, 13))
Element 2: (0, (6, 13), ['', '.', '%', '.'], [(2, 11), (3, 6), (18, 13)], [False, False, True, False], 96, False, [False, True, False, True], 1029, 'East', (7, 13))
Element 3: (0, (7, 13), ['', '.', '%', '%'], [(1, 11), (4, 6), (17, 13)], [False, False, True, True], 94, False, [False, True, False, False], 2058, 'South', (7, 12))
Element 4: (0, (7, 12), ['.', '%', '', '.'], [(1, 12), (5, 6), (17, 12)], [False, True, False, False], 92, False, [True, False, False, True], 2097, 'East', (8, 12))
Element 5: (0, (8, 12), ['', '%', '%', '.'], [(1, 13), (6, 6), (17, 11)], [False, True, True, False], 90, False, [False, False, False, True], 2136, 'East', (9, 12))
Element 6: (0, (9, 12), ['', '%', '.', '.'], [(1, 12), (6, 5), (18, 11)], [False, True, False, False], 88, False, [False, False, True, True], 2165, 'East', (10, 12))
Element 7: (0, (10, 12), ['', '%', '.', '.'], [(1, 11), (6, 4), (18, 10)], [False, True, False, False], 86, False, [False, False, True, True], 2194, 'East', (11, 12))
Element 8: (0, (11, 12), ['', '%', '%', '.'], [(1, 10), (6, 3), (17, 10)], [False, True, True, False], 84, False, [False, False, False, True], 2233, 'East', (12, 12))
Element 9: (0, (12, 12), ['', '.', '.', '.'], [(2, 10), (7, 3), (17, 9)], [False, False, False, False], 82, False, [False, True, True, True], 2272, 'East', (13, 12))
Element 10: (0, (13, 12), ['', '.', '.', '%'], [(3, 10), (8, 3), (16, 9)], [False, False, False, True], 80, False, [False, True, True, False], 2311, 'North', (13, 13))
Element 11: (0, (13, 13), ['.', '', '%', '.'], [(4, 10), (9, 3), (16, 10)], [False, False, True, False], 78, False, [True, False, False, True], 2350, 'East', (14, 13))
Element 12: (0, (14, 13), ['', '%', '%', '.'], [(4, 11), (9, 2), (16, 11)], [False, True, True, False], 76, False, [False, False, False, True], 3379, 'East', (15, 13))
Element 13: (0, (15, 13), ['', '.', '%', '.'], [(5, 11), (10, 2), (16, 12)], [False, False, True, False], 74, False, [False, True, False, True], 3418, 'East', (16, 13))
Element 14: (0, (16, 13), ['', '', '%', ''], [(6, 11), (11, 2), (15, 12)], [False, False, True, False], 72, False, [False, False, False, False], 3457, 'East', (17, 13))
