Element 1: (0, (5, 13), ['.', '.', '%', '.'], [(13, 11), (17, 6), (18, 13)], [False, False, True, False], 98, False, [True, True, False, True], 0, 'East', (6, 13))
Element 2: (0, (6, 13), ['', '.', '%', '.'], [(13, 12), (17, 7), (18, 12)], [False, False, True, False], 96, False, [False, True, False, True], 39, 'East', (7, 13))
Element 3: (0, (7, 13), ['', '.', '%', '%'], [(13, 13), (18, 7), (18, 11)], [False, False, True, True], 94, False, [False, True, False, False], 78, 'South', (7, 12))
Element 4: (0, (7, 12), ['.', '%', '', '.'], [(14, 13), (17, 7), (18, 10)], [False, True, False, False], 92, False, [True, False, False, True], 107, 'East', (8, 12))
Element 5: (0, (8, 12), ['', '%', '%', '.'], [(15, 13), (17, 6), (17, 10)], [False, True, True, False], 90, False, [False, False, False, True], 136, 'East', (9, 12))
Element 6: (0, (9, 12), ['', '%', '.', '.'], [(16, 13), (17, 5), (17, 11)], [False, True, False, False], 88, False, [False, False, True, True], 175, 'East', (10, 12))
Element 7: (0, (10, 12), ['', '%', '.', '.'], [(17, 13), (18, 5), (17, 12)], [False, True, False, False], 86, False, [False, False, True, True], 214, 'East', (11, 12))
Element 8: (0, (11, 12), ['', '%', '%', '.'], [(18, 13), (18, 4), (16, 12)], [False, True, True, False], 84, False, [False, False, False, True], 243, 'East', (12, 12))
Element 9: (0, (12, 12), ['', '.', '.', ''], [(18, 12), (18, 3), (16, 11)], [False, False, False, False], 82, False, [False, True, True, False], 272, 'North', (12, 13))
Element 10: (0, (12, 13), ['%', '', '%', ''], [(18, 11), (17, 3), (16, 10)], [True, False, True, False], 80, False, [False, False, False, False], 301, 'East', (13, 13))
Element 11: (0, (13, 13), ['', '', '%', ''], [(18, 10), (17, 4), (16, 9)], [False, False, True, False], 78, False, [False, False, False, False], 320, 'East', (14, 13))
Element 12: (0, (14, 13), ['', '%', '%', ''], [(17, 10), (16, 4), (17, 9)], [False, True, True, False], 76, False, [False, False, False, False], 339, 'East', (15, 13))
Element 13: (0, (15, 13), ['', '.', '%', ''], [(17, 11), (16, 5), (16, 9)], [False, False, True, False], 74, False, [False, True, False, False], 348, 'South', (15, 12))
Element 14: (0, (15, 12), ['%', '%', '', ''], [(17, 12), (16, 6), (16, 10)], [True, True, False, False], 72, False, [False, False, False, False], 367, 'East', (16, 12))
Element 15: (0, (16, 12), ['', 'G', '', ''], [(17, 11), (15, 6), (16, 11)], [False, False, False, False], 70, False, [False, False, False, False], 376, 'East', (17, 12))
Element 16: (0, (17, 12), ['G', '', '', ''], [(17, 10), (15, 7), (16, 12)], [False, False, False, False], 68, False, [False, False, False, False], 385, 'East', (18, 12))
Element 17: (0, (18, 12), ['', '', '', '%'], [(17, 11), (15, 8), (15, 12)], [False, False, False, True], 66, False, [False, False, False, False], 394, 'North', (18, 13))
Element 18: (0, (18, 13), ['', '', '%', '%'], [(17, 10), (14, 8), (15, 13)], [False, False, True, True], 64, False, [False, False, False, False], 403, 'West', (17, 13))
Element 19: (0, (17, 13), ['G', '', '%', ''], [(16, 10), (14, 7), (16, 13)], [False, False, True, False], 62, False, [False, False, False, False], 412, 'East', (18, 13))
Element 20: (0, (18, 13), ['G', '', '%', '%'], [(16, 11), (14, 8), (17, 13)], [False, False, True, True], 60, False, [False, False, False, False], 411, 'South', (18, 12))
